train_dataset,pheno,num_train,r_med,r_lower,r_upper,mae_med,mae_lower,mae_upper,p_mae_gt
pnc,mr,25,0.0664628358283199,-0.1188833748111782,0.2556089193705561,4.534258668989766,4.180548838880779,4.98964307721979,0.002
pnc,mr,32,0.099668574404259,-0.0728064604312455,0.2769479372094737,4.528963585175783,4.137308966220004,4.980445232280104,0.002
pnc,mr,41,0.0902741026228072,-0.055354734428313,0.2645612068076485,4.506351868477221,4.136220853316072,4.950643722450413,0.002
pnc,mr,52,0.1041984072144404,-0.0425600977328971,0.2818013946719412,4.482332004903438,4.08796482621484,4.944712361482093,0.002
pnc,mr,67,0.1312690598872307,-0.0232891000535746,0.3055363219508925,4.480177091046213,4.064988420582054,4.9061518749481365,0.002
pnc,mr,85,0.1540433986269141,0.0127521359256626,0.2904181111526308,4.467335881759688,4.065000764223045,4.892058873407942,0.002
pnc,mr,108,0.1784294708169208,0.0195076409730215,0.3189092226772677,4.429287256536121,4.077433842549543,4.934745760258414,0.002
pnc,mr,137,0.1986870776290403,0.0294592269260494,0.3256820694941338,4.425398957328985,4.013203766270888,4.913888605922084,0.002
pnc,mr,174,0.2098639832003778,0.0534715924715754,0.3455159952873495,4.402286483497782,4.022312942976519,4.830264613704399,0.002
pnc,mr,221,0.2170606024409755,0.0899918080290571,0.3440622239427028,4.387381325060673,4.050259482565106,4.861122640737686,0.002
pnc,mr,281,0.2547080057628538,0.0949804358779817,0.3417278245738865,4.357297469428508,3.9936087078073306,4.764420876959788,0.002
pnc,mr,358,0.2543587941085699,0.1111836201947838,0.3599288396116191,4.355355250906527,3.950962071728785,4.714023422991429,0.002
pnc,mr,455,0.2703800444472188,0.1201416657475963,0.3710299452454056,4.317380927326632,3.915653059892663,4.706717424176116,0.002
pnc,mr,578,0.2879174027085086,0.1461644787436609,0.4006424116439199,4.281090887334788,3.910869575149352,4.629840856643987,0.002
pnc,mr,735,0.2890882604599633,0.1623473578988189,0.3830416934320839,4.251446412153005,3.8963601532924166,4.617057951051219,0.002
pnc,mr,935,0.2908354371209972,0.1830511057845336,0.3811462312829263,4.24655288955934,3.92868133268242,4.6857046838381295,0.002
pnc,mr,972,0.2943898847685134,0.1904829198528703,0.386814303550672,4.229222208184181,3.897258632773216,4.63485773943866,0.002
abcd,mr_scaled,20,0.0250934489664785,-0.061284795839076,0.1009828869762933,2.337565146280002,2.227730027493975,2.653856061693349,0.002
abcd,mr_scaled,25,0.0313933440805125,-0.0529190051254437,0.1189859619472756,2.321541232751657,2.2280731377991803,2.569257128528144,0.002
abcd,mr_scaled,32,0.0332526333005893,-0.0361003041063863,0.1249875910469442,2.326404909589194,2.215079337473122,2.5345473431663645,0.002
abcd,mr_scaled,41,0.0384490546032041,-0.0459057866718206,0.1370577822481214,2.324994708881323,2.207863862018485,2.5346224749802064,0.002
abcd,mr_scaled,52,0.0456287999204608,-0.0275272436326502,0.1393702097124964,2.326250587945996,2.211648288730528,2.5730123916874823,0.002
abcd,mr_scaled,67,0.0573486120335589,-0.0202655042881921,0.1360362959910271,2.335572131047932,2.2273614871551635,2.539720979489302,0.002
abcd,mr_scaled,85,0.0580429761801722,-0.0048835822658887,0.1345029412969174,2.3477317833092224,2.224807572519793,2.4828256267413047,0.002
abcd,mr_scaled,108,0.068993151535018,0.0110182988473389,0.1323006763296799,2.354366700853225,2.2289551100994003,2.503278526113194,0.002
abcd,mr_scaled,137,0.0789948143767687,-0.0114333666491203,0.1266475283632246,2.367096734559393,2.2339120927740383,2.521440302558398,0.002
abcd,mr_scaled,174,0.0815497376183768,0.0114668340962486,0.1337284936143971,2.3693164116094705,2.2378371817098666,2.5405086221316733,0.002
abcd,mr_scaled,221,0.0834893722182205,0.0314779082606888,0.1465854114562315,2.36821343421664,2.233687997165166,2.5405764991966,0.002
abcd,mr_scaled,281,0.1008860817512008,0.0328103664765664,0.16200858313861,2.3660493111743293,2.236234094911181,2.5710100204291924,0.002
abcd,mr_scaled,358,0.1176416637527996,0.0628788101496206,0.1791569749973707,2.350275820593753,2.247823290610385,2.5042591510419383,0.002
abcd,mr_scaled,455,0.1261642302282236,0.0647705763287837,0.1868514224253246,2.342476433211475,2.2622695130511628,2.458314645681849,0.002
abcd,mr_scaled,578,0.141103591573956,0.0708256081625825,0.1946124632586343,2.343204409155807,2.2480947984250443,2.4270030928056743,0.002
abcd,mr_scaled,735,0.1500874301277974,0.0983142187966641,0.2112216166132992,2.334392453542316,2.241232878062909,2.424877358709659,0.002
abcd,mr_scaled,935,0.1596019510192228,0.1196607084459583,0.217310198143603,2.3277429252108424,2.237344139861566,2.407582334918339,0.002
abcd,mr_scaled,1189,0.1682415486448129,0.1144289791471372,0.2261484983553382,2.3204819435483035,2.226796009061426,2.4000165505716677,0.002
abcd,mr_scaled,1512,0.1754234568722383,0.1270961025377247,0.2259075385178522,2.3124428932192207,2.2210996139873784,2.384361355459581,0.002
abcd,mr_scaled,1923,0.1859415139904138,0.1379208934698018,0.2297581705354576,2.302573791458648,2.20584318005427,2.379437846057818,0.002
abcd,mr_scaled,2446,0.1937247058427686,0.1499316614752676,0.2423762327624336,2.2912034848989475,2.196822285794002,2.3708008171924053,0.002
abcd,mr_scaled,3110,0.2006651093755623,0.1512210235355298,0.2558211131525562,2.2715906059812148,2.170368006138449,2.358690830218549,0.002
abcd,mr_scaled,3955,0.2046342869753752,0.1655348915649966,0.2664368518666593,2.245079895138692,2.170635018681332,2.345742005153571,0.002
abcd,mr_scaled,5030,0.2108148963560588,0.1698988839279013,0.2568122888314808,2.2410283467094185,2.164398342511465,2.3317117139987245,0.002
abcd,mr_scaled,6242,0.2150262846754103,0.173913292952605,0.2597651131635379,2.236136335623921,2.1544887526267478,2.320069787732532,0.002
hbn,mr_scaled,20,0.0299154374790388,-0.109443107608568,0.151599897294871,2.528240407993168,2.2908727945371017,2.874198304195595,0.02685
hbn,mr_scaled,25,0.0223118545886076,-0.1256025318063916,0.136326310116889,2.5305430244333333,2.2965316426115243,2.8257794729655523,0.02685
hbn,mr_scaled,32,0.0296624305677882,-0.138651350712831,0.1754415936421424,2.540050125717385,2.313565956490081,2.836993604565925,0.02685
hbn,mr_scaled,41,0.0424716466445333,-0.1344632411454565,0.1450473833635354,2.531342346608488,2.308104757936068,2.8151443154649427,0.02685
