train_dataset,test_dataset,pheno,num_train,num_test,r_pos_rate,r_sig_ground_truth,r_ground_truth,mae_pos_rate,mae_sig_ground_truth,mae_ground_truth
abcd,hbn,age,137,137,0.634,1.0,0.4810596765307293,0.5256,1.0,34.615651804755345
abcd,hbn,age,137,174,0.6794,1.0,0.4810596765307293,0.5791,1.0,34.615651804755345
abcd,hbn,age,137,221,0.7195,1.0,0.4810596765307293,0.64,1.0,34.615651804755345
abcd,hbn,age,137,281,0.7523,1.0,0.4810596765307293,0.6891,1.0,34.615651804755345
abcd,hbn,age,137,358,0.7781,1.0,0.4810596765307293,0.7394,1.0,34.615651804755345
abcd,hbn,age,137,455,0.8002,1.0,0.4810596765307293,0.7723,1.0,34.615651804755345
abcd,hbn,age,137,578,0.8187,1.0,0.4810596765307293,0.8038,1.0,34.615651804755345
abcd,hbn,age,137,735,0.8319,1.0,0.4810596765307293,0.8301,1.0,34.615651804755345
abcd,hbn,age,137,935,0.8506,1.0,0.4810596765307293,0.8513,1.0,34.615651804755345
abcd,hbn,age,137,1189,0.8608,1.0,0.4810596765307293,0.8616,1.0,34.615651804755345
abcd,hbn,age,137,1201,0.86,1.0,0.4810596765307293,0.8608,1.0,34.615651804755345
abcd,hbn,age,174,20,0.2162,1.0,0.4810596765307293,0.1618,1.0,34.615651804755345
abcd,hbn,age,174,25,0.2594,1.0,0.4810596765307293,0.1921,1.0,34.615651804755345
abcd,hbn,age,174,32,0.3096,1.0,0.4810596765307293,0.2287,1.0,34.615651804755345
abcd,hbn,age,174,41,0.3664,1.0,0.4810596765307293,0.2787,1.0,34.615651804755345
abcd,hbn,age,174,52,0.426,1.0,0.4810596765307293,0.318,1.0,34.615651804755345
abcd,hbn,age,174,67,0.4795,1.0,0.4810596765307293,0.3658,1.0,34.615651804755345
abcd,hbn,age,174,85,0.5361,1.0,0.4810596765307293,0.4256,1.0,34.615651804755345
abcd,hbn,age,174,108,0.6026,1.0,0.4810596765307293,0.4943,1.0,34.615651804755345
abcd,hbn,age,174,137,0.6481,1.0,0.4810596765307293,0.5614,1.0,34.615651804755345
abcd,hbn,age,174,174,0.7021,1.0,0.4810596765307293,0.6173,1.0,34.615651804755345
abcd,hbn,age,174,221,0.7435,1.0,0.4810596765307293,0.6744,1.0,34.615651804755345
abcd,hbn,age,174,281,0.779,1.0,0.4810596765307293,0.7252,1.0,34.615651804755345
abcd,hbn,age,174,358,0.8136,1.0,0.4810596765307293,0.7705,1.0,34.615651804755345
abcd,hbn,age,174,455,0.8405,1.0,0.4810596765307293,0.8113,1.0,34.615651804755345
abcd,hbn,age,174,578,0.8578,1.0,0.4810596765307293,0.8397,1.0,34.615651804755345
abcd,hbn,age,174,735,0.8687,1.0,0.4810596765307293,0.8578,1.0,34.615651804755345
abcd,hbn,age,174,935,0.8777,1.0,0.4810596765307293,0.8805,1.0,34.615651804755345
abcd,hbn,age,174,1189,0.88,1.0,0.4810596765307293,0.8971,1.0,34.615651804755345
abcd,hbn,age,174,1201,0.88,1.0,0.4810596765307293,0.8994,1.0,34.615651804755345
abcd,hbn,age,221,20,0.2447,1.0,0.4810596765307293,0.1748,1.0,34.615651804755345
abcd,hbn,age,221,25,0.2934,1.0,0.4810596765307293,0.2085,1.0,34.615651804755345
abcd,hbn,age,221,32,0.3493,1.0,0.4810596765307293,0.2557,1.0,34.615651804755345
abcd,hbn,age,221,41,0.42,1.0,0.4810596765307293,0.3179,1.0,34.615651804755345
abcd,hbn,age,221,52,0.4895,1.0,0.4810596765307293,0.36,1.0,34.615651804755345
abcd,hbn,age,221,67,0.5488,1.0,0.4810596765307293,0.4222,1.0,34.615651804755345
abcd,hbn,age,221,85,0.6151,1.0,0.4810596765307293,0.4865,1.0,34.615651804755345
abcd,hbn,age,221,108,0.6804,1.0,0.4810596765307293,0.5609,1.0,34.615651804755345
abcd,hbn,age,221,137,0.7359,1.0,0.4810596765307293,0.631,1.0,34.615651804755345
abcd,hbn,age,221,174,0.7866,1.0,0.4810596765307293,0.6881,1.0,34.615651804755345
abcd,hbn,age,221,221,0.8248,1.0,0.4810596765307293,0.7538,1.0,34.615651804755345
abcd,hbn,age,221,281,0.8598,1.0,0.4810596765307293,0.8007,1.0,34.615651804755345
abcd,hbn,age,221,358,0.8883,1.0,0.4810596765307293,0.8445,1.0,34.615651804755345
abcd,hbn,age,221,455,0.9083,1.0,0.4810596765307293,0.8785,1.0,34.615651804755345
abcd,hbn,age,221,578,0.9248,1.0,0.4810596765307293,0.9056,1.0,34.615651804755345
abcd,hbn,age,221,735,0.9398,1.0,0.4810596765307293,0.9263,1.0,34.615651804755345
abcd,hbn,age,221,935,0.9547,1.0,0.4810596765307293,0.9414,1.0,34.615651804755345
abcd,hbn,age,221,1189,0.97,1.0,0.4810596765307293,0.9496,1.0,34.615651804755345
abcd,hbn,age,221,1201,0.97,1.0,0.4810596765307293,0.9501,1.0,34.615651804755345
abcd,hbn,age,281,20,0.2482,1.0,0.4810596765307293,0.1845,1.0,34.615651804755345
abcd,hbn,age,281,25,0.29,1.0,0.4810596765307293,0.2072,1.0,34.615651804755345
abcd,hbn,age,281,32,0.3451,1.0,0.4810596765307293,0.2579,1.0,34.615651804755345
abcd,hbn,age,281,41,0.4177,1.0,0.4810596765307293,0.3119,1.0,34.615651804755345
abcd,hbn,age,281,52,0.4783,1.0,0.4810596765307293,0.3529,1.0,34.615651804755345
abcd,hbn,age,281,67,0.5438,1.0,0.4810596765307293,0.4167,1.0,34.615651804755345
abcd,hbn,age,281,85,0.6083,1.0,0.4810596765307293,0.4803,1.0,34.615651804755345
abcd,hbn,age,281,108,0.6745,1.0,0.4810596765307293,0.5509,1.0,34.615651804755345
abcd,hbn,age,281,137,0.7287,1.0,0.4810596765307293,0.6185,1.0,34.615651804755345
abcd,hbn,age,281,174,0.7794,1.0,0.4810596765307293,0.6754,1.0,34.615651804755345
abcd,hbn,age,281,221,0.819,1.0,0.4810596765307293,0.735,1.0,34.615651804755345
abcd,hbn,age,281,281,0.8501,1.0,0.4810596765307293,0.7808,1.0,34.615651804755345
abcd,hbn,age,281,358,0.8777,1.0,0.4810596765307293,0.8266,1.0,34.615651804755345
abcd,hbn,age,281,455,0.9009,1.0,0.4810596765307293,0.8632,1.0,34.615651804755345
abcd,hbn,age,281,578,0.9178,1.0,0.4810596765307293,0.8857,1.0,34.615651804755345
abcd,hbn,age,281,735,0.9266,1.0,0.4810596765307293,0.906,1.0,34.615651804755345
abcd,hbn,age,281,935,0.9322,1.0,0.4810596765307293,0.9194,1.0,34.615651804755345
abcd,hbn,age,281,1189,0.9316,1.0,0.4810596765307293,0.9283,1.0,34.615651804755345
abcd,hbn,age,281,1201,0.93,1.0,0.4810596765307293,0.9284,1.0,34.615651804755345
abcd,hbn,age,358,20,0.2981,1.0,0.4810596765307293,0.2202,1.0,34.615651804755345
abcd,hbn,age,358,25,0.3507,1.0,0.4810596765307293,0.2577,1.0,34.615651804755345
abcd,hbn,age,358,32,0.4165,1.0,0.4810596765307293,0.3123,1.0,34.615651804755345
abcd,hbn,age,358,41,0.4963,1.0,0.4810596765307293,0.3837,1.0,34.615651804755345
abcd,hbn,age,358,52,0.5632,1.0,0.4810596765307293,0.4321,1.0,34.615651804755345
abcd,hbn,age,358,67,0.6257,1.0,0.4810596765307293,0.5051,1.0,34.615651804755345
abcd,hbn,age,358,85,0.6849,1.0,0.4810596765307293,0.5778,1.0,34.615651804755345
abcd,hbn,age,358,108,0.7524,1.0,0.4810596765307293,0.6439,1.0,34.615651804755345
abcd,hbn,age,358,137,0.7996,1.0,0.4810596765307293,0.7099,1.0,34.615651804755345
abcd,hbn,age,358,174,0.8456,1.0,0.4810596765307293,0.7703,1.0,34.615651804755345
abcd,hbn,age,358,221,0.8807,1.0,0.4810596765307293,0.8187,1.0,34.615651804755345
abcd,hbn,age,358,281,0.9098,1.0,0.4810596765307293,0.8603,1.0,34.615651804755345
abcd,hbn,age,358,358,0.9367,1.0,0.4810596765307293,0.8994,1.0,34.615651804755345
abcd,hbn,age,358,455,0.9557,1.0,0.4810596765307293,0.9271,1.0,34.615651804755345
abcd,hbn,age,358,578,0.9702,1.0,0.4810596765307293,0.9491,1.0,34.615651804755345
abcd,hbn,age,358,735,0.9814,1.0,0.4810596765307293,0.9661,1.0,34.615651804755345
abcd,hbn,age,358,935,0.9885,1.0,0.4810596765307293,0.9801,1.0,34.615651804755345
abcd,hbn,age,358,1189,0.99,1.0,0.4810596765307293,0.99,1.0,34.615651804755345
abcd,hbn,age,358,1201,0.99,1.0,0.4810596765307293,0.9898,1.0,34.615651804755345
abcd,hbn,age,455,20,0.3592,1.0,0.4810596765307293,0.2623,1.0,34.615651804755345
abcd,hbn,age,455,25,0.4339,1.0,0.4810596765307293,0.3114,1.0,34.615651804755345
abcd,hbn,age,455,32,0.5223,1.0,0.4810596765307293,0.3799,1.0,34.615651804755345
abcd,hbn,age,455,41,0.613,1.0,0.4810596765307293,0.4681,1.0,34.615651804755345
abcd,hbn,age,455,52,0.6978,1.0,0.4810596765307293,0.5362,1.0,34.615651804755345
abcd,hbn,age,455,67,0.7589,1.0,0.4810596765307293,0.6143,1.0,34.615651804755345
abcd,hbn,age,455,85,0.8166,1.0,0.4810596765307293,0.6913,1.0,34.615651804755345
abcd,hbn,age,455,108,0.8657,1.0,0.4810596765307293,0.771,1.0,34.615651804755345
abcd,hbn,age,455,137,0.9039,1.0,0.4810596765307293,0.8345,1.0,34.615651804755345
abcd,hbn,age,455,174,0.933,1.0,0.4810596765307293,0.8809,1.0,34.615651804755345
abcd,hbn,age,455,221,0.9509,1.0,0.4810596765307293,0.9206,1.0,34.615651804755345
abcd,hbn,age,455,281,0.9663,1.0,0.4810596765307293,0.9433,1.0,34.615651804755345
abcd,hbn,age,455,358,0.9748,1.0,0.4810596765307293,0.9651,1.0,34.615651804755345
abcd,hbn,age,455,455,0.9821,1.0,0.4810596765307293,0.9765,1.0,34.615651804755345
abcd,hbn,age,455,578,0.9863,1.0,0.4810596765307293,0.9873,1.0,34.615651804755345
abcd,hbn,age,455,735,0.9891,1.0,0.4810596765307293,0.9918,1.0,34.615651804755345
abcd,hbn,age,455,935,0.9911,1.0,0.4810596765307293,0.9929,1.0,34.615651804755345
abcd,hbn,age,455,1189,0.99,1.0,0.4810596765307293,0.9924,1.0,34.615651804755345
abcd,hbn,age,455,1201,0.99,1.0,0.4810596765307293,0.992,1.0,34.615651804755345
abcd,hbn,age,578,20,0.3952,1.0,0.4810596765307293,0.2877,1.0,34.615651804755345
abcd,hbn,age,578,25,0.4764,1.0,0.4810596765307293,0.337,1.0,34.615651804755345
abcd,hbn,age,578,32,0.5753,1.0,0.4810596765307293,0.4197,1.0,34.615651804755345
abcd,hbn,age,578,41,0.6712,1.0,0.4810596765307293,0.5153,1.0,34.615651804755345
abcd,hbn,age,578,52,0.7581,1.0,0.4810596765307293,0.5834,1.0,34.615651804755345
abcd,hbn,age,578,67,0.8219,1.0,0.4810596765307293,0.6716,1.0,34.615651804755345
