train_dataset,test_dataset,pheno,num_train,num_test,sig_external,r_med,r_ground_truth,sig_ground_truth,infl_med
abcd,hbn,attn,36,20,1.0,0.444010604828991,-0.0094976197272978,0.0,0.4535082245562888
abcd,hbn,attn,36,27,0.0,-0.0209299866177145,-0.0094976197272978,0.0,-0.011432366890416698
abcd,hbn,attn,36,27,1.0,0.3791867363114798,-0.0094976197272978,0.0,0.3886843560387776
abcd,hbn,attn,36,36,0.0,-0.0254511328607831,-0.0094976197272978,0.0,-0.015953513133485298
abcd,hbn,attn,36,36,1.0,0.3266880255741615,-0.0094976197272978,0.0,0.3361856453014593
abcd,hbn,attn,36,48,0.0,-0.0175987791789958,-0.0094976197272978,0.0,-0.008101159451697999
abcd,hbn,attn,36,48,1.0,0.280420545572959,-0.0094976197272978,0.0,0.28991816530025677
abcd,hbn,attn,36,64,0.0,-0.017582921318575,-0.0094976197272978,0.0,-0.0080853015912772
abcd,hbn,attn,36,64,1.0,0.2430238201481425,-0.0094976197272978,0.0,0.2525214398754403
abcd,hbn,attn,36,85,0.0,-0.0168455527274204,-0.0094976197272978,0.0,-0.007347933000122601
abcd,hbn,attn,36,85,1.0,0.213065984348046,-0.0094976197272978,0.0,0.22256360407534378
abcd,hbn,attn,36,114,0.0,-0.0143667048522696,-0.0094976197272978,0.0,-0.004869085124971799
abcd,hbn,attn,36,114,1.0,0.1837864869566414,-0.0094976197272978,0.0,0.1932841066839392
abcd,hbn,attn,36,153,0.0,-0.017551356727899398,-0.0094976197272978,0.0,-0.008053737000601597
abcd,hbn,attn,36,153,1.0,0.1639278378499256,-0.0094976197272978,0.0,0.17342545757722339
abcd,hbn,attn,36,204,0.0,-0.01972978315230075,-0.0094976197272978,0.0,-0.010232163425002948
abcd,hbn,attn,36,204,1.0,0.14436857876758324,-0.0094976197272978,0.0,0.15386619849488103
abcd,hbn,attn,36,273,0.0,-0.0209601542153192,-0.0094976197272978,0.0,-0.011462534488021401
abcd,hbn,attn,36,273,1.0,0.1262945543786575,-0.0094976197272978,0.0,0.1357921741059553
abcd,hbn,attn,36,365,0.0,-0.0223777657229735,-0.0094976197272978,0.0,-0.0128801459956757
abcd,hbn,attn,36,365,1.0,0.1107515235701157,-0.0094976197272978,0.0,0.1202491432974135
abcd,hbn,attn,36,488,0.0,-0.0234575177092989,-0.0094976197272978,0.0,-0.0139598979820011
abcd,hbn,attn,36,488,1.0,0.097665070794413,-0.0094976197272978,0.0,0.1071626905217108
abcd,hbn,attn,36,652,0.0,-0.02739158217595075,-0.0094976197272978,0.0,-0.01789396244865295
abcd,hbn,attn,36,652,1.0,0.08686216858821305,-0.0094976197272978,0.0,0.09635978831551086
abcd,hbn,attn,36,872,0.0,-0.0305745612028918,-0.0094976197272978,0.0,-0.021076941475594
abcd,hbn,attn,36,872,1.0,0.0793435809192496,-0.0094976197272978,0.0,0.08884120064654741
abcd,hbn,attn,36,1150,0.0,-0.0331308087023942,-0.0094976197272978,0.0,-0.023633188975096402
abcd,hbn,attn,36,1150,1.0,0.0747116794456348,-0.0094976197272978,0.0,0.0842092991729326
abcd,hbn,attn,48,20,0.0,-0.0172006734226555,-0.0094976197272978,0.0,-0.0077030536953577
abcd,hbn,attn,48,20,1.0,0.4412874160519721,-0.0094976197272978,0.0,0.45078503577926987
abcd,hbn,attn,48,27,0.0,-0.0157221019803056,-0.0094976197272978,0.0,-0.006224482253007799
abcd,hbn,attn,48,27,1.0,0.3779917563235067,-0.0094976197272978,0.0,0.38748937605080447
abcd,hbn,attn,48,36,0.0,-0.0158872224022917,-0.0094976197272978,0.0,-0.006389602674993899
abcd,hbn,attn,48,36,1.0,0.3325235900579797,-0.0094976197272978,0.0,0.3420212097852775
abcd,hbn,attn,48,48,0.0,-0.0138747890926167,-0.0094976197272978,0.0,-0.004377169365318899
abcd,hbn,attn,48,48,1.0,0.2844681529778715,-0.0094976197272978,0.0,0.29396577270516927
abcd,hbn,attn,48,64,0.0,-0.015689173697455802,-0.0094976197272978,0.0,-0.0061915539701580015
abcd,hbn,attn,48,64,1.0,0.25178192666595356,-0.0094976197272978,0.0,0.26127954639325135
abcd,hbn,attn,48,85,0.0,-0.0163933405359021,-0.0094976197272978,0.0,-0.006895720808604299
abcd,hbn,attn,48,85,1.0,0.2143327040398277,-0.0094976197272978,0.0,0.2238303237671255
abcd,hbn,attn,48,114,0.0,-0.0128436168372619,-0.0094976197272978,0.0,-0.0033459971099641
abcd,hbn,attn,48,114,1.0,0.18604513089580832,-0.0094976197272978,0.0,0.1955427506231061
abcd,hbn,attn,48,153,0.0,-0.0147760741085544,-0.0094976197272978,0.0,-0.005278454381256599
abcd,hbn,attn,48,153,1.0,0.1610380748582001,-0.0094976197272978,0.0,0.1705356945854979
abcd,hbn,attn,48,204,0.0,-0.0152697424883329,-0.0094976197272978,0.0,-0.005772122761035099
abcd,hbn,attn,48,204,1.0,0.1419548886312397,-0.0094976197272978,0.0,0.1514525083585375
abcd,hbn,attn,48,273,0.0,-0.0137158922038501,-0.0094976197272978,0.0,-0.0042182724765523
abcd,hbn,attn,48,273,1.0,0.1226284400553112,-0.0094976197272978,0.0,0.132126059782609
abcd,hbn,attn,48,365,0.0,-0.014739363293808,-0.0094976197272978,0.0,-0.0052417435665102
abcd,hbn,attn,48,365,1.0,0.1095175646198231,-0.0094976197272978,0.0,0.1190151843471209
abcd,hbn,attn,48,488,0.0,-0.0154571264730918,-0.0094976197272978,0.0,-0.005959506745793999
abcd,hbn,attn,48,488,1.0,0.0972308713293669,-0.0094976197272978,0.0,0.10672849105666471
abcd,hbn,attn,48,652,0.0,-0.0159525444990531,-0.0094976197272978,0.0,-0.006454924771755299
abcd,hbn,attn,48,652,1.0,0.0841984405473687,-0.0094976197272978,0.0,0.09369606027466651
abcd,hbn,attn,48,872,0.0,-0.0179433633404801,-0.0094976197272978,0.0,-0.008445743613182299
abcd,hbn,attn,48,872,1.0,0.075622013602327,-0.0094976197272978,0.0,0.0851196333296248
abcd,hbn,attn,48,1150,0.0,-0.02097933280049685,-0.0094976197272978,0.0,-0.011481713073199049
abcd,hbn,attn,48,1150,1.0,0.06451098771551464,-0.0094976197272978,0.0,0.07400860744281244
abcd,hbn,attn,64,20,0.0,-0.0144687206647649,-0.0094976197272978,0.0,-0.0049711009374671
abcd,hbn,attn,64,20,1.0,0.4473127623425319,-0.0094976197272978,0.0,0.4568103820698297
abcd,hbn,attn,64,27,0.0,-0.0144929769464901,-0.0094976197272978,0.0,-0.004995357219192299
abcd,hbn,attn,64,27,1.0,0.37893722290916476,-0.0094976197272978,0.0,0.38843484263646255
abcd,hbn,attn,64,36,0.0,-0.016350850752805353,-0.0094976197272978,0.0,-0.006853231025507552
abcd,hbn,attn,64,36,1.0,0.328286667787999,-0.0094976197272978,0.0,0.33778428751529677
abcd,hbn,attn,64,48,0.0,-0.01319414569533355,-0.0094976197272978,0.0,-0.0036965259680357496
abcd,hbn,attn,64,48,1.0,0.28519527721195204,-0.0094976197272978,0.0,0.2946928969392498
abcd,hbn,attn,64,64,0.0,-0.0131632649075623,-0.0094976197272978,0.0,-0.0036656451802645
abcd,hbn,attn,64,64,1.0,0.2461042410746696,-0.0094976197272978,0.0,0.2556018608019674
abcd,hbn,attn,64,85,0.0,-0.0116174693867561,-0.0094976197272978,0.0,-0.0021198496594582988
abcd,hbn,attn,64,85,1.0,0.2129598520241092,-0.0094976197272978,0.0,0.22245747175140698
abcd,hbn,attn,64,114,0.0,-0.00921643005930065,-0.0094976197272978,0.0,0.00028118966799715005
abcd,hbn,attn,64,114,1.0,0.184027994769906,-0.0094976197272978,0.0,0.1935256144972038
abcd,hbn,attn,64,153,0.0,-0.0102487646483416,-0.0094976197272978,0.0,-0.000751144921043799
abcd,hbn,attn,64,153,1.0,0.1602653946071755,-0.0094976197272978,0.0,0.1697630143344733
abcd,hbn,attn,64,204,0.0,-0.0132396222428502,-0.0094976197272978,0.0,-0.003742002515552399
abcd,hbn,attn,64,204,1.0,0.1410616033562542,-0.0094976197272978,0.0,0.150559223083552
abcd,hbn,attn,64,273,0.0,-0.0122973849142443,-0.0094976197272978,0.0,-0.002799765186946499
abcd,hbn,attn,64,273,1.0,0.1227462658897353,-0.0094976197272978,0.0,0.1322438856170331
abcd,hbn,attn,64,365,0.0,-0.0140763418024671,-0.0094976197272978,0.0,-0.0045787220751693
abcd,hbn,attn,64,365,1.0,0.1083355042633874,-0.0094976197272978,0.0,0.1178331239906852
abcd,hbn,attn,64,488,0.0,-0.0148072175926791,-0.0094976197272978,0.0,-0.005309597865381299
abcd,hbn,attn,64,488,1.0,0.0974426223302181,-0.0094976197272978,0.0,0.1069402420575159
abcd,hbn,attn,64,652,0.0,-0.0160643579589268,-0.0094976197272978,0.0,-0.006566738231629
abcd,hbn,attn,64,652,1.0,0.0868451920316689,-0.0094976197272978,0.0,0.09634281175896671
abcd,hbn,attn,64,872,0.0,-0.0180448812041512,-0.0094976197272978,0.0,-0.008547261476853401
abcd,hbn,attn,64,872,1.0,0.0787104588328071,-0.0094976197272978,0.0,0.0882080785601049
abcd,hbn,attn,64,1150,0.0,-0.0184263643618475,-0.0094976197272978,0.0,-0.0089287446345497
abcd,hbn,attn,64,1150,1.0,0.0709796371639317,-0.0094976197272978,0.0,0.0804772568912295
abcd,hbn,attn,85,20,0.0,-0.0197155035300991,-0.0094976197272978,0.0,-0.010217883802801298
abcd,hbn,attn,85,20,1.0,0.4367878986848776,-0.0094976197272978,0.0,0.4462855184121754
abcd,hbn,attn,85,27,0.0,-0.0151247027250868,-0.0094976197272978,0.0,-0.005627082997788999
abcd,hbn,attn,85,27,1.0,0.3823791244108646,-0.0094976197272978,0.0,0.39187674413816237
abcd,hbn,attn,85,36,0.0,-0.015415663592252549,-0.0094976197272978,0.0,-0.005918043864954748
abcd,hbn,attn,85,36,1.0,0.3316316404424533,-0.0094976197272978,0.0,0.3411292601697511
abcd,hbn,attn,85,48,0.0,-0.0136938741843424,-0.0094976197272978,0.0,-0.0041962544570446
abcd,hbn,attn,85,48,1.0,0.2813688673684239,-0.0094976197272978,0.0,0.2908664870957217
abcd,hbn,attn,85,64,0.0,-0.01166802054020975,-0.0094976197272978,0.0,-0.002170400812911949
abcd,hbn,attn,85,64,1.0,0.2466912198170089,-0.0094976197272978,0.0,0.2561888395443067
abcd,hbn,attn,85,85,0.0,-0.0108424783536998,-0.0094976197272978,0.0,-0.0013448586264019988
abcd,hbn,attn,85,85,1.0,0.21557054812231213,-0.0094976197272978,0.0,0.22506816784960992
abcd,hbn,attn,85,114,0.0,-0.0084458336885091,-0.0094976197272978,0.0,0.0010517860387887004
abcd,hbn,attn,85,114,1.0,0.1833510653747588,-0.0094976197272978,0.0,0.19284868510205658
abcd,hbn,attn,85,153,0.0,-0.00743227762240815,-0.0094976197272978,0.0,0.0020653421048896503
abcd,hbn,attn,85,153,1.0,0.16096313805411472,-0.0094976197272978,0.0,0.1704607577814125
abcd,hbn,attn,85,204,0.0,-0.0098539010296455,-0.0094976197272978,0.0,-0.0003562813023476989
abcd,hbn,attn,85,204,1.0,0.1435699555148926,-0.0094976197272978,0.0,0.1530675752421904
abcd,hbn,attn,85,273,0.0,-0.0080522916294896,-0.0094976197272978,0.0,0.0014453280978082
abcd,hbn,attn,85,273,1.0,0.12115288034843065,-0.0094976197272978,0.0,0.13065050007572845
abcd,hbn,attn,85,365,0.0,-0.0077882890001087,-0.0094976197272978,0.0,0.0017093307271891008
abcd,hbn,attn,85,365,1.0,0.1066101155314514,-0.0094976197272978,0.0,0.1161077352587492
abcd,hbn,attn,85,488,0.0,-0.0086504600601648,-0.0094976197272978,0.0,0.000847159667133
abcd,hbn,attn,85,488,1.0,0.0924294500794247,-0.0094976197272978,0.0,0.1019270698067225
abcd,hbn,attn,85,652,0.0,-0.0091260076537007,-0.0094976197272978,0.0,0.00037161207359710097
abcd,hbn,attn,85,652,1.0,0.0813165029727032,-0.0094976197272978,0.0,0.090814122700001
abcd,hbn,attn,85,872,0.0,-0.011041573710459551,-0.0094976197272978,0.0,-0.0015439539831617506
abcd,hbn,attn,85,872,1.0,0.07139656691772875,-0.0094976197272978,0.0,0.08089418664502655
abcd,hbn,attn,85,1150,0.0,-0.0103894296904363,-0.0094976197272978,0.0,-0.0008918099631384999
abcd,hbn,attn,85,1150,1.0,0.0672509701521433,-0.0094976197272978,0.0,0.07674858987944111
abcd,hbn,attn,114,20,0.0,-0.02020543812987085,-0.0094976197272978,0.0,-0.010707818402573049
abcd,hbn,attn,114,20,1.0,0.4386587850947301,-0.0094976197272978,0.0,0.4481564048220279
abcd,hbn,attn,114,27,0.0,-0.01804427068207145,-0.0094976197272978,0.0,-0.008546650954773648
abcd,hbn,attn,114,27,1.0,0.3818796907212413,-0.0094976197272978,0.0,0.3913773104485391
abcd,hbn,attn,114,36,0.0,-0.0189901868524417,-0.0094976197272978,0.0,-0.009492567125143899
abcd,hbn,attn,114,36,1.0,0.3264403707055503,-0.0094976197272978,0.0,0.3359379904328481
abcd,hbn,attn,114,48,0.0,-0.0144810700341091,-0.0094976197272978,0.0,-0.004983450306811299
abcd,hbn,attn,114,48,1.0,0.28432439976805535,-0.0094976197272978,0.0,0.29382201949535314
abcd,hbn,attn,114,64,0.0,-0.012756198666778549,-0.0094976197272978,0.0,-0.0032585789394807482
abcd,hbn,attn,114,64,1.0,0.2446478133877507,-0.0094976197272978,0.0,0.2541454331150485
abcd,hbn,attn,114,85,0.0,-0.0107278040628645,-0.0094976197272978,0.0,-0.0012301843355667
abcd,hbn,attn,114,85,1.0,0.2111661218053579,-0.0094976197272978,0.0,0.2206637415326557
abcd,hbn,attn,114,114,0.0,-0.00908631694124665,-0.0094976197272978,0.0,0.00041130278605115006
abcd,hbn,attn,114,114,1.0,0.1829762593972156,-0.0094976197272978,0.0,0.1924738791245134
abcd,hbn,attn,114,153,0.0,-0.0094486222623537,-0.0094976197272978,0.0,4.899746494410086e-05
abcd,hbn,attn,114,153,1.0,0.1588761681497106,-0.0094976197272978,0.0,0.16837378787700838
abcd,hbn,attn,114,204,0.0,-0.0104774291524791,-0.0094976197272978,0.0,-0.0009798094251812998
abcd,hbn,attn,114,204,1.0,0.1394302951412165,-0.0094976197272978,0.0,0.14892791486851428
abcd,hbn,attn,114,273,0.0,-0.0093852706361567,-0.0094976197272978,0.0,0.00011234909114110105
abcd,hbn,attn,114,273,1.0,0.1197135934570947,-0.0094976197272978,0.0,0.1292112131843925
abcd,hbn,attn,114,365,0.0,-0.0093387461009351,-0.0094976197272978,0.0,0.0001588736263626999
abcd,hbn,attn,114,365,1.0,0.1053864431712059,-0.0094976197272978,0.0,0.11488406289850371
abcd,hbn,attn,114,488,0.0,-0.0090188007928152,-0.0094976197272978,0.0,0.0004788189344826013
abcd,hbn,attn,114,488,1.0,0.0905396133439838,-0.0094976197272978,0.0,0.10003723307128161
abcd,hbn,attn,114,652,0.0,-0.009385044068675,-0.0094976197272978,0.0,0.00011257565862280057
abcd,hbn,attn,114,652,1.0,0.07783887858287594,-0.0094976197272978,0.0,0.08733649831017375
abcd,hbn,attn,114,872,0.0,-0.00947733082864,-0.0094976197272978,0.0,2.0288898657801202e-05
abcd,hbn,attn,114,872,1.0,0.0673867673184124,-0.0094976197272978,0.0,0.0768843870457102
abcd,hbn,attn,114,1150,0.0,-0.0092323495181199,-0.0094976197272978,0.0,0.00026527020917790044
abcd,hbn,attn,114,1150,1.0,0.0566914061745916,-0.0094976197272978,0.0,0.0661890259018894
abcd,hbn,attn,153,20,0.0,-0.01603392996149925,-0.0094976197272978,0.0,-0.00653631023420145
abcd,hbn,attn,153,20,1.0,0.44799095472400086,-0.0094976197272978,0.0,0.45748857445129865
abcd,hbn,attn,153,27,0.0,-0.0165448578727684,-0.0094976197272978,0.0,-0.007047238145470598
abcd,hbn,attn,153,27,1.0,0.3813720037565222,-0.0094976197272978,0.0,0.39086962348382
abcd,hbn,attn,153,36,0.0,-0.017497133398676,-0.0094976197272978,0.0,-0.0079995136713782
abcd,hbn,attn,153,36,1.0,0.3320959502203675,-0.0094976197272978,0.0,0.34159356994766527
abcd,hbn,attn,153,48,0.0,-0.012911685001176551,-0.0094976197272978,0.0,-0.0034140652738787504
abcd,hbn,attn,153,48,1.0,0.2853515054074598,-0.0094976197272978,0.0,0.2948491251347576
abcd,hbn,attn,153,64,0.0,-0.0092061854797191,-0.0094976197272978,0.0,0.00029143424757870073
abcd,hbn,attn,153,64,1.0,0.2471917821992593,-0.0094976197272978,0.0,0.2566894019265571
abcd,hbn,attn,153,85,0.0,-0.0105423447115183,-0.0094976197272978,0.0,-0.0010447249842204989
abcd,hbn,attn,153,85,1.0,0.2141985534784579,-0.0094976197272978,0.0,0.2236961732057557
abcd,hbn,attn,153,114,0.0,-0.010339625001475401,-0.0094976197272978,0.0,-0.0008420052741776006
abcd,hbn,attn,153,114,1.0,0.1877296742950577,-0.0094976197272978,0.0,0.1972272940223555
abcd,hbn,attn,153,153,0.0,-0.0094070233081648,-0.0094976197272978,0.0,9.059641913300095e-05
abcd,hbn,attn,153,153,1.0,0.1610395661466731,-0.0094976197272978,0.0,0.1705371858739709
abcd,hbn,attn,153,204,0.0,-0.01113845193623315,-0.0094976197272978,0.0,-0.00164083220893535
abcd,hbn,attn,153,204,1.0,0.14029188136095666,-0.0094976197272978,0.0,0.14978950108825445
abcd,hbn,attn,153,273,0.0,-0.012076733125063799,-0.0094976197272978,0.0,-0.002579113397765998
abcd,hbn,attn,153,273,1.0,0.12364502215388709,-0.0094976197272978,0.0,0.13314264188118488
abcd,hbn,attn,153,365,0.0,-0.0119074172334337,-0.0094976197272978,0.0,-0.002409797506135899
abcd,hbn,attn,153,365,1.0,0.1074355750705361,-0.0094976197272978,0.0,0.1169331947978339
abcd,hbn,attn,153,488,0.0,-0.0135439698388583,-0.0094976197272978,0.0,-0.004046350111560499
abcd,hbn,attn,153,488,1.0,0.094846438043225,-0.0094976197272978,0.0,0.1043440577705228
abcd,hbn,attn,153,652,0.0,-0.0145866131547672,-0.0094976197272978,0.0,-0.0050889934274694
abcd,hbn,attn,153,652,1.0,0.0807585416009165,-0.0094976197272978,0.0,0.0902561613282143
abcd,hbn,attn,153,872,0.0,-0.0170048453037031,-0.0094976197272978,0.0,-0.007507225576405298
abcd,hbn,attn,153,872,1.0,0.0705856554343815,-0.0094976197272978,0.0,0.0800832751616793
abcd,hbn,attn,153,1150,0.0,-0.018597011476145,-0.0094976197272978,0.0,-0.009099391748847198
abcd,hbn,attn,153,1150,1.0,0.0609142343845876,-0.0094976197272978,0.0,0.0704118541118854
abcd,hbn,attn,204,20,0.0,-0.0179738974629779,-0.0094976197272978,0.0,-0.008476277735680101
abcd,hbn,attn,204,20,1.0,0.44101046106634867,-0.0094976197272978,0.0,0.45050808079364646
abcd,hbn,attn,204,27,0.0,-0.0186327174638969,-0.0094976197272978,0.0,-0.0091350977365991
abcd,hbn,attn,204,27,1.0,0.3828355769986941,-0.0094976197272978,0.0,0.3923331967259919
abcd,hbn,attn,204,36,0.0,-0.0173934129969592,-0.0094976197272978,0.0,-0.007895793269661399
abcd,hbn,attn,204,36,1.0,0.3277537610201254,-0.0094976197272978,0.0,0.33725138074742317
abcd,hbn,attn,204,48,0.0,-0.01586418359110095,-0.0094976197272978,0.0,-0.006366563863803149
abcd,hbn,attn,204,48,1.0,0.28549144958616973,-0.0094976197272978,0.0,0.2949890693134675
abcd,hbn,attn,204,64,0.0,-0.0117640574214748,-0.0094976197272978,0.0,-0.0022664376941769985
abcd,hbn,attn,204,64,1.0,0.2409693003252586,-0.0094976197272978,0.0,0.2504669200525564
abcd,hbn,attn,204,85,0.0,-0.0089400207386404,-0.0094976197272978,0.0,0.0005575989886574002
abcd,hbn,attn,204,85,1.0,0.2121555329312672,-0.0094976197272978,0.0,0.221653152658565
abcd,hbn,attn,204,114,0.0,-0.00989716008333325,-0.0094976197272978,0.0,-0.0003995403560354497
abcd,hbn,attn,204,114,1.0,0.1814806025018467,-0.0094976197272978,0.0,0.19097822222914448
abcd,hbn,attn,204,153,0.0,-0.0085854733184455,-0.0094976197272978,0.0,0.0009121464088523001
abcd,hbn,attn,204,153,1.0,0.1607194200185351,-0.0094976197272978,0.0,0.17021703974583288
abcd,hbn,attn,204,204,0.0,-0.010977088137913,-0.0094976197272978,0.0,-0.0014794684106151992
abcd,hbn,attn,204,204,1.0,0.1396065449659555,-0.0094976197272978,0.0,0.1491041646932533
abcd,hbn,attn,204,273,0.0,-0.008157667599219699,-0.0094976197272978,0.0,0.001339952128078102
abcd,hbn,attn,204,273,1.0,0.12234613376523634,-0.0094976197272978,0.0,0.13184375349253413
abcd,hbn,attn,204,365,0.0,-0.009186138355459,-0.0094976197272978,0.0,0.00031148137183879994
abcd,hbn,attn,204,365,1.0,0.105886572372189,-0.0094976197272978,0.0,0.1153841920994868
abcd,hbn,attn,204,488,0.0,-0.00918522455631055,-0.0094976197272978,0.0,0.00031239517098725043
abcd,hbn,attn,204,488,1.0,0.0929762226679519,-0.0094976197272978,0.0,0.1024738423952497
abcd,hbn,attn,204,652,0.0,-0.00947809187310695,-0.0094976197272978,0.0,1.9527854190850083e-05
abcd,hbn,attn,204,652,1.0,0.0814779105525428,-0.0094976197272978,0.0,0.09097553027984061
