train_dataset,test_dataset,pheno,num_train,num_test,pos_rate,sig_ground_truth,r_ground_truth
hbn,abcd,attn,48,204,0.1306,0.0,0.0170527759828621
hbn,abcd,attn,48,273,0.1503,0.0,0.0170527759828621
hbn,abcd,attn,48,365,0.1709,0.0,0.0170527759828621
hbn,abcd,attn,48,488,0.2016,0.0,0.0170527759828621
hbn,abcd,attn,48,652,0.2373,0.0,0.0170527759828621
hbn,abcd,attn,48,872,0.2796,0.0,0.0170527759828621
hbn,abcd,attn,48,1165,0.3266,0.0,0.0170527759828621
hbn,abcd,attn,48,1558,0.3677,0.0,0.0170527759828621
hbn,abcd,attn,48,2083,0.4209,0.0,0.0170527759828621
hbn,abcd,attn,48,2784,0.4606,0.0,0.0170527759828621
hbn,abcd,attn,48,3722,0.4968,0.0,0.0170527759828621
hbn,abcd,attn,48,4976,0.5296,0.0,0.0170527759828621
hbn,abcd,attn,48,7975,0.57,0.0,0.0170527759828621
hbn,abcd,attn,64,20,0.0635,0.0,0.0170527759828621
hbn,abcd,attn,64,27,0.0643,0.0,0.0170527759828621
hbn,abcd,attn,64,36,0.0671,0.0,0.0170527759828621
hbn,abcd,attn,64,48,0.0742,0.0,0.0170527759828621
hbn,abcd,attn,64,64,0.0823,0.0,0.0170527759828621
hbn,abcd,attn,64,85,0.0819,0.0,0.0170527759828621
hbn,abcd,attn,64,114,0.0877,0.0,0.0170527759828621
hbn,abcd,attn,64,153,0.0993,0.0,0.0170527759828621
hbn,abcd,attn,64,204,0.1176,0.0,0.0170527759828621
hbn,abcd,attn,64,273,0.1357,0.0,0.0170527759828621
hbn,abcd,attn,64,365,0.1513,0.0,0.0170527759828621
hbn,abcd,attn,64,488,0.1799,0.0,0.0170527759828621
hbn,abcd,attn,64,652,0.2134,0.0,0.0170527759828621
hbn,abcd,attn,64,872,0.2431,0.0,0.0170527759828621
hbn,abcd,attn,64,1165,0.276,0.0,0.0170527759828621
hbn,abcd,attn,64,1558,0.3117,0.0,0.0170527759828621
hbn,abcd,attn,64,2083,0.3455,0.0,0.0170527759828621
hbn,abcd,attn,64,2784,0.3794,0.0,0.0170527759828621
hbn,abcd,attn,64,3722,0.4149,0.0,0.0170527759828621
hbn,abcd,attn,64,4976,0.4461,0.0,0.0170527759828621
hbn,abcd,attn,64,7975,0.52,0.0,0.0170527759828621
hbn,abcd,attn,85,20,0.0643,0.0,0.0170527759828621
hbn,abcd,attn,85,27,0.0678,0.0,0.0170527759828621
hbn,abcd,attn,85,36,0.0682,0.0,0.0170527759828621
hbn,abcd,attn,85,48,0.0745,0.0,0.0170527759828621
hbn,abcd,attn,85,64,0.0763,0.0,0.0170527759828621
hbn,abcd,attn,85,85,0.0772,0.0,0.0170527759828621
hbn,abcd,attn,85,114,0.0855,0.0,0.0170527759828621
hbn,abcd,attn,85,153,0.1002,0.0,0.0170527759828621
hbn,abcd,attn,85,204,0.1166,0.0,0.0170527759828621
hbn,abcd,attn,85,273,0.1271,0.0,0.0170527759828621
hbn,abcd,attn,85,365,0.14,0.0,0.0170527759828621
hbn,abcd,attn,85,488,0.1623,0.0,0.0170527759828621
hbn,abcd,attn,85,652,0.1958,0.0,0.0170527759828621
hbn,abcd,attn,85,872,0.2206,0.0,0.0170527759828621
hbn,abcd,attn,85,1165,0.2598,0.0,0.0170527759828621
hbn,abcd,attn,85,1558,0.2832,0.0,0.0170527759828621
hbn,abcd,attn,85,2083,0.3231,0.0,0.0170527759828621
hbn,abcd,attn,85,2784,0.3677,0.0,0.0170527759828621
hbn,abcd,attn,85,3722,0.4117,0.0,0.0170527759828621
hbn,abcd,attn,85,4976,0.452,0.0,0.0170527759828621
hbn,abcd,attn,85,7975,0.5,0.0,0.0170527759828621
hbn,abcd,attn,114,20,0.0582,0.0,0.0170527759828621
hbn,abcd,attn,114,27,0.0591,0.0,0.0170527759828621
hbn,abcd,attn,114,36,0.063,0.0,0.0170527759828621
hbn,abcd,attn,114,48,0.0697,0.0,0.0170527759828621
hbn,abcd,attn,114,64,0.0731,0.0,0.0170527759828621
hbn,abcd,attn,114,85,0.0711,0.0,0.0170527759828621
hbn,abcd,attn,114,114,0.0757,0.0,0.0170527759828621
hbn,abcd,attn,114,153,0.0887,0.0,0.0170527759828621
hbn,abcd,attn,114,204,0.0972,0.0,0.0170527759828621
hbn,abcd,attn,114,273,0.1085,0.0,0.0170527759828621
hbn,abcd,attn,114,365,0.1183,0.0,0.0170527759828621
hbn,abcd,attn,114,488,0.1313,0.0,0.0170527759828621
hbn,abcd,attn,114,652,0.1596,0.0,0.0170527759828621
hbn,abcd,attn,114,872,0.1845,0.0,0.0170527759828621
hbn,abcd,attn,114,1165,0.2176,0.0,0.0170527759828621
hbn,abcd,attn,114,1558,0.2448,0.0,0.0170527759828621
hbn,abcd,attn,114,2083,0.2877,0.0,0.0170527759828621
hbn,abcd,attn,114,2784,0.3323,0.0,0.0170527759828621
hbn,abcd,attn,114,3722,0.3717,0.0,0.0170527759828621
hbn,abcd,attn,114,4976,0.4128,0.0,0.0170527759828621
hbn,abcd,attn,114,7975,0.46,0.0,0.0170527759828621
hbn,abcd,attn,153,20,0.0609,0.0,0.0170527759828621
hbn,abcd,attn,153,27,0.0604,0.0,0.0170527759828621
hbn,abcd,attn,153,36,0.0612,0.0,0.0170527759828621
hbn,abcd,attn,153,48,0.0697,0.0,0.0170527759828621
hbn,abcd,attn,153,64,0.0694,0.0,0.0170527759828621
hbn,abcd,attn,153,85,0.0649,0.0,0.0170527759828621
hbn,abcd,attn,153,114,0.0699,0.0,0.0170527759828621
hbn,abcd,attn,153,153,0.0756,0.0,0.0170527759828621
hbn,abcd,attn,153,204,0.0832,0.0,0.0170527759828621
hbn,abcd,attn,153,273,0.0937,0.0,0.0170527759828621
hbn,abcd,attn,153,365,0.1002,0.0,0.0170527759828621
hbn,abcd,attn,153,488,0.1138,0.0,0.0170527759828621
hbn,abcd,attn,153,652,0.1333,0.0,0.0170527759828621
hbn,abcd,attn,153,872,0.1536,0.0,0.0170527759828621
hbn,abcd,attn,153,1165,0.1844,0.0,0.0170527759828621
hbn,abcd,attn,153,1558,0.2068,0.0,0.0170527759828621
hbn,abcd,attn,153,2083,0.248,0.0,0.0170527759828621
hbn,abcd,attn,153,2784,0.2883,0.0,0.0170527759828621
hbn,abcd,attn,153,3722,0.333,0.0,0.0170527759828621
hbn,abcd,attn,153,4976,0.3781,0.0,0.0170527759828621
hbn,abcd,attn,153,7975,0.44,0.0,0.0170527759828621
hbn,abcd,attn,204,20,0.0569,0.0,0.0170527759828621
hbn,abcd,attn,204,27,0.0575,0.0,0.0170527759828621
hbn,abcd,attn,204,36,0.0629,0.0,0.0170527759828621
hbn,abcd,attn,204,48,0.0676,0.0,0.0170527759828621
hbn,abcd,attn,204,64,0.0631,0.0,0.0170527759828621
hbn,abcd,attn,204,85,0.0611,0.0,0.0170527759828621
hbn,abcd,attn,204,114,0.0669,0.0,0.0170527759828621
hbn,abcd,attn,204,153,0.0712,0.0,0.0170527759828621
hbn,abcd,attn,204,204,0.0871,0.0,0.0170527759828621
hbn,abcd,attn,204,273,0.0928,0.0,0.0170527759828621
hbn,abcd,attn,204,365,0.0978,0.0,0.0170527759828621
hbn,abcd,attn,204,488,0.1079,0.0,0.0170527759828621
hbn,abcd,attn,204,652,0.1276,0.0,0.0170527759828621
hbn,abcd,attn,204,872,0.1492,0.0,0.0170527759828621
hbn,abcd,attn,204,1165,0.1732,0.0,0.0170527759828621
hbn,abcd,attn,204,1558,0.1893,0.0,0.0170527759828621
hbn,abcd,attn,204,2083,0.2274,0.0,0.0170527759828621
hbn,abcd,attn,204,2784,0.2607,0.0,0.0170527759828621
hbn,abcd,attn,204,3722,0.3049,0.0,0.0170527759828621
hbn,abcd,attn,204,4976,0.3538,0.0,0.0170527759828621
hbn,abcd,attn,204,7975,0.43,0.0,0.0170527759828621
hbn,abcd,attn,273,20,0.0553,0.0,0.0170527759828621
hbn,abcd,attn,273,27,0.054,0.0,0.0170527759828621
hbn,abcd,attn,273,36,0.055,0.0,0.0170527759828621
hbn,abcd,attn,273,48,0.0648,0.0,0.0170527759828621
hbn,abcd,attn,273,64,0.0589,0.0,0.0170527759828621
hbn,abcd,attn,273,85,0.0557,0.0,0.0170527759828621
hbn,abcd,attn,273,114,0.0616,0.0,0.0170527759828621
hbn,abcd,attn,273,153,0.0663,0.0,0.0170527759828621
hbn,abcd,attn,273,204,0.0711,0.0,0.0170527759828621
hbn,abcd,attn,273,273,0.0799,0.0,0.0170527759828621
hbn,abcd,attn,273,365,0.0797,0.0,0.0170527759828621
hbn,abcd,attn,273,488,0.0922,0.0,0.0170527759828621
hbn,abcd,attn,273,652,0.1118,0.0,0.0170527759828621
hbn,abcd,attn,273,872,0.1218,0.0,0.0170527759828621
hbn,abcd,attn,273,1165,0.138,0.0,0.0170527759828621
hbn,abcd,attn,273,1558,0.1555,0.0,0.0170527759828621
hbn,abcd,attn,273,2083,0.1868,0.0,0.0170527759828621
hbn,abcd,attn,273,2784,0.2174,0.0,0.0170527759828621
hbn,abcd,attn,273,3722,0.2555,0.0,0.0170527759828621
hbn,abcd,attn,273,4976,0.3013,0.0,0.0170527759828621
hbn,abcd,attn,273,7975,0.39,0.0,0.0170527759828621
hbn,abcd,attn,365,20,0.0506,0.0,0.0170527759828621
hbn,abcd,attn,365,27,0.0518,0.0,0.0170527759828621
hbn,abcd,attn,365,36,0.0562,0.0,0.0170527759828621
hbn,abcd,attn,365,48,0.0657,0.0,0.0170527759828621
hbn,abcd,attn,365,64,0.058,0.0,0.0170527759828621
hbn,abcd,attn,365,85,0.0559,0.0,0.0170527759828621
hbn,abcd,attn,365,114,0.0623,0.0,0.0170527759828621
hbn,abcd,attn,365,153,0.065,0.0,0.0170527759828621
hbn,abcd,attn,365,204,0.0753,0.0,0.0170527759828621
hbn,abcd,attn,365,273,0.0794,0.0,0.0170527759828621
hbn,abcd,attn,365,365,0.0807,0.0,0.0170527759828621
hbn,abcd,attn,365,488,0.0952,0.0,0.0170527759828621
hbn,abcd,attn,365,652,0.1114,0.0,0.0170527759828621
hbn,abcd,attn,365,872,0.1276,0.0,0.0170527759828621
hbn,abcd,attn,365,1165,0.1478,0.0,0.0170527759828621
hbn,abcd,attn,365,1558,0.1658,0.0,0.0170527759828621
hbn,abcd,attn,365,2083,0.2014,0.0,0.0170527759828621
hbn,abcd,attn,365,2784,0.2341,0.0,0.0170527759828621
hbn,abcd,attn,365,3722,0.2831,0.0,0.0170527759828621
hbn,abcd,attn,365,4976,0.335,0.0,0.0170527759828621
hbn,abcd,attn,365,7975,0.39,0.0,0.0170527759828621
hbn,abcd,attn,488,20,0.0531,0.0,0.0170527759828621
hbn,abcd,attn,488,27,0.0491,0.0,0.0170527759828621
hbn,abcd,attn,488,36,0.0546,0.0,0.0170527759828621
hbn,abcd,attn,488,48,0.0636,0.0,0.0170527759828621
hbn,abcd,attn,488,64,0.0574,0.0,0.0170527759828621
hbn,abcd,attn,488,85,0.0559,0.0,0.0170527759828621
hbn,abcd,attn,488,114,0.0618,0.0,0.0170527759828621
hbn,abcd,attn,488,153,0.065,0.0,0.0170527759828621
hbn,abcd,attn,488,204,0.0728,0.0,0.0170527759828621
hbn,abcd,attn,488,273,0.0805,0.0,0.0170527759828621
hbn,abcd,attn,488,365,0.0719,0.0,0.0170527759828621
hbn,abcd,attn,488,488,0.083,0.0,0.0170527759828621
hbn,abcd,attn,488,652,0.0989,0.0,0.0170527759828621
hbn,abcd,attn,488,872,0.1084,0.0,0.0170527759828621
hbn,abcd,attn,488,1165,0.1228,0.0,0.0170527759828621
hbn,abcd,attn,488,1558,0.1338,0.0,0.0170527759828621
hbn,abcd,attn,488,2083,0.166,0.0,0.0170527759828621
hbn,abcd,attn,488,2784,0.1946,0.0,0.0170527759828621
hbn,abcd,attn,488,3722,0.2314,0.0,0.0170527759828621
hbn,abcd,attn,488,4976,0.2929,0.0,0.0170527759828621
hbn,abcd,attn,488,7975,0.37,0.0,0.0170527759828621
hbn,abcd,attn,652,20,0.05,0.0,0.0170527759828621
hbn,abcd,attn,652,27,0.0502,0.0,0.0170527759828621
hbn,abcd,attn,652,36,0.0551,0.0,0.0170527759828621
hbn,abcd,attn,652,48,0.0682,0.0,0.0170527759828621
hbn,abcd,attn,652,64,0.0606,0.0,0.0170527759828621
hbn,abcd,attn,652,85,0.0529,0.0,0.0170527759828621
hbn,abcd,attn,652,114,0.0612,0.0,0.0170527759828621
hbn,abcd,attn,652,153,0.0615,0.0,0.0170527759828621
hbn,abcd,attn,652,204,0.0747,0.0,0.0170527759828621
hbn,abcd,attn,652,273,0.0816,0.0,0.0170527759828621
hbn,abcd,attn,652,365,0.0755,0.0,0.0170527759828621
hbn,abcd,attn,652,488,0.0832,0.0,0.0170527759828621
hbn,abcd,attn,652,652,0.0987,0.0,0.0170527759828621
hbn,abcd,attn,652,872,0.1132,0.0,0.0170527759828621
hbn,abcd,attn,652,1165,0.132,0.0,0.0170527759828621
hbn,abcd,attn,652,1558,0.1452,0.0,0.0170527759828621
hbn,abcd,attn,652,2083,0.1768,0.0,0.0170527759828621
hbn,abcd,attn,652,2784,0.2026,0.0,0.0170527759828621
hbn,abcd,attn,652,3722,0.2399,0.0,0.0170527759828621
hbn,abcd,attn,652,4976,0.2876,0.0,0.0170527759828621
hbn,abcd,attn,652,7975,0.37,0.0,0.0170527759828621
hbn,abcd,attn,872,20,0.0465,0.0,0.0170527759828621
hbn,abcd,attn,872,27,0.0495,0.0,0.0170527759828621
hbn,abcd,attn,872,36,0.0561,0.0,0.0170527759828621
hbn,abcd,attn,872,48,0.0764,0.0,0.0170527759828621
hbn,abcd,attn,872,64,0.0573,0.0,0.0170527759828621
hbn,abcd,attn,872,85,0.0553,0.0,0.0170527759828621
hbn,abcd,attn,872,114,0.0602,0.0,0.0170527759828621
hbn,abcd,attn,872,153,0.059,0.0,0.0170527759828621
hbn,abcd,attn,872,204,0.0751,0.0,0.0170527759828621
hbn,abcd,attn,872,273,0.0877,0.0,0.0170527759828621
hbn,abcd,attn,872,365,0.0757,0.0,0.0170527759828621
hbn,abcd,attn,872,488,0.0786,0.0,0.0170527759828621
hbn,abcd,attn,872,652,0.0935,0.0,0.0170527759828621
hbn,abcd,attn,872,872,0.1135,0.0,0.0170527759828621
hbn,abcd,attn,872,1165,0.1244,0.0,0.0170527759828621
hbn,abcd,attn,872,1558,0.1399,0.0,0.0170527759828621
hbn,abcd,attn,872,2083,0.1836,0.0,0.0170527759828621
hbn,abcd,attn,872,2784,0.2084,0.0,0.0170527759828621
hbn,abcd,attn,872,3722,0.2535,0.0,0.0170527759828621
hbn,abcd,attn,872,4976,0.3242,0.0,0.0170527759828621
hbn,abcd,attn,872,7975,0.44,0.0,0.0170527759828621
hbn,abcd,attn,950,20,0.0434,0.0,0.0170527759828621
hbn,abcd,attn,950,27,0.0466,0.0,0.0170527759828621
hbn,abcd,attn,950,36,0.0511,0.0,0.0170527759828621
hbn,abcd,attn,950,48,0.0768,0.0,0.0170527759828621
hbn,abcd,attn,950,64,0.0553,0.0,0.0170527759828621
hbn,abcd,attn,950,85,0.0536,0.0,0.0170527759828621
hbn,abcd,attn,950,114,0.0561,0.0,0.0170527759828621
hbn,abcd,attn,950,153,0.0547,0.0,0.0170527759828621
hbn,abcd,attn,950,204,0.0739,0.0,0.0170527759828621
hbn,abcd,attn,950,273,0.0782,0.0,0.0170527759828621
hbn,abcd,attn,950,365,0.0719,0.0,0.0170527759828621
hbn,abcd,attn,950,488,0.0697,0.0,0.0170527759828621
hbn,abcd,attn,950,652,0.0829,0.0,0.0170527759828621
hbn,abcd,attn,950,872,0.1044,0.0,0.0170527759828621
hbn,abcd,attn,950,1165,0.1099,0.0,0.0170527759828621
hbn,abcd,attn,950,1558,0.1179,0.0,0.0170527759828621
hbn,abcd,attn,950,2083,0.1543,0.0,0.0170527759828621
hbn,abcd,attn,950,2784,0.1734,0.0,0.0170527759828621
hbn,abcd,attn,950,3722,0.218,0.0,0.0170527759828621
hbn,abcd,attn,950,4976,0.2866,0.0,0.0170527759828621
hbn,abcd,attn,950,7975,0.39,0.0,0.0170527759828621
hbn,abcd,mr,20,20,0.0501,0.0,-0.0303703609138431
hbn,abcd,mr,20,27,0.0492,0.0,-0.0303703609138431
hbn,abcd,mr,20,36,0.0511,0.0,-0.0303703609138431
hbn,abcd,mr,20,48,0.0641,0.0,-0.0303703609138431
hbn,abcd,mr,20,64,0.0621,0.0,-0.0303703609138431
hbn,abcd,mr,20,85,0.0678,0.0,-0.0303703609138431
hbn,abcd,mr,20,114,0.0744,0.0,-0.0303703609138431
hbn,abcd,mr,20,153,0.0757,0.0,-0.0303703609138431
hbn,abcd,mr,20,204,0.0877,0.0,-0.0303703609138431
hbn,abcd,mr,20,273,0.109,0.0,-0.0303703609138431
hbn,abcd,mr,20,365,0.1219,0.0,-0.0303703609138431
hbn,abcd,mr,20,488,0.1402,0.0,-0.0303703609138431
hbn,abcd,mr,20,652,0.162,0.0,-0.0303703609138431
hbn,abcd,mr,20,872,0.1907,0.0,-0.0303703609138431
hbn,abcd,mr,20,1165,0.2109,0.0,-0.0303703609138431
hbn,abcd,mr,20,1558,0.2346,0.0,-0.0303703609138431
hbn,abcd,mr,20,2083,0.256,0.0,-0.0303703609138431
hbn,abcd,mr,20,2784,0.2723,0.0,-0.0303703609138431
hbn,abcd,mr,20,3722,0.2904,0.0,-0.0303703609138431
hbn,abcd,mr,20,4976,0.3036,0.0,-0.0303703609138431
hbn,abcd,mr,20,7822,0.32,0.0,-0.0303703609138431
hbn,abcd,mr,27,20,0.0477,0.0,-0.0303703609138431
hbn,abcd,mr,27,27,0.0497,0.0,-0.0303703609138431
hbn,abcd,mr,27,36,0.0523,0.0,-0.0303703609138431
hbn,abcd,mr,27,48,0.0594,0.0,-0.0303703609138431
hbn,abcd,mr,27,64,0.0558,0.0,-0.0303703609138431
hbn,abcd,mr,27,85,0.0622,0.0,-0.0303703609138431
hbn,abcd,mr,27,114,0.0687,0.0,-0.0303703609138431
hbn,abcd,mr,27,153,0.073,0.0,-0.0303703609138431
hbn,abcd,mr,27,204,0.0836,0.0,-0.0303703609138431
hbn,abcd,mr,27,273,0.0975,0.0,-0.0303703609138431
hbn,abcd,mr,27,365,0.1066,0.0,-0.0303703609138431
hbn,abcd,mr,27,488,0.1224,0.0,-0.0303703609138431
hbn,abcd,mr,27,652,0.1421,0.0,-0.0303703609138431
hbn,abcd,mr,27,872,0.1674,0.0,-0.0303703609138431
hbn,abcd,mr,27,1165,0.1895,0.0,-0.0303703609138431
hbn,abcd,mr,27,1558,0.212,0.0,-0.0303703609138431
hbn,abcd,mr,27,2083,0.2393,0.0,-0.0303703609138431
hbn,abcd,mr,27,2784,0.2583,0.0,-0.0303703609138431
hbn,abcd,mr,27,3722,0.2823,0.0,-0.0303703609138431
hbn,abcd,mr,27,4976,0.3028,0.0,-0.0303703609138431
hbn,abcd,mr,27,7822,0.32,0.0,-0.0303703609138431
hbn,abcd,mr,36,20,0.0427,0.0,-0.0303703609138431
hbn,abcd,mr,36,27,0.0455,0.0,-0.0303703609138431
hbn,abcd,mr,36,36,0.047,0.0,-0.0303703609138431
hbn,abcd,mr,36,48,0.0537,0.0,-0.0303703609138431
hbn,abcd,mr,36,64,0.0511,0.0,-0.0303703609138431
hbn,abcd,mr,36,85,0.058,0.0,-0.0303703609138431
hbn,abcd,mr,36,114,0.0619,0.0,-0.0303703609138431
hbn,abcd,mr,36,153,0.0671,0.0,-0.0303703609138431
hbn,abcd,mr,36,204,0.0769,0.0,-0.0303703609138431
hbn,abcd,mr,36,273,0.0909,0.0,-0.0303703609138431
hbn,abcd,mr,36,365,0.1024,0.0,-0.0303703609138431
hbn,abcd,mr,36,488,0.1126,0.0,-0.0303703609138431
hbn,abcd,mr,36,652,0.1261,0.0,-0.0303703609138431
hbn,abcd,mr,36,872,0.1465,0.0,-0.0303703609138431
hbn,abcd,mr,36,1165,0.1602,0.0,-0.0303703609138431
hbn,abcd,mr,36,1558,0.1749,0.0,-0.0303703609138431
hbn,abcd,mr,36,2083,0.1876,0.0,-0.0303703609138431
hbn,abcd,mr,36,2784,0.2008,0.0,-0.0303703609138431
hbn,abcd,mr,36,3722,0.2129,0.0,-0.0303703609138431
hbn,abcd,mr,36,4976,0.2227,0.0,-0.0303703609138431
hbn,abcd,mr,36,7822,0.23,0.0,-0.0303703609138431
hbn,abcd,mr,48,20,0.0396,0.0,-0.0303703609138431
hbn,abcd,mr,48,27,0.0379,0.0,-0.0303703609138431
hbn,abcd,mr,48,36,0.0386,0.0,-0.0303703609138431
hbn,abcd,mr,48,48,0.0434,0.0,-0.0303703609138431
hbn,abcd,mr,48,64,0.042,0.0,-0.0303703609138431
hbn,abcd,mr,48,85,0.0458,0.0,-0.0303703609138431
hbn,abcd,mr,48,114,0.048,0.0,-0.0303703609138431
hbn,abcd,mr,48,153,0.0542,0.0,-0.0303703609138431
hbn,abcd,mr,48,204,0.0581,0.0,-0.0303703609138431
hbn,abcd,mr,48,273,0.0683,0.0,-0.0303703609138431
hbn,abcd,mr,48,365,0.0764,0.0,-0.0303703609138431
hbn,abcd,mr,48,488,0.0837,0.0,-0.0303703609138431
hbn,abcd,mr,48,652,0.0933,0.0,-0.0303703609138431
hbn,abcd,mr,48,872,0.1042,0.0,-0.0303703609138431
hbn,abcd,mr,48,1165,0.115,0.0,-0.0303703609138431
hbn,abcd,mr,48,1558,0.1245,0.0,-0.0303703609138431
hbn,abcd,mr,48,2083,0.1435,0.0,-0.0303703609138431
hbn,abcd,mr,48,2784,0.1561,0.0,-0.0303703609138431
hbn,abcd,mr,48,3722,0.1772,0.0,-0.0303703609138431
hbn,abcd,mr,48,4976,0.1976,0.0,-0.0303703609138431
hbn,abcd,mr,48,7822,0.21,0.0,-0.0303703609138431
hbn,abcd,mr,64,20,0.0361,0.0,-0.0303703609138431
hbn,abcd,mr,64,27,0.034,0.0,-0.0303703609138431
hbn,abcd,mr,64,36,0.0335,0.0,-0.0303703609138431
hbn,abcd,mr,64,48,0.0366,0.0,-0.0303703609138431
hbn,abcd,mr,64,64,0.0327,0.0,-0.0303703609138431
hbn,abcd,mr,64,85,0.0367,0.0,-0.0303703609138431
hbn,abcd,mr,64,114,0.0378,0.0,-0.0303703609138431
hbn,abcd,mr,64,153,0.0432,0.0,-0.0303703609138431
hbn,abcd,mr,64,204,0.0473,0.0,-0.0303703609138431
hbn,abcd,mr,64,273,0.052,0.0,-0.0303703609138431
hbn,abcd,mr,64,365,0.0554,0.0,-0.0303703609138431
hbn,abcd,mr,64,488,0.0555,0.0,-0.0303703609138431
hbn,abcd,mr,64,652,0.0656,0.0,-0.0303703609138431
hbn,abcd,mr,64,872,0.073,0.0,-0.0303703609138431
hbn,abcd,mr,64,1165,0.0793,0.0,-0.0303703609138431
hbn,abcd,mr,64,1558,0.0895,0.0,-0.0303703609138431
hbn,abcd,mr,64,2083,0.1029,0.0,-0.0303703609138431
hbn,abcd,mr,64,2784,0.1116,0.0,-0.0303703609138431
hbn,abcd,mr,64,3722,0.1263,0.0,-0.0303703609138431
hbn,abcd,mr,64,4976,0.1359,0.0,-0.0303703609138431
hbn,abcd,mr,64,7822,0.14,0.0,-0.0303703609138431
hbn,abcd,mr,85,20,0.036,0.0,-0.0303703609138431
hbn,abcd,mr,85,27,0.0359,0.0,-0.0303703609138431
hbn,abcd,mr,85,36,0.0345,0.0,-0.0303703609138431
hbn,abcd,mr,85,48,0.0386,0.0,-0.0303703609138431
hbn,abcd,mr,85,64,0.0329,0.0,-0.0303703609138431
hbn,abcd,mr,85,85,0.0356,0.0,-0.0303703609138431
hbn,abcd,mr,85,114,0.0372,0.0,-0.0303703609138431
hbn,abcd,mr,85,153,0.0458,0.0,-0.0303703609138431
hbn,abcd,mr,85,204,0.0462,0.0,-0.0303703609138431
hbn,abcd,mr,85,273,0.0549,0.0,-0.0303703609138431
hbn,abcd,mr,85,365,0.056,0.0,-0.0303703609138431
hbn,abcd,mr,85,488,0.06,0.0,-0.0303703609138431
hbn,abcd,mr,85,652,0.0667,0.0,-0.0303703609138431
hbn,abcd,mr,85,872,0.0764,0.0,-0.0303703609138431
hbn,abcd,mr,85,1165,0.0814,0.0,-0.0303703609138431
hbn,abcd,mr,85,1558,0.0873,0.0,-0.0303703609138431
hbn,abcd,mr,85,2083,0.0987,0.0,-0.0303703609138431
hbn,abcd,mr,85,2784,0.1006,0.0,-0.0303703609138431
hbn,abcd,mr,85,3722,0.1112,0.0,-0.0303703609138431
hbn,abcd,mr,85,4976,0.1123,0.0,-0.0303703609138431
hbn,abcd,mr,85,7822,0.1,0.0,-0.0303703609138431
hbn,abcd,mr,114,20,0.0357,0.0,-0.0303703609138431
hbn,abcd,mr,114,27,0.0368,0.0,-0.0303703609138431
hbn,abcd,mr,114,36,0.0316,0.0,-0.0303703609138431
hbn,abcd,mr,114,48,0.0348,0.0,-0.0303703609138431
hbn,abcd,mr,114,64,0.0271,0.0,-0.0303703609138431
hbn,abcd,mr,114,85,0.0282,0.0,-0.0303703609138431
hbn,abcd,mr,114,114,0.0288,0.0,-0.0303703609138431
hbn,abcd,mr,114,153,0.0385,0.0,-0.0303703609138431
hbn,abcd,mr,114,204,0.0391,0.0,-0.0303703609138431
hbn,abcd,mr,114,273,0.0469,0.0,-0.0303703609138431
hbn,abcd,mr,114,365,0.0444,0.0,-0.0303703609138431
hbn,abcd,mr,114,488,0.0489,0.0,-0.0303703609138431
hbn,abcd,mr,114,652,0.052,0.0,-0.0303703609138431
hbn,abcd,mr,114,872,0.061,0.0,-0.0303703609138431
hbn,abcd,mr,114,1165,0.0663,0.0,-0.0303703609138431
hbn,abcd,mr,114,1558,0.0724,0.0,-0.0303703609138431
hbn,abcd,mr,114,2083,0.0826,0.0,-0.0303703609138431
hbn,abcd,mr,114,2784,0.0868,0.0,-0.0303703609138431
hbn,abcd,mr,114,3722,0.0958,0.0,-0.0303703609138431
hbn,abcd,mr,114,4976,0.1025,0.0,-0.0303703609138431
hbn,abcd,mr,114,7822,0.11,0.0,-0.0303703609138431
hbn,abcd,mr,153,20,0.0326,0.0,-0.0303703609138431
hbn,abcd,mr,153,27,0.031,0.0,-0.0303703609138431
hbn,abcd,mr,153,36,0.0261,0.0,-0.0303703609138431
hbn,abcd,mr,153,48,0.0287,0.0,-0.0303703609138431
hbn,abcd,mr,153,64,0.0215,0.0,-0.0303703609138431
hbn,abcd,mr,153,85,0.0243,0.0,-0.0303703609138431
hbn,abcd,mr,153,114,0.0229,0.0,-0.0303703609138431
hbn,abcd,mr,153,153,0.0316,0.0,-0.0303703609138431
hbn,abcd,mr,153,204,0.0356,0.0,-0.0303703609138431
hbn,abcd,mr,153,273,0.0439,0.0,-0.0303703609138431
hbn,abcd,mr,153,365,0.0381,0.0,-0.0303703609138431
hbn,abcd,mr,153,488,0.0415,0.0,-0.0303703609138431
hbn,abcd,mr,153,652,0.0436,0.0,-0.0303703609138431
hbn,abcd,mr,153,872,0.049,0.0,-0.0303703609138431
hbn,abcd,mr,153,1165,0.0508,0.0,-0.0303703609138431
hbn,abcd,mr,153,1558,0.057,0.0,-0.0303703609138431
hbn,abcd,mr,153,2083,0.0665,0.0,-0.0303703609138431
hbn,abcd,mr,153,2784,0.0696,0.0,-0.0303703609138431
hbn,abcd,mr,153,3722,0.0778,0.0,-0.0303703609138431
hbn,abcd,mr,153,4976,0.0871,0.0,-0.0303703609138431
hbn,abcd,mr,153,7822,0.1,0.0,-0.0303703609138431
hbn,abcd,mr,204,20,0.0345,0.0,-0.0303703609138431
hbn,abcd,mr,204,27,0.0331,0.0,-0.0303703609138431
hbn,abcd,mr,204,36,0.0265,0.0,-0.0303703609138431
