pheno,r_internal_external_diff,mae_internal_external_diff,mae_internal_external_diff,mae_internal,mae_external,train_dataset,test_dataset,num_train
age,-0.0239287605753796,-10.305413305490216,-10.305413305490216,3.011069554318849,13.316482859809064,hcp_sc,chcp_sc,174
age,-0.008734192708082,-10.489499980581508,-10.489499980581508,2.91616484806441,13.405664828645918,hcp_sc,chcp_sc,455
age,0.084392877592212,-10.605105576862575,-10.605105576862575,2.921593269858967,13.526698846721542,hcp_sc,chcp_sc,20
age,-0.0051490676781068,-10.555000074923068,-10.555000074923068,3.014749793876628,13.569749868799695,hcp_sc,chcp_sc,41
age,0.022739292571329,-10.51383367297201,-10.51383367297201,3.07337566510839,13.5872093380804,hcp_sc,chcp_sc,32
age,0.0224530890229075,-10.403979809075242,-10.403979809075242,3.1308478340498462,13.534827643125087,hcp_sc,chcp_sc,85
age,-0.0083084229643357,-10.356536968174256,-10.356536968174256,3.0786373048319065,13.435174273006163,hcp_sc,chcp_sc,358
age,0.0690020815742741,-10.249777432644125,-10.249777432644125,3.0423758331379074,13.29215326578203,hcp_sc,chcp_sc,174
age,0.0329950866762255,-10.31486320642444,-10.31486320642444,3.186783572037907,13.501646778462346,hcp_sc,chcp_sc,41
age,0.1084309398456426,-9.760854149665722,-9.760854149665722,3.501051703324677,13.2619058529904,hcp_sc,chcp_sc,20
age,0.1673719208796401,-10.585171329565618,-10.585171329565618,3.0354376236725544,13.620608953238174,hcp_sc,chcp_sc,52
age,0.1571354032828583,-9.895932516024017,-9.895932516024017,3.637355330574017,13.533287846598032,hcp_sc,chcp_sc,41
age,0.2200919818810752,-10.998427243319702,-10.998427243319702,2.7573037123203044,13.755730955640006,hcp_sc,chcp_sc,137
age,-0.1013322075841847,-10.616395918848642,-10.616395918848642,3.492528149695836,14.10892406854448,hcp_sc,chcp_sc,32
age,0.1051398889208301,-10.112058490567753,-10.112058490567753,3.014643854370762,13.126702344938517,hcp_sc,chcp_sc,358
age,0.038812878333011,-10.148341380436174,-10.148341380436174,3.591256781817396,13.73959816225357,hcp_sc,chcp_sc,32
age,0.048966528751971,-10.212819119507191,-10.212819119507191,2.9589315517270247,13.171750671234216,hcp_sc,chcp_sc,578
age,-0.1168874836183216,-10.2229753523818,-10.2229753523818,3.4567951977956266,13.679770550177428,hcp_sc,chcp_sc,137
age,0.1715869071545255,-10.321168905626788,-10.321168905626788,3.0172182109810577,13.338387116607846,hcp_sc,chcp_sc,281
age,-0.1364294133616231,-10.421960945061045,-10.421960945061045,3.1578331196640392,13.579794064725084,hcp_sc,chcp_sc,52
age,0.1133163732041638,-9.994845590899224,-9.994845590899224,3.177111620108396,13.17195721100762,hcp_sc,chcp_sc,221
age,0.1144090630252347,-10.591017434943264,-10.591017434943264,3.1764040537760927,13.767421488719355,hcp_sc,chcp_sc,108
age,-0.0413501025065348,-10.173698147741352,-10.173698147741352,2.9381420826922606,13.111840230433614,hcp_sc,chcp_sc,865
age,0.0952467242766096,-9.825654396049252,-9.825654396049252,3.341697211717316,13.167351607766568,hcp_sc,chcp_sc,67
age,-0.0503774904036583,-9.966115876198383,-9.966115876198383,3.101073977549526,13.06718985374791,hcp_sc,chcp_sc,865
age,-0.1264684031623058,-9.893119148486829,-9.893119148486829,3.298338343070449,13.191457491557276,hcp_sc,chcp_sc,865
age,-0.1168648983636083,-10.497501742117436,-10.497501742117436,3.162728134425425,13.660229876542862,hcp_sc,chcp_sc,108
age,0.2069898975440823,-10.501556936534724,-10.501556936534724,3.0400674795870044,13.541624416121726,hcp_sc,chcp_sc,20
age,-0.0844410688420765,-10.30578129426484,-10.30578129426484,2.8873649042680523,13.193146198532892,hcp_sc,chcp_sc,221
age,0.0933452982538763,-10.007388436097155,-10.007388436097155,2.96476862129321,12.972157057390367,hcp_sc,chcp_sc,735
age,0.2009219692609866,-10.488783794508702,-10.488783794508702,2.90430333244779,13.393087126956493,hcp_sc,chcp_sc,174
age,-0.0249117719168456,-10.156441218916813,-10.156441218916813,3.0722992007574144,13.228740419674226,hcp_sc,chcp_sc,174
age,0.00152222199713,-10.057241018147668,-10.057241018147668,3.0673613583855674,13.124602376533236,hcp_sc,chcp_sc,578
age,0.0452629813823418,-10.162462380781818,-10.162462380781818,3.2557979090890274,13.418260289870846,hcp_sc,chcp_sc,25
age,-0.0692385405826559,-10.399300202558564,-10.399300202558564,2.7444697738380657,13.14376997639663,hcp_sc,chcp_sc,735
age,0.0585470034536978,-10.11733690160398,-10.11733690160398,3.181649547020962,13.29898644862494,hcp_sc,chcp_sc,85
age,0.0718445848850713,-9.923900733909322,-9.923900733909322,3.17970786971984,13.103608603629162,hcp_sc,chcp_sc,455
age,-0.0906776198123439,-9.568322140474717,-9.568322140474717,3.4346737880053,13.002995928480017,hcp_sc,chcp_sc,67
age,0.257055095753702,-10.757151567458584,-10.757151567458584,3.3213360887348897,14.078487656193474,hcp_sc,chcp_sc,32
age,0.1615081838580497,-10.763137864056924,-10.763137864056924,2.98123239912648,13.744370263183404,hcp_sc,chcp_sc,32
age,-0.0740599861694397,-10.14942162494944,-10.14942162494944,3.329463272258219,13.478884897207658,hcp_sc,chcp_sc,281
age,-0.0210260704787432,-9.983503394932717,-9.983503394932717,3.114148122584485,13.0976515175172,hcp_sc,chcp_sc,455
age,0.012623882418252,-10.95406783609192,-10.95406783609192,3.006912781392156,13.960980617484076,hcp_sc,chcp_sc,41
age,0.0977010858506306,-9.584494575984866,-9.584494575984866,3.5088323339664047,13.093326909951273,hcp_sc,chcp_sc,20
age,0.074152198266377,-10.641866853401988,-10.641866853401988,2.973635241838752,13.61550209524074,hcp_sc,chcp_sc,174
age,0.2460105173073739,-10.464342883243644,-10.464342883243644,2.820588919083852,13.284931802327495,hcp_sc,chcp_sc,221
age,0.0547768951832344,-10.2953608620431,-10.2953608620431,3.3377395973310287,13.633100459374129,hcp_sc,chcp_sc,108
age,0.0890370256393605,-9.979763838504482,-9.979763838504482,2.9699497712452283,12.94971360974971,hcp_sc,chcp_sc,221
age,-0.0902594675118641,-10.33537138021768,-10.33537138021768,3.224951589975615,13.560322970193296,hcp_sc,chcp_sc,32
age,-0.1094499593228628,-10.430123810811557,-10.430123810811557,2.94554815332769,13.375671964139244,hcp_sc,chcp_sc,578
age,-0.0345099221533283,-9.869963799632288,-9.869963799632288,3.201056546007382,13.07102034563967,hcp_sc,chcp_sc,20
age,0.0548187676611596,-10.120176842448815,-10.120176842448815,2.949951560967617,13.070128403416437,hcp_sc,chcp_sc,865
age,-0.0724779835410057,-9.999803842011904,-9.999803842011904,3.06062030289542,13.060424144907325,hcp_sc,chcp_sc,455
age,0.138074514417149,-10.370176409408357,-10.370176409408357,3.094833979802829,13.465010389211184,hcp_sc,chcp_sc,174
age,0.0091926534407114,-10.589492147298015,-10.589492147298015,2.9196213650984646,13.50911351239648,hcp_sc,chcp_sc,174
age,-0.0857934257253615,-10.040601564321149,-10.040601564321149,3.006497631636057,13.047099195957204,hcp_sc,chcp_sc,358
age,0.004131247564048,-10.188918237942646,-10.188918237942646,3.117469209756457,13.306387447699104,hcp_sc,chcp_sc,85
age,0.0404575742074245,-10.3685799721163,-10.3685799721163,3.0905453995018983,13.459125371618198,hcp_sc,chcp_sc,108
age,0.1461052594201694,-11.06860400248086,-11.06860400248086,2.766936507610208,13.835540510091068,hcp_sc,chcp_sc,85
age,-0.0430706791074202,-10.332964390734931,-10.332964390734931,2.9221897239923926,13.255154114727324,hcp_sc,chcp_sc,865
age,-0.0354038281646783,-10.091464489812452,-10.091464489812452,3.1005490717339304,13.192013561546382,hcp_sc,chcp_sc,281
age,0.1017978708166473,-10.58971913746798,-10.58971913746798,2.689212410129292,13.278931547597272,hcp_sc,chcp_sc,455
age,0.0764565528107132,-10.322012310766322,-10.322012310766322,2.9455064182823967,13.26751872904872,hcp_sc,chcp_sc,358
age,-0.0585288525909955,-10.790886187654932,-10.790886187654932,3.60912063125461,14.400006818909542,hcp_sc,chcp_sc,25
age,0.1349170667785969,-9.615051644610787,-9.615051644610787,3.677184932270751,13.292236576881535,hcp_sc,chcp_sc,32
age,-0.0849934395770691,-9.8535837253201,-9.8535837253201,3.1276615745476577,12.981245299867757,hcp_sc,chcp_sc,358
age,0.1244429164455461,-10.134617801330364,-10.134617801330364,3.211245869234218,13.34586367056458,hcp_sc,chcp_sc,174
age,-0.0571942140785413,-10.244714688970875,-10.244714688970875,3.019272251594826,13.2639869405657,hcp_sc,chcp_sc,221
age,-0.027334397688849,-9.985196139441811,-9.985196139441811,3.1223797116060483,13.10757585104786,hcp_sc,chcp_sc,281
age,0.0772734417877248,-10.055648897354072,-10.055648897354072,3.199941517596797,13.25559041495087,hcp_sc,chcp_sc,281
age,0.2821344068817452,-10.202961004276794,-10.202961004276794,3.144682782546293,13.347643786823088,hcp_sc,chcp_sc,108
age,-0.1093312445130814,-11.337694234507168,-11.337694234507168,3.0215179142758823,14.35921214878305,hcp_sc,chcp_sc,32
age,0.0576962189124528,-10.199569554848756,-10.199569554848756,3.0022907946015867,13.201860349450344,hcp_sc,chcp_sc,735
age,-0.0521387559734876,-10.072312670343123,-10.072312670343123,3.191264165099581,13.263576835442704,hcp_sc,chcp_sc,358
age,0.0024493514722947,-10.77524218202872,-10.77524218202872,3.575435353066963,14.350677535095684,hcp_sc,chcp_sc,20
age,0.0149162429845097,-10.334659685116394,-10.334659685116394,3.101554406569844,13.436214091686235,hcp_sc,chcp_sc,67
age,-0.1254562174651649,-10.210881344287923,-10.210881344287923,2.804803955691515,13.015685299979438,hcp_sc,chcp_sc,865
age,0.0481412218973104,-10.362379415003277,-10.362379415003277,2.9509647181839256,13.3133441331872,hcp_sc,chcp_sc,578
age,-0.0511918746366568,-10.011854926701767,-10.011854926701767,3.134435888490834,13.146290815192602,hcp_sc,chcp_sc,358
age,0.0415419901688971,-10.363213404635731,-10.363213404635731,2.912937619205388,13.27615102384112,hcp_sc,chcp_sc,865
age,0.2225844471895596,-10.20966398742198,-10.20966398742198,3.0744299922661384,13.284093979688118,hcp_sc,chcp_sc,85
age,-0.0306058147251617,-10.243417797228393,-10.243417797228393,2.9412467080051026,13.184664505233496,hcp_sc,chcp_sc,358
age,0.0764840413009421,-10.618556420912816,-10.618556420912816,2.912437144873609,13.530993565786426,hcp_sc,chcp_sc,221
age,0.0150737017266245,-10.058436653263158,-10.058436653263158,2.95999343541611,13.018430088679269,hcp_sc,chcp_sc,865
age,0.0737548209662657,-10.168249739196586,-10.168249739196586,3.075208498907448,13.243458238104036,hcp_sc,chcp_sc,174
age,0.1950504678835734,-11.025634936031745,-11.025634936031745,3.21273713588956,14.238372071921304,hcp_sc,chcp_sc,20
age,0.2717017447891838,-10.827988565761874,-10.827988565761874,2.905616579701138,13.733605145463011,hcp_sc,chcp_sc,578
age,0.0560563309756488,-10.53968665594754,-10.53968665594754,2.9665862598498767,13.506272915797418,hcp_sc,chcp_sc,108
age,-0.0216990486434172,-10.246218308291793,-10.246218308291793,3.237262038990017,13.483480347281809,hcp_sc,chcp_sc,85
age,0.1045366407715912,-9.794938513670264,-9.794938513670264,3.2805305079611524,13.075469021631417,hcp_sc,chcp_sc,174
age,0.2381936509638876,-9.479175176492005,-9.479175176492005,3.632027025888676,13.111202202380678,hcp_sc,chcp_sc,25
age,0.1671502718766442,-10.385609678218067,-10.385609678218067,2.978110605000554,13.363720283218624,hcp_sc,chcp_sc,455
age,0.2415466572660897,-10.075921509958906,-10.075921509958906,3.237861627743837,13.313783137702744,hcp_sc,chcp_sc,41
age,-0.149199436225568,-9.89124292185673,-9.89124292185673,3.186171627331277,13.077414549188006,hcp_sc,chcp_sc,735
age,0.0013114827384949,-9.990280757659052,-9.990280757659052,3.1968781022225863,13.187158859881638,hcp_sc,chcp_sc,455
age,-0.1088521222372573,-10.076355473482105,-10.076355473482105,3.114638296572844,13.190993770054948,hcp_sc,chcp_sc,85
age,0.0340141877027003,-10.165563567531802,-10.165563567531802,3.1111704368837563,13.276734004415555,hcp_sc,chcp_sc,455
age,-0.0643407956831726,-10.295057566651868,-10.295057566651868,3.266556070208614,13.56161363686048,hcp_sc,chcp_sc,137
age,0.1551719212556569,-10.947578409836147,-10.947578409836147,2.997286462728718,13.944864872564867,hcp_sc,chcp_sc,137
age,0.1501105339597412,-10.351898442125483,-10.351898442125483,3.1622583999649256,13.514156842090411,hcp_sc,chcp_sc,108
age,0.045141394740124,-10.620885428071364,-10.620885428071364,2.7466871015545333,13.367572529625896,hcp_sc,chcp_sc,735
age,0.125529938648002,-10.821198734876708,-10.821198734876708,3.266690816815857,14.087889551692564,hcp_sc,chcp_sc,52
