pheno,r_internal_external_diff,mae_internal_external_diff,mae_internal_external_diff,mae_internal,mae_external,train_dataset,test_dataset,num_train
age,-0.2714381141573357,-9.647021095451835,-9.647021095451835,3.399038162423396,13.046059257875232,hcp,chcp,85
age,-0.3050916379310741,-9.085795682248104,-9.085795682248104,3.471394863696686,12.557190545944788,hcp,chcp,52
age,0.1704452109589679,-10.675438653358787,-10.675438653358787,3.262953804216251,13.938392457575038,hcp,chcp,41
age,-0.3589669559994398,-9.247998013015302,-9.247998013015302,3.0378882346457576,12.28588624766106,hcp,chcp,578
age,-0.3210024416105572,-9.540402430400338,-9.540402430400338,2.9076326245609034,12.448035054961242,hcp,chcp,735
age,0.0076641120671636,-10.893540901399444,-10.893540901399444,3.037492333601568,13.931033235001012,hcp,chcp,20
age,-0.1034240789277158,-9.793103862856372,-9.793103862856372,3.0694313875173616,12.862535250373735,hcp,chcp,85
age,-0.059552833725219,-9.532443466292746,-9.532443466292746,3.090889003032926,12.623332469325671,hcp,chcp,281
age,-0.0645690310897159,-9.521935196126588,-9.521935196126588,3.15760200564499,12.679537201771575,hcp,chcp,281
age,-0.3927727802126958,-8.788711624623271,-8.788711624623271,3.27438744186561,12.06309906648888,hcp,chcp,578
age,0.23262595024023,-9.84431313475308,-9.84431313475308,3.408535674972716,13.252848809725796,hcp,chcp,52
age,0.0276009804707927,-10.010701832781011,-10.010701832781011,3.2052514427293715,13.215953275510383,hcp,chcp,85
age,-0.3954266108982102,-9.606477879901202,-9.606477879901202,3.193033041191576,12.79951092109278,hcp,chcp,137
age,-0.3128422504719424,-9.25764327640281,-9.25764327640281,2.985114265022166,12.242757541424975,hcp,chcp,281
age,-0.2858911553810931,-9.880312264439413,-9.880312264439413,2.906652214520397,12.78696447895981,hcp,chcp,137
age,-0.1276769886128547,-9.95825484214773,-9.95825484214773,3.4890611472463,13.44731598939403,hcp,chcp,67
age,-0.4590875576781124,-9.35954720665719,-9.35954720665719,3.154723263985064,12.514270470642254,hcp,chcp,108
age,0.1491889573432497,-10.410190023292502,-10.410190023292502,2.9984753458347253,13.408665369127228,hcp,chcp,25
age,-0.453109261299779,-10.509295017072368,-10.509295017072368,3.144429855824788,13.653724872897156,hcp,chcp,52
age,0.0701386479724974,-10.615761694423014,-10.615761694423014,3.3831378016524574,13.998899496075472,hcp,chcp,32
age,-0.4109467574547879,-9.122739095696986,-9.122739095696986,3.172796421060352,12.295535516757337,hcp,chcp,455
age,-0.1135148734350124,-10.049221908997248,-10.049221908997248,3.2463851136580484,13.295607022655297,hcp,chcp,281
age,-0.346501231073816,-9.67932287244266,-9.67932287244266,3.1861144577163807,12.86543733015904,hcp,chcp,137
age,0.0781466971074792,-10.500892434306415,-10.500892434306415,3.126785851320178,13.627678285626592,hcp,chcp,20
age,-0.2169971142841645,-9.332580269947544,-9.332580269947544,3.004036032581636,12.336616302529182,hcp,chcp,281
age,-0.479158085326399,-10.378989184362169,-10.378989184362169,3.310289874124375,13.689279058486544,hcp,chcp,32
age,-0.3368425680740601,-9.556491613130373,-9.556491613130373,3.0180846262865826,12.574576239416954,hcp,chcp,455
age,-0.2829067768646514,-9.85033837682229,-9.85033837682229,3.242832828223446,13.093171205045737,hcp,chcp,85
age,-0.1196438130793896,-10.596995440716944,-10.596995440716944,3.349731733001144,13.94672717371809,hcp,chcp,25
age,-0.3682601063593497,-9.082404192282468,-9.082404192282468,2.908829203804931,11.9912333960874,hcp,chcp,108
age,-0.1930485470552037,-9.35820179234213,-9.35820179234213,2.8798254918817308,12.23802728422386,hcp,chcp,455
age,-0.203996324788899,-9.662579001858838,-9.662579001858838,3.3762936124157874,13.038872614274624,hcp,chcp,281
age,-0.1588706194286433,-10.291899050725492,-10.291899050725492,3.129854561293697,13.42175361201919,hcp,chcp,52
age,-0.0362083462902074,-10.232968491350118,-10.232968491350118,3.144294633524104,13.377263124874222,hcp,chcp,85
age,-0.4497136846099575,-8.420719705983306,-8.420719705983306,3.322250958419728,11.742970664403034,hcp,chcp,578
age,-0.6017325304078379,-9.168990416109516,-9.168990416109516,3.36899878370575,12.537989199815268,hcp,chcp,221
age,-0.2346394866661506,-9.5758921371281,-9.5758921371281,3.1470747047639307,12.722966841892031,hcp,chcp,174
age,-0.314662690316216,-9.145790231305396,-9.145790231305396,3.2703247398844373,12.416114971189833,hcp,chcp,578
age,-0.4476593617304524,-8.800643539311553,-8.800643539311553,3.3645112187675914,12.165154758079144,hcp,chcp,578
age,-0.251107918763694,-9.789039034257245,-9.789039034257245,3.266982867731349,13.056021901988592,hcp,chcp,32
age,0.0520860526457441,-9.950921339664056,-9.950921339664056,3.236342400872874,13.18726374053693,hcp,chcp,20
age,-0.0064258197770596,-10.393908983314024,-10.393908983314024,3.116190138888572,13.510099122202597,hcp,chcp,32
age,-0.2945678038574621,-9.16597792351952,-9.16597792351952,3.2211700007950244,12.387147924314544,hcp,chcp,889
age,-0.2886182830650802,-9.151259509129082,-9.151259509129082,3.084334261815336,12.235593770944416,hcp,chcp,735
age,-0.6092440859694865,-9.344163891821012,-9.344163891821012,3.3699110266293326,12.714074918450343,hcp,chcp,137
age,0.4045698083558938,-11.155432668282874,-11.155432668282874,2.80657280680603,13.962005475088905,hcp,chcp,52
age,-0.2354072206880176,-9.297054654529566,-9.297054654529566,3.058894644116501,12.355949298646069,hcp,chcp,358
age,0.4919123368432672,-10.626445450273732,-10.626445450273732,3.039867175954224,13.666312626227954,hcp,chcp,25
age,-0.3644137255107391,-9.093620646510947,-9.093620646510947,3.31036992058467,12.403990567095615,hcp,chcp,221
age,-0.3755841959157103,-8.895307946389096,-8.895307946389096,3.1291725996533666,12.024480546042463,hcp,chcp,455
age,-0.5070724803786458,-9.288701416954249,-9.288701416954249,2.979266824636287,12.267968241590536,hcp,chcp,889
age,-0.5796359015361086,-9.524969030696482,-9.524969030696482,3.344345398639785,12.869314429336267,hcp,chcp,85
age,-0.1420606618871149,-9.683283520969574,-9.683283520969574,3.2877767454283613,12.971060266397936,hcp,chcp,67
age,-0.240688463469941,-9.185972337281918,-9.185972337281918,2.7875583675999884,11.973530704881906,hcp,chcp,578
age,-0.0037249101615798,-10.524243193915147,-10.524243193915147,3.24105431281058,13.765297506725728,hcp,chcp,85
age,-0.2621235345003133,-9.517234875637849,-9.517234875637849,3.2872941281660166,12.804529003803864,hcp,chcp,108
age,-0.0437103739803982,-10.670809220948458,-10.670809220948458,2.944491844650184,13.615301065598642,hcp,chcp,25
age,-0.3283190867961327,-10.482521488531209,-10.482521488531209,3.5753004414978644,14.057821930029071,hcp,chcp,25
age,-0.2666156395175993,-9.568406711725942,-9.568406711725942,3.014306984956041,12.582713696681983,hcp,chcp,221
age,-0.4861310655363093,-9.12763491901079,-9.12763491901079,3.2054063205702383,12.333041239581028,hcp,chcp,358
age,-0.3841573221259333,-9.580759885862664,-9.580759885862664,3.146928735073763,12.727688620936428,hcp,chcp,52
age,-0.1049883694867139,-9.581298762899452,-9.581298762899452,3.0263723001956984,12.60767106309515,hcp,chcp,174
age,0.000163695488098,-10.19252010864599,-10.19252010864599,2.97189032668097,13.16441043532696,hcp,chcp,32
age,-0.157611153425732,-9.579284620720838,-9.579284620720838,3.221160357789576,12.800444978510413,hcp,chcp,221
age,-0.3095483455151336,-8.985519821744447,-8.985519821744447,3.208933259409884,12.19445308115433,hcp,chcp,358
age,-0.3786316097251259,-9.183586392593254,-9.183586392593254,3.343885492953763,12.527471885547016,hcp,chcp,281
age,-0.3335848255118928,-9.07256997922078,-9.07256997922078,3.087877206327498,12.160447185548277,hcp,chcp,735
age,-0.6055545713386876,-9.279668418418234,-9.279668418418234,3.3470334512987923,12.626701869717026,hcp,chcp,108
age,-0.1740753108355823,-9.746570132614426,-9.746570132614426,3.2134824604172123,12.96005259303164,hcp,chcp,221
age,-0.3331543756843923,-9.45145127523497,-9.45145127523497,2.955135197507296,12.406586472742266,hcp,chcp,455
age,-0.3140295488375401,-9.549303469060089,-9.549303469060089,2.7987735254675377,12.348076994527627,hcp,chcp,455
age,-0.331004971540321,-9.018885043955166,-9.018885043955166,3.151596825481372,12.170481869436538,hcp,chcp,358
age,-0.3153342659053731,-9.025948819098392,-9.025948819098392,3.047387359024086,12.073336178122478,hcp,chcp,358
age,-0.3641327600775128,-8.993075319725616,-8.993075319725616,3.356677319434454,12.34975263916007,hcp,chcp,358
age,-0.3901254563327786,-9.19006836990622,-9.19006836990622,3.106873312143015,12.296941682049235,hcp,chcp,889
age,-0.3281474273762805,-8.968287090567621,-8.968287090567621,3.358473515782729,12.32676060635035,hcp,chcp,578
age,-0.3222838049401251,-9.4842367747483,-9.4842367747483,2.817982967890279,12.302219742638576,hcp,chcp,174
age,-0.2459739614221965,-9.988008340809172,-9.988008340809172,3.4233369520654686,13.41134529287464,hcp,chcp,52
age,-0.282204175075236,-8.570313803640293,-8.570313803640293,3.326424975874282,11.896738779514576,hcp,chcp,889
age,-0.3476103002037957,-9.29593517221833,-9.29593517221833,3.531164176197517,12.827099348415848,hcp,chcp,137
age,-0.3249660969521188,-9.052024602775044,-9.052024602775044,3.054792461433572,12.106817064208617,hcp,chcp,455
age,-0.3055060243094065,-9.050153070808124,-9.050153070808124,3.1951185514135507,12.245271622221674,hcp,chcp,889
age,0.0404469987359911,-10.519254134512906,-10.519254134512906,3.132046342644429,13.651300477157337,hcp,chcp,52
age,-0.3491286782162449,-9.135871487576775,-9.135871487576775,3.1665031391611023,12.30237462673788,hcp,chcp,735
age,-0.4547651969765129,-10.659898528831343,-10.659898528831343,3.0760035971533166,13.73590212598466,hcp,chcp,32
age,-0.4088139796275764,-9.572513714551476,-9.572513714551476,3.3343444763868573,12.906858190938332,hcp,chcp,108
age,-0.3515437078052736,-8.620429818923323,-8.620429818923323,3.2349342712446765,11.855364090168,hcp,chcp,889
age,-0.448403461216991,-10.50056860546838,-10.50056860546838,3.0661032550155505,13.56667186048393,hcp,chcp,41
age,-0.2592788266259733,-9.30322312286847,-9.30322312286847,3.299180896469784,12.602404019338254,hcp,chcp,281
age,-0.0345640010148841,-10.293114785967944,-10.293114785967944,3.355210306525445,13.648325092493389,hcp,chcp,221
age,-0.4632955131142885,-8.917628131509963,-8.917628131509963,3.400996616334993,12.318624747844956,hcp,chcp,221
age,-0.4359098445960667,-9.144839254369264,-9.144839254369264,2.88010542813838,12.024944682507645,hcp,chcp,889
age,-0.3549818072236929,-8.895201609252233,-8.895201609252233,3.0442039934472342,11.939405602699468,hcp,chcp,578
age,0.0061343362996847,-10.36994457028708,-10.36994457028708,3.264208886926984,13.634153457214063,hcp,chcp,20
age,-0.1035231152432284,-9.887959140835685,-9.887959140835685,3.1873212251250247,13.075280365960708,hcp,chcp,137
age,-0.2220968203484,-9.776649603412446,-9.776649603412446,2.937498541267997,12.714148144680443,hcp,chcp,174
age,-0.0723380428793759,-10.721322207875138,-10.721322207875138,2.8909230877252345,13.612245295600372,hcp,chcp,25
age,-0.0299170779603615,-9.872696242410754,-9.872696242410754,3.3580592788627808,13.230755521273537,hcp,chcp,41
age,0.2970403607444127,-10.563386120605903,-10.563386120605903,3.1947755366517487,13.758161657257654,hcp,chcp,20
age,-0.2343733288461141,-9.794012867133304,-9.794012867133304,3.175309673679723,12.969322540813026,hcp,chcp,67
age,-0.2972963516454873,-8.816839096060916,-8.816839096060916,3.282599591255007,12.099438687315924,hcp,chcp,578
age,-0.3335808313766339,-9.452611894454098,-9.452611894454098,3.057013210938737,12.509625105392836,hcp,chcp,735
age,-0.270288586555043,-9.49376416006271,-9.49376416006271,3.1899787126344776,12.683742872697188,hcp,chcp,85
age,-0.292957618425042,-8.770009649377458,-8.770009649377458,3.218275851038699,11.988285500416158,hcp,chcp,735
age,-0.2187952680716353,-9.966170922800275,-9.966170922800275,3.251809001814806,13.21797992461508,hcp,chcp,52
age,-0.3724528247194087,-9.327044569800371,-9.327044569800371,3.0849656143086386,12.41201018410901,hcp,chcp,735
age,-0.1400525475740084,-10.215952447092937,-10.215952447092937,3.049717370516764,13.2656698176097,hcp,chcp,137
age,-0.4178156268210848,-9.193271020212595,-9.193271020212595,3.552777405620195,12.74604842583279,hcp,chcp,52
age,-0.3126840900101871,-9.483251043458848,-9.483251043458848,3.1452499988177345,12.628501042276582,hcp,chcp,137
age,-0.3251717121090993,-9.473528906637124,-9.473528906637124,2.937164592920864,12.410693499557986,hcp,chcp,174
age,-0.2888713698920919,-9.455605339563473,-9.455605339563473,2.845977228451169,12.301582568014643,hcp,chcp,578
age,-0.4346090741456968,-9.043018224573316,-9.043018224573316,3.035514537517942,12.078532762091257,hcp,chcp,137
age,-0.2839606688607671,-10.416731437788108,-10.416731437788108,3.1516945301194266,13.568425967907531,hcp,chcp,67
age,-0.4041602076941114,-9.752689294345505,-9.752689294345505,2.965378610018351,12.718067904363856,hcp,chcp,85
age,-0.4251349267446108,-9.218355481129006,-9.218355481129006,3.025280033441203,12.24363551457021,hcp,chcp,735
age,-0.4347068563544829,-9.12480023502102,-9.12480023502102,2.9471436364291868,12.071943871450207,hcp,chcp,358
age,-0.0757781186485903,-10.036357174031329,-10.036357174031329,3.0848359124957723,13.1211930865271,hcp,chcp,85
age,-0.418589058700763,-9.273863539595862,-9.273863539595862,3.4019079326522874,12.67577147224815,hcp,chcp,67
age,-0.3919528211377274,-9.055907127213333,-9.055907127213333,3.3860555255003404,12.441962652713674,hcp,chcp,358
age,-0.1934285455632143,-9.826667543564607,-9.826667543564607,3.147690628081892,12.9743581716465,hcp,chcp,32
age,-0.4120713125771382,-9.364215502088191,-9.364215502088191,3.064439982750624,12.428655484838815,hcp,chcp,85
age,-0.3037797995950346,-8.819277778372808,-8.819277778372808,3.0894234545977817,11.90870123297059,hcp,chcp,735
age,-0.2358636300731285,-9.096922431177813,-9.096922431177813,2.9498149755588137,12.046737406736629,hcp,chcp,735
age,-0.5376514564774059,-10.273053169859685,-10.273053169859685,3.101566219986057,13.37461938984574,hcp,chcp,20
age,-0.464206096010301,-10.54985195120934,-10.54985195120934,2.9411991641015063,13.491051115310848,hcp,chcp,32
age,-0.0959298408347605,-9.360480526646564,-9.360480526646564,3.1526735996353303,12.513154126281895,hcp,chcp,174
age,-0.1743389280779615,-9.87763038455802,-9.87763038455802,2.9363539031730537,12.813984287731074,hcp,chcp,221
