train_dataset,test_dataset,pheno,num_train,num_test,r_pos_rate,r_sig_ground_truth,r_ground_truth,mae_pos_rate,mae_sig_ground_truth,mae_ground_truth
hcp,chcp,shape,25,108,0.1696,0.0,-0.0383791841001436,0.0588,0.0,4.289613965331729
hcp,chcp,shape,25,137,0.1829,0.0,-0.0383791841001436,0.0599,0.0,4.289613965331729
hcp,chcp,shape,25,174,0.2088,0.0,-0.0383791841001436,0.0572,0.0,4.289613965331729
hcp,chcp,shape,25,221,0.2409,0.0,-0.0383791841001436,0.0484,0.0,4.289613965331729
hcp,chcp,shape,25,265,0.24,0.0,-0.0383791841001436,0.049,0.0,4.289613965331729
hcp,chcp,shape,32,20,0.0715,0.0,-0.0383791841001436,0.0502,0.0,4.289613965331729
hcp,chcp,shape,32,25,0.0779,0.0,-0.0383791841001436,0.05,0.0,4.289613965331729
hcp,chcp,shape,32,32,0.0867,0.0,-0.0383791841001436,0.0544,0.0,4.289613965331729
hcp,chcp,shape,32,41,0.0864,0.0,-0.0383791841001436,0.0516,0.0,4.289613965331729
hcp,chcp,shape,32,52,0.0948,0.0,-0.0383791841001436,0.0505,0.0,4.289613965331729
hcp,chcp,shape,32,67,0.1083,0.0,-0.0383791841001436,0.0565,0.0,4.289613965331729
hcp,chcp,shape,32,85,0.1214,0.0,-0.0383791841001436,0.0453,0.0,4.289613965331729
hcp,chcp,shape,32,108,0.1456,0.0,-0.0383791841001436,0.0473,0.0,4.289613965331729
hcp,chcp,shape,32,137,0.1534,0.0,-0.0383791841001436,0.0447,0.0,4.289613965331729
hcp,chcp,shape,32,174,0.1757,0.0,-0.0383791841001436,0.0406,0.0,4.289613965331729
hcp,chcp,shape,32,221,0.2051,0.0,-0.0383791841001436,0.0289,0.0,4.289613965331729
hcp,chcp,shape,32,265,0.24,0.0,-0.0383791841001436,0.0236,0.0,4.289613965331729
hcp,chcp,shape,41,20,0.0772,0.0,-0.0383791841001436,0.0525,0.0,4.289613965331729
hcp,chcp,shape,41,25,0.083,0.0,-0.0383791841001436,0.0519,0.0,4.289613965331729
hcp,chcp,shape,41,32,0.0929,0.0,-0.0383791841001436,0.0529,0.0,4.289613965331729
hcp,chcp,shape,41,41,0.0914,0.0,-0.0383791841001436,0.0509,0.0,4.289613965331729
hcp,chcp,shape,41,52,0.1034,0.0,-0.0383791841001436,0.0544,0.0,4.289613965331729
hcp,chcp,shape,41,67,0.12,0.0,-0.0383791841001436,0.0562,0.0,4.289613965331729
hcp,chcp,shape,41,85,0.1328,0.0,-0.0383791841001436,0.0495,0.0,4.289613965331729
hcp,chcp,shape,41,108,0.1614,0.0,-0.0383791841001436,0.0521,0.0,4.289613965331729
hcp,chcp,shape,41,137,0.1743,0.0,-0.0383791841001436,0.0502,0.0,4.289613965331729
hcp,chcp,shape,41,174,0.1967,0.0,-0.0383791841001436,0.0486,0.0,4.289613965331729
hcp,chcp,shape,41,221,0.2256,0.0,-0.0383791841001436,0.0395,0.0,4.289613965331729
hcp,chcp,shape,41,265,0.24,0.0,-0.0383791841001436,0.0441,0.0,4.289613965331729
hcp,chcp,shape,52,20,0.0723,0.0,-0.0383791841001436,0.0535,0.0,4.289613965331729
hcp,chcp,shape,52,25,0.0756,0.0,-0.0383791841001436,0.0549,0.0,4.289613965331729
hcp,chcp,shape,52,32,0.0803,0.0,-0.0383791841001436,0.0569,0.0,4.289613965331729
hcp,chcp,shape,52,41,0.0739,0.0,-0.0383791841001436,0.053,0.0,4.289613965331729
hcp,chcp,shape,52,52,0.0788,0.0,-0.0383791841001436,0.054,0.0,4.289613965331729
hcp,chcp,shape,52,67,0.0927,0.0,-0.0383791841001436,0.0612,0.0,4.289613965331729
hcp,chcp,shape,52,85,0.1024,0.0,-0.0383791841001436,0.056,0.0,4.289613965331729
hcp,chcp,shape,52,108,0.1223,0.0,-0.0383791841001436,0.0568,0.0,4.289613965331729
hcp,chcp,shape,52,137,0.1319,0.0,-0.0383791841001436,0.0569,0.0,4.289613965331729
hcp,chcp,shape,52,174,0.1548,0.0,-0.0383791841001436,0.0564,0.0,4.289613965331729
hcp,chcp,shape,52,221,0.1909,0.0,-0.0383791841001436,0.0467,0.0,4.289613965331729
hcp,chcp,shape,52,265,0.24,0.0,-0.0383791841001436,0.0443,0.0,4.289613965331729
hcp,chcp,shape,67,20,0.0687,0.0,-0.0383791841001436,0.0485,0.0,4.289613965331729
hcp,chcp,shape,67,25,0.0729,0.0,-0.0383791841001436,0.0536,0.0,4.289613965331729
hcp,chcp,shape,67,32,0.0779,0.0,-0.0383791841001436,0.0513,0.0,4.289613965331729
hcp,chcp,shape,67,41,0.0758,0.0,-0.0383791841001436,0.0474,0.0,4.289613965331729
hcp,chcp,shape,67,52,0.0842,0.0,-0.0383791841001436,0.0499,0.0,4.289613965331729
hcp,chcp,shape,67,67,0.0991,0.0,-0.0383791841001436,0.0542,0.0,4.289613965331729
hcp,chcp,shape,67,85,0.1136,0.0,-0.0383791841001436,0.0513,0.0,4.289613965331729
hcp,chcp,shape,67,108,0.1286,0.0,-0.0383791841001436,0.0497,0.0,4.289613965331729
hcp,chcp,shape,67,137,0.1397,0.0,-0.0383791841001436,0.0492,0.0,4.289613965331729
hcp,chcp,shape,67,174,0.161,0.0,-0.0383791841001436,0.0463,0.0,4.289613965331729
hcp,chcp,shape,67,221,0.1938,0.0,-0.0383791841001436,0.0345,0.0,4.289613965331729
hcp,chcp,shape,67,265,0.24,0.0,-0.0383791841001436,0.0346,0.0,4.289613965331729
hcp,chcp,shape,85,20,0.0726,0.0,-0.0383791841001436,0.0509,0.0,4.289613965331729
hcp,chcp,shape,85,25,0.0743,0.0,-0.0383791841001436,0.0506,0.0,4.289613965331729
hcp,chcp,shape,85,32,0.0765,0.0,-0.0383791841001436,0.0545,0.0,4.289613965331729
hcp,chcp,shape,85,41,0.076,0.0,-0.0383791841001436,0.0501,0.0,4.289613965331729
hcp,chcp,shape,85,52,0.0841,0.0,-0.0383791841001436,0.0493,0.0,4.289613965331729
hcp,chcp,shape,85,67,0.0994,0.0,-0.0383791841001436,0.054,0.0,4.289613965331729
hcp,chcp,shape,85,85,0.1113,0.0,-0.0383791841001436,0.049,0.0,4.289613965331729
hcp,chcp,shape,85,108,0.1294,0.0,-0.0383791841001436,0.0465,0.0,4.289613965331729
hcp,chcp,shape,85,137,0.1443,0.0,-0.0383791841001436,0.0487,0.0,4.289613965331729
hcp,chcp,shape,85,174,0.1725,0.0,-0.0383791841001436,0.0495,0.0,4.289613965331729
hcp,chcp,shape,85,221,0.2218,0.0,-0.0383791841001436,0.0346,0.0,4.289613965331729
hcp,chcp,shape,85,265,0.26,0.0,-0.0383791841001436,0.0248,0.0,4.289613965331729
hcp,chcp,shape,108,20,0.0671,0.0,-0.0383791841001436,0.0559,0.0,4.289613965331729
hcp,chcp,shape,108,25,0.066,0.0,-0.0383791841001436,0.0536,0.0,4.289613965331729
hcp,chcp,shape,108,32,0.0693,0.0,-0.0383791841001436,0.0563,0.0,4.289613965331729
hcp,chcp,shape,108,41,0.0671,0.0,-0.0383791841001436,0.0528,0.0,4.289613965331729
hcp,chcp,shape,108,52,0.0723,0.0,-0.0383791841001436,0.0568,0.0,4.289613965331729
hcp,chcp,shape,108,67,0.0839,0.0,-0.0383791841001436,0.0627,0.0,4.289613965331729
hcp,chcp,shape,108,85,0.092,0.0,-0.0383791841001436,0.059,0.0,4.289613965331729
hcp,chcp,shape,108,108,0.1045,0.0,-0.0383791841001436,0.0617,0.0,4.289613965331729
hcp,chcp,shape,108,137,0.1132,0.0,-0.0383791841001436,0.0676,0.0,4.289613965331729
hcp,chcp,shape,108,174,0.1283,0.0,-0.0383791841001436,0.0717,0.0,4.289613965331729
hcp,chcp,shape,108,221,0.1496,0.0,-0.0383791841001436,0.0659,0.0,4.289613965331729
hcp,chcp,shape,108,265,0.17,0.0,-0.0383791841001436,0.0636,0.0,4.289613965331729
hcp,chcp,shape,137,20,0.0616,0.0,-0.0383791841001436,0.0548,0.0,4.289613965331729
hcp,chcp,shape,137,25,0.06,0.0,-0.0383791841001436,0.0514,0.0,4.289613965331729
hcp,chcp,shape,137,32,0.0611,0.0,-0.0383791841001436,0.0536,0.0,4.289613965331729
hcp,chcp,shape,137,41,0.0556,0.0,-0.0383791841001436,0.0467,0.0,4.289613965331729
hcp,chcp,shape,137,52,0.0597,0.0,-0.0383791841001436,0.0469,0.0,4.289613965331729
hcp,chcp,shape,137,67,0.0655,0.0,-0.0383791841001436,0.0512,0.0,4.289613965331729
hcp,chcp,shape,137,85,0.0738,0.0,-0.0383791841001436,0.0468,0.0,4.289613965331729
hcp,chcp,shape,137,108,0.0803,0.0,-0.0383791841001436,0.0465,0.0,4.289613965331729
hcp,chcp,shape,137,137,0.0841,0.0,-0.0383791841001436,0.0456,0.0,4.289613965331729
hcp,chcp,shape,137,174,0.0927,0.0,-0.0383791841001436,0.0461,0.0,4.289613965331729
hcp,chcp,shape,137,221,0.1073,0.0,-0.0383791841001436,0.0376,0.0,4.289613965331729
hcp,chcp,shape,137,265,0.11,0.0,-0.0383791841001436,0.0338,0.0,4.289613965331729
hcp,chcp,shape,174,20,0.057,0.0,-0.0383791841001436,0.047,0.0,4.289613965331729
hcp,chcp,shape,174,25,0.0546,0.0,-0.0383791841001436,0.0451,0.0,4.289613965331729
hcp,chcp,shape,174,32,0.0535,0.0,-0.0383791841001436,0.0458,0.0,4.289613965331729
hcp,chcp,shape,174,41,0.0494,0.0,-0.0383791841001436,0.0453,0.0,4.289613965331729
hcp,chcp,shape,174,52,0.0532,0.0,-0.0383791841001436,0.0449,0.0,4.289613965331729
hcp,chcp,shape,174,67,0.0606,0.0,-0.0383791841001436,0.0489,0.0,4.289613965331729
hcp,chcp,shape,174,85,0.0681,0.0,-0.0383791841001436,0.0435,0.0,4.289613965331729
hcp,chcp,shape,174,108,0.0757,0.0,-0.0383791841001436,0.0443,0.0,4.289613965331729
hcp,chcp,shape,174,137,0.0775,0.0,-0.0383791841001436,0.0449,0.0,4.289613965331729
hcp,chcp,shape,174,174,0.0839,0.0,-0.0383791841001436,0.0431,0.0,4.289613965331729
hcp,chcp,shape,174,221,0.104,0.0,-0.0383791841001436,0.0347,0.0,4.289613965331729
hcp,chcp,shape,174,265,0.12,0.0,-0.0383791841001436,0.0376,0.0,4.289613965331729
hcp,chcp,shape,221,20,0.0548,0.0,-0.0383791841001436,0.0503,0.0,4.289613965331729
hcp,chcp,shape,221,25,0.0495,0.0,-0.0383791841001436,0.0451,0.0,4.289613965331729
hcp,chcp,shape,221,32,0.0503,0.0,-0.0383791841001436,0.047,0.0,4.289613965331729
hcp,chcp,shape,221,41,0.0482,0.0,-0.0383791841001436,0.0435,0.0,4.289613965331729
hcp,chcp,shape,221,52,0.0492,0.0,-0.0383791841001436,0.0464,0.0,4.289613965331729
hcp,chcp,shape,221,67,0.0537,0.0,-0.0383791841001436,0.0492,0.0,4.289613965331729
hcp,chcp,shape,221,85,0.0554,0.0,-0.0383791841001436,0.0489,0.0,4.289613965331729
hcp,chcp,shape,221,108,0.0571,0.0,-0.0383791841001436,0.0458,0.0,4.289613965331729
hcp,chcp,shape,221,137,0.0591,0.0,-0.0383791841001436,0.0473,0.0,4.289613965331729
hcp,chcp,shape,221,174,0.0591,0.0,-0.0383791841001436,0.0453,0.0,4.289613965331729
hcp,chcp,shape,221,221,0.0599,0.0,-0.0383791841001436,0.0364,0.0,4.289613965331729
hcp,chcp,shape,221,265,0.05,0.0,-0.0383791841001436,0.0339,0.0,4.289613965331729
hcp,chcp,shape,281,20,0.0437,0.0,-0.0383791841001436,0.0464,0.0,4.289613965331729
hcp,chcp,shape,281,25,0.0422,0.0,-0.0383791841001436,0.0428,0.0,4.289613965331729
hcp,chcp,shape,281,32,0.0432,0.0,-0.0383791841001436,0.0446,0.0,4.289613965331729
hcp,chcp,shape,281,41,0.0372,0.0,-0.0383791841001436,0.0406,0.0,4.289613965331729
hcp,chcp,shape,281,52,0.0398,0.0,-0.0383791841001436,0.0428,0.0,4.289613965331729
hcp,chcp,shape,281,67,0.0421,0.0,-0.0383791841001436,0.0437,0.0,4.289613965331729
hcp,chcp,shape,281,85,0.0413,0.0,-0.0383791841001436,0.0355,0.0,4.289613965331729
hcp,chcp,shape,281,108,0.0429,0.0,-0.0383791841001436,0.0369,0.0,4.289613965331729
hcp,chcp,shape,281,137,0.0452,0.0,-0.0383791841001436,0.0363,0.0,4.289613965331729
hcp,chcp,shape,281,174,0.0449,0.0,-0.0383791841001436,0.0348,0.0,4.289613965331729
hcp,chcp,shape,281,221,0.0433,0.0,-0.0383791841001436,0.0303,0.0,4.289613965331729
hcp,chcp,shape,281,265,0.04,0.0,-0.0383791841001436,0.0287,0.0,4.289613965331729
hcp,chcp,shape,358,20,0.0419,0.0,-0.0383791841001436,0.0476,0.0,4.289613965331729
hcp,chcp,shape,358,25,0.0368,0.0,-0.0383791841001436,0.0441,0.0,4.289613965331729
hcp,chcp,shape,358,32,0.0351,0.0,-0.0383791841001436,0.046,0.0,4.289613965331729
hcp,chcp,shape,358,41,0.0308,0.0,-0.0383791841001436,0.0397,0.0,4.289613965331729
hcp,chcp,shape,358,52,0.0319,0.0,-0.0383791841001436,0.0458,0.0,4.289613965331729
hcp,chcp,shape,358,67,0.0291,0.0,-0.0383791841001436,0.0436,0.0,4.289613965331729
hcp,chcp,shape,358,85,0.0312,0.0,-0.0383791841001436,0.0402,0.0,4.289613965331729
hcp,chcp,shape,358,108,0.0343,0.0,-0.0383791841001436,0.0392,0.0,4.289613965331729
hcp,chcp,shape,358,137,0.034,0.0,-0.0383791841001436,0.0389,0.0,4.289613965331729
hcp,chcp,shape,358,174,0.0339,0.0,-0.0383791841001436,0.0393,0.0,4.289613965331729
hcp,chcp,shape,358,221,0.0323,0.0,-0.0383791841001436,0.0355,0.0,4.289613965331729
hcp,chcp,shape,358,265,0.04,0.0,-0.0383791841001436,0.0304,0.0,4.289613965331729
hcp,chcp,shape,455,20,0.0419,0.0,-0.0383791841001436,0.0461,0.0,4.289613965331729
hcp,chcp,shape,455,25,0.0396,0.0,-0.0383791841001436,0.0435,0.0,4.289613965331729
hcp,chcp,shape,455,32,0.0377,0.0,-0.0383791841001436,0.0457,0.0,4.289613965331729
hcp,chcp,shape,455,41,0.0352,0.0,-0.0383791841001436,0.0405,0.0,4.289613965331729
hcp,chcp,shape,455,52,0.0345,0.0,-0.0383791841001436,0.0464,0.0,4.289613965331729
hcp,chcp,shape,455,67,0.0387,0.0,-0.0383791841001436,0.0448,0.0,4.289613965331729
hcp,chcp,shape,455,85,0.0418,0.0,-0.0383791841001436,0.0428,0.0,4.289613965331729
hcp,chcp,shape,455,108,0.049,0.0,-0.0383791841001436,0.0425,0.0,4.289613965331729
hcp,chcp,shape,455,137,0.0517,0.0,-0.0383791841001436,0.0449,0.0,4.289613965331729
hcp,chcp,shape,455,174,0.0581,0.0,-0.0383791841001436,0.0465,0.0,4.289613965331729
hcp,chcp,shape,455,221,0.0648,0.0,-0.0383791841001436,0.0425,0.0,4.289613965331729
hcp,chcp,shape,455,265,0.08,0.0,-0.0383791841001436,0.044,0.0,4.289613965331729
hcp,chcp,shape,578,20,0.0367,0.0,-0.0383791841001436,0.0426,0.0,4.289613965331729
hcp,chcp,shape,578,25,0.0329,0.0,-0.0383791841001436,0.0418,0.0,4.289613965331729
hcp,chcp,shape,578,32,0.0303,0.0,-0.0383791841001436,0.0426,0.0,4.289613965331729
hcp,chcp,shape,578,41,0.029,0.0,-0.0383791841001436,0.0366,0.0,4.289613965331729
hcp,chcp,shape,578,52,0.0282,0.0,-0.0383791841001436,0.0432,0.0,4.289613965331729
hcp,chcp,shape,578,67,0.032,0.0,-0.0383791841001436,0.0387,0.0,4.289613965331729
hcp,chcp,shape,578,85,0.0345,0.0,-0.0383791841001436,0.0345,0.0,4.289613965331729
hcp,chcp,shape,578,108,0.038,0.0,-0.0383791841001436,0.0349,0.0,4.289613965331729
hcp,chcp,shape,578,137,0.039,0.0,-0.0383791841001436,0.0339,0.0,4.289613965331729
hcp,chcp,shape,578,174,0.0424,0.0,-0.0383791841001436,0.0324,0.0,4.289613965331729
hcp,chcp,shape,578,221,0.0483,0.0,-0.0383791841001436,0.0291,0.0,4.289613965331729
hcp,chcp,shape,578,265,0.04,0.0,-0.0383791841001436,0.0251,0.0,4.289613965331729
hcp,chcp,shape,735,20,0.0242,0.0,-0.0383791841001436,0.0412,0.0,4.289613965331729
hcp,chcp,shape,735,25,0.0205,0.0,-0.0383791841001436,0.0329,0.0,4.289613965331729
hcp,chcp,shape,735,32,0.0163,0.0,-0.0383791841001436,0.0324,0.0,4.289613965331729
hcp,chcp,shape,735,41,0.0143,0.0,-0.0383791841001436,0.0309,0.0,4.289613965331729
hcp,chcp,shape,735,52,0.012,0.0,-0.0383791841001436,0.0365,0.0,4.289613965331729
hcp,chcp,shape,735,67,0.0119,0.0,-0.0383791841001436,0.0296,0.0,4.289613965331729
hcp,chcp,shape,735,85,0.0108,0.0,-0.0383791841001436,0.0209,0.0,4.289613965331729
hcp,chcp,shape,735,108,0.0115,0.0,-0.0383791841001436,0.0183,0.0,4.289613965331729
hcp,chcp,shape,735,137,0.011,0.0,-0.0383791841001436,0.0169,0.0,4.289613965331729
hcp,chcp,shape,735,174,0.0114,0.0,-0.0383791841001436,0.0159,0.0,4.289613965331729
hcp,chcp,shape,735,221,0.0098,0.0,-0.0383791841001436,0.0116,0.0,4.289613965331729
hcp,chcp,shape,735,265,0.01,0.0,-0.0383791841001436,0.0074,0.0,4.289613965331729
hcp,chcp,shape,843,20,0.017,0.0,-0.0383791841001436,0.0295,0.0,4.289613965331729
hcp,chcp,shape,843,25,0.012,0.0,-0.0383791841001436,0.0235,0.0,4.289613965331729
hcp,chcp,shape,843,32,0.0083,0.0,-0.0383791841001436,0.0233,0.0,4.289613965331729
hcp,chcp,shape,843,41,0.0072,0.0,-0.0383791841001436,0.0247,0.0,4.289613965331729
hcp,chcp,shape,843,52,0.0035,0.0,-0.0383791841001436,0.0279,0.0,4.289613965331729
hcp,chcp,shape,843,67,0.002,0.0,-0.0383791841001436,0.0199,0.0,4.289613965331729
hcp,chcp,shape,843,85,0.0018,0.0,-0.0383791841001436,0.0097,0.0,4.289613965331729
hcp,chcp,shape,843,108,0.0011,0.0,-0.0383791841001436,0.0073,0.0,4.289613965331729
hcp,chcp,shape,843,137,0.001,0.0,-0.0383791841001436,0.0073,0.0,4.289613965331729
hcp,chcp,shape,843,174,0.0004,0.0,-0.0383791841001436,0.0054,0.0,4.289613965331729
hcp,chcp,shape,843,221,0.0,0.0,-0.0383791841001436,0.003,0.0,4.289613965331729
hcp,chcp,shape,843,265,0.0,0.0,-0.0383791841001436,0.0017,0.0,4.289613965331729
chcp,hcp,shape,20,20,0.0591,0.0,0.0224913055351394,0.1071,0.0,5.122422335903096
chcp,hcp,shape,20,25,0.068,0.0,0.0224913055351394,0.0901,0.0,5.122422335903096
chcp,hcp,shape,20,32,0.0614,0.0,0.0224913055351394,0.0874,0.0,5.122422335903096
chcp,hcp,shape,20,41,0.0517,0.0,0.0224913055351394,0.0635,0.0,5.122422335903096
chcp,hcp,shape,20,52,0.0486,0.0,0.0224913055351394,0.0514,0.0,5.122422335903096
chcp,hcp,shape,20,67,0.0482,0.0,0.0224913055351394,0.0493,0.0,5.122422335903096
chcp,hcp,shape,20,85,0.0625,0.0,0.0224913055351394,0.0582,0.0,5.122422335903096
chcp,hcp,shape,20,108,0.0698,0.0,0.0224913055351394,0.0665,0.0,5.122422335903096
chcp,hcp,shape,20,137,0.0716,0.0,0.0224913055351394,0.0765,0.0,5.122422335903096
chcp,hcp,shape,20,174,0.0875,0.0,0.0224913055351394,0.0937,0.0,5.122422335903096
chcp,hcp,shape,20,221,0.0986,0.0,0.0224913055351394,0.1039,0.0,5.122422335903096
chcp,hcp,shape,20,281,0.1073,0.0,0.0224913055351394,0.1218,0.0,5.122422335903096
chcp,hcp,shape,20,358,0.1306,0.0,0.0224913055351394,0.1387,0.0,5.122422335903096
chcp,hcp,shape,20,455,0.1519,0.0,0.0224913055351394,0.1598,0.0,5.122422335903096
chcp,hcp,shape,20,578,0.1729,0.0,0.0224913055351394,0.1902,0.0,5.122422335903096
chcp,hcp,shape,20,735,0.202,0.0,0.0224913055351394,0.2187,0.0,5.122422335903096
chcp,hcp,shape,20,935,0.2458,0.0,0.0224913055351394,0.2805,0.0,5.122422335903096
chcp,hcp,shape,20,1043,0.25,0.0,0.0224913055351394,0.3004,0.0,5.122422335903096
chcp,hcp,shape,25,20,0.0602,0.0,0.0224913055351394,0.1129,0.0,5.122422335903096
chcp,hcp,shape,25,25,0.0705,0.0,0.0224913055351394,0.0964,0.0,5.122422335903096
chcp,hcp,shape,25,32,0.0638,0.0,0.0224913055351394,0.0888,0.0,5.122422335903096
chcp,hcp,shape,25,41,0.0461,0.0,0.0224913055351394,0.064,0.0,5.122422335903096
chcp,hcp,shape,25,52,0.0477,0.0,0.0224913055351394,0.0555,0.0,5.122422335903096
chcp,hcp,shape,25,67,0.044,0.0,0.0224913055351394,0.0539,0.0,5.122422335903096
chcp,hcp,shape,25,85,0.0626,0.0,0.0224913055351394,0.0619,0.0,5.122422335903096
chcp,hcp,shape,25,108,0.0665,0.0,0.0224913055351394,0.0665,0.0,5.122422335903096
chcp,hcp,shape,25,137,0.065,0.0,0.0224913055351394,0.0747,0.0,5.122422335903096
chcp,hcp,shape,25,174,0.0799,0.0,0.0224913055351394,0.089,0.0,5.122422335903096
chcp,hcp,shape,25,221,0.0887,0.0,0.0224913055351394,0.1015,0.0,5.122422335903096
chcp,hcp,shape,25,281,0.0974,0.0,0.0224913055351394,0.1184,0.0,5.122422335903096
chcp,hcp,shape,25,358,0.1131,0.0,0.0224913055351394,0.1367,0.0,5.122422335903096
chcp,hcp,shape,25,455,0.1321,0.0,0.0224913055351394,0.1524,0.0,5.122422335903096
chcp,hcp,shape,25,578,0.1511,0.0,0.0224913055351394,0.1826,0.0,5.122422335903096
chcp,hcp,shape,25,735,0.1781,0.0,0.0224913055351394,0.2019,0.0,5.122422335903096
chcp,hcp,shape,25,935,0.2324,0.0,0.0224913055351394,0.2347,0.0,5.122422335903096
chcp,hcp,shape,25,1043,0.23,0.0,0.0224913055351394,0.2352,0.0,5.122422335903096
chcp,hcp,shape,32,20,0.0708,0.0,0.0224913055351394,0.1218,0.0,5.122422335903096
chcp,hcp,shape,32,25,0.0787,0.0,0.0224913055351394,0.1014,0.0,5.122422335903096
chcp,hcp,shape,32,32,0.0704,0.0,0.0224913055351394,0.0896,0.0,5.122422335903096
chcp,hcp,shape,32,41,0.0574,0.0,0.0224913055351394,0.0619,0.0,5.122422335903096
chcp,hcp,shape,32,52,0.0578,0.0,0.0224913055351394,0.0578,0.0,5.122422335903096
chcp,hcp,shape,32,67,0.0549,0.0,0.0224913055351394,0.0568,0.0,5.122422335903096
chcp,hcp,shape,32,85,0.0713,0.0,0.0224913055351394,0.0658,0.0,5.122422335903096
chcp,hcp,shape,32,108,0.078,0.0,0.0224913055351394,0.0724,0.0,5.122422335903096
chcp,hcp,shape,32,137,0.0825,0.0,0.0224913055351394,0.0839,0.0,5.122422335903096
chcp,hcp,shape,32,174,0.1,0.0,0.0224913055351394,0.0995,0.0,5.122422335903096
chcp,hcp,shape,32,221,0.1153,0.0,0.0224913055351394,0.1176,0.0,5.122422335903096
chcp,hcp,shape,32,281,0.1242,0.0,0.0224913055351394,0.1362,0.0,5.122422335903096
chcp,hcp,shape,32,358,0.1451,0.0,0.0224913055351394,0.1618,0.0,5.122422335903096
chcp,hcp,shape,32,455,0.1686,0.0,0.0224913055351394,0.1849,0.0,5.122422335903096
chcp,hcp,shape,32,578,0.1877,0.0,0.0224913055351394,0.218,0.0,5.122422335903096
chcp,hcp,shape,32,735,0.2184,0.0,0.0224913055351394,0.2517,0.0,5.122422335903096
chcp,hcp,shape,32,935,0.2686,0.0,0.0224913055351394,0.3113,0.0,5.122422335903096
chcp,hcp,shape,32,1043,0.28,0.0,0.0224913055351394,0.3358,0.0,5.122422335903096
chcp,hcp,shape,41,20,0.0714,0.0,0.0224913055351394,0.1271,0.0,5.122422335903096
chcp,hcp,shape,41,25,0.0851,0.0,0.0224913055351394,0.107,0.0,5.122422335903096
chcp,hcp,shape,41,32,0.0787,0.0,0.0224913055351394,0.0949,0.0,5.122422335903096
chcp,hcp,shape,41,41,0.0615,0.0,0.0224913055351394,0.066,0.0,5.122422335903096
chcp,hcp,shape,41,52,0.0617,0.0,0.0224913055351394,0.0566,0.0,5.122422335903096
chcp,hcp,shape,41,67,0.0604,0.0,0.0224913055351394,0.0586,0.0,5.122422335903096
chcp,hcp,shape,41,85,0.0783,0.0,0.0224913055351394,0.0699,0.0,5.122422335903096
chcp,hcp,shape,41,108,0.0844,0.0,0.0224913055351394,0.0754,0.0,5.122422335903096
chcp,hcp,shape,41,137,0.085,0.0,0.0224913055351394,0.0906,0.0,5.122422335903096
chcp,hcp,shape,41,174,0.1053,0.0,0.0224913055351394,0.1094,0.0,5.122422335903096
chcp,hcp,shape,41,221,0.1151,0.0,0.0224913055351394,0.1237,0.0,5.122422335903096
chcp,hcp,shape,41,281,0.1252,0.0,0.0224913055351394,0.1431,0.0,5.122422335903096
chcp,hcp,shape,41,358,0.1459,0.0,0.0224913055351394,0.1659,0.0,5.122422335903096
chcp,hcp,shape,41,455,0.1649,0.0,0.0224913055351394,0.1896,0.0,5.122422335903096
chcp,hcp,shape,41,578,0.1845,0.0,0.0224913055351394,0.2247,0.0,5.122422335903096
chcp,hcp,shape,41,735,0.2191,0.0,0.0224913055351394,0.2642,0.0,5.122422335903096
chcp,hcp,shape,41,935,0.2752,0.0,0.0224913055351394,0.3219,0.0,5.122422335903096
chcp,hcp,shape,41,1043,0.28,0.0,0.0224913055351394,0.3261,0.0,5.122422335903096
chcp,hcp,shape,52,20,0.0697,0.0,0.0224913055351394,0.1205,0.0,5.122422335903096
chcp,hcp,shape,52,25,0.0818,0.0,0.0224913055351394,0.0985,0.0,5.122422335903096
chcp,hcp,shape,52,32,0.0732,0.0,0.0224913055351394,0.0854,0.0,5.122422335903096
chcp,hcp,shape,52,41,0.06,0.0,0.0224913055351394,0.0614,0.0,5.122422335903096
chcp,hcp,shape,52,52,0.0612,0.0,0.0224913055351394,0.0557,0.0,5.122422335903096
chcp,hcp,shape,52,67,0.0601,0.0,0.0224913055351394,0.0535,0.0,5.122422335903096
chcp,hcp,shape,52,85,0.0782,0.0,0.0224913055351394,0.0673,0.0,5.122422335903096
chcp,hcp,shape,52,108,0.0855,0.0,0.0224913055351394,0.0726,0.0,5.122422335903096
chcp,hcp,shape,52,137,0.0818,0.0,0.0224913055351394,0.089,0.0,5.122422335903096
chcp,hcp,shape,52,174,0.1013,0.0,0.0224913055351394,0.1043,0.0,5.122422335903096
chcp,hcp,shape,52,221,0.1167,0.0,0.0224913055351394,0.1168,0.0,5.122422335903096
chcp,hcp,shape,52,281,0.1289,0.0,0.0224913055351394,0.1356,0.0,5.122422335903096
chcp,hcp,shape,52,358,0.1481,0.0,0.0224913055351394,0.1559,0.0,5.122422335903096
chcp,hcp,shape,52,455,0.1732,0.0,0.0224913055351394,0.1826,0.0,5.122422335903096
chcp,hcp,shape,52,578,0.1969,0.0,0.0224913055351394,0.2139,0.0,5.122422335903096
chcp,hcp,shape,52,735,0.2307,0.0,0.0224913055351394,0.2473,0.0,5.122422335903096
chcp,hcp,shape,52,935,0.285,0.0,0.0224913055351394,0.2977,0.0,5.122422335903096
chcp,hcp,shape,52,1043,0.32,0.0,0.0224913055351394,0.3126,0.0,5.122422335903096
chcp,hcp,shape,67,20,0.0726,0.0,0.0224913055351394,0.1281,0.0,5.122422335903096
