train_dataset,test_dataset,pheno,r_gt,r_sig_ground_truth,num_test_gt,p_gt
chcp,hcp,age,0.1100296159134671,1.0,1089,0.00013745758627426076
chcp,hcp,rel,0.098779453560832,1.0,1039,0.0007163609248642543
chcp,hcp,shape,0.0224913055351394,0.0,1043,0.23404539277539171
hcp,chcp,age,0.5735302336011818,1.0,348,3.9815281853515745e-32
hcp,chcp,rel,0.1112267582173866,1.0,234,0.044791425025344236
hcp,chcp,shape,-0.0383791841001436,0.0,265,0.7330434161149832
