train_dataset,test_dataset,pheno,num_train,num_test,sig_external,r_med,r_ground_truth,r_sig_ground_truth,mae_med,mae_ground_truth,mae_sig_ground_truth,r_infl_med,mae_infl_med,eval_metric,sig_external_mae
hcp,chcp,age,25,67,1.0,0.4107673069915567,0.5735302336011818,1.0,13.455662520879844,12.158932360061776,1.0,-0.1627629266096251,1.2967301608180684,r,
hcp,chcp,age,25,85,0.0,-0.0687207875101487,0.5735302336011818,1.0,13.689898895320242,12.158932360061776,1.0,-0.6422510211113306,1.5309665352584665,r,
hcp,chcp,age,25,85,1.0,0.403552172441494,0.5735302336011818,1.0,13.344795581155784,12.158932360061776,1.0,-0.1699780611596877,1.1858632210940083,r,
hcp,chcp,age,25,108,0.0,-0.0771070248912605,0.5735302336011818,1.0,13.632991802250029,12.158932360061776,1.0,-0.6506372584924424,1.474059442188253,r,
hcp,chcp,age,25,108,1.0,0.3934156668110513,0.5735302336011818,1.0,13.283689195037796,12.158932360061776,1.0,-0.1801145667901305,1.1247568349760186,r,
hcp,chcp,age,25,137,0.0,-0.0863014514075217,0.5735302336011818,1.0,13.702172165961636,12.158932360061776,1.0,-0.6598316850087036,1.5432398058998589,r,
hcp,chcp,age,25,137,1.0,0.3884740085477277,0.5735302336011818,1.0,13.365700206221966,12.158932360061776,1.0,-0.1850562250534541,1.20676784616019,r,
hcp,chcp,age,25,174,0.0,-0.092924432627341,0.5735302336011818,1.0,13.681496844031583,12.158932360061776,1.0,-0.6664546662285229,1.5225644839698074,r,
hcp,chcp,age,25,174,1.0,0.3809016450367868,0.5735302336011818,1.0,13.33490025872053,12.158932360061776,1.0,-0.192628588564395,1.1759678986587545,r,
hcp,chcp,age,25,221,0.0,-0.1009248602264148,0.5735302336011818,1.0,13.63497162759895,12.158932360061776,1.0,-0.6744550938275967,1.4760392675371747,r,
hcp,chcp,age,25,221,1.0,0.3779094495537896,0.5735302336011818,1.0,13.291198988756673,12.158932360061776,1.0,-0.1956207840473922,1.1322666286948966,r,
hcp,chcp,age,25,281,0.0,-0.1132915695915763,0.5735302336011818,1.0,13.660618821773518,12.158932360061776,1.0,-0.6868218031927582,1.501686461711742,r,
hcp,chcp,age,25,281,1.0,0.3734332694858178,0.5735302336011818,1.0,13.31470806963799,12.158932360061776,1.0,-0.200096964115364,1.1557757095762131,r,
hcp,chcp,age,25,348,0.0,-0.1189397785880068,0.5735302336011818,1.0,13.659556991069554,12.158932360061776,1.0,-0.6924700121891887,1.5006246310077778,r,
hcp,chcp,age,25,348,1.0,0.3680401204862937,0.5735302336011818,1.0,13.327534982437877,12.158932360061776,1.0,-0.205490113114888,1.168602622376099,r,
hcp,chcp,age,32,20,0.0,0.0319290703931387,0.5735302336011818,1.0,13.092956699858451,12.158932360061776,1.0,-0.5416011632080431,0.9340243397966752,r,
hcp,chcp,age,32,20,1.0,0.5444464162298578,0.5735302336011818,1.0,13.306675131160247,12.158932360061776,1.0,-0.029083817371324,1.1477427710984711,r,
hcp,chcp,age,32,25,0.0,0.0164167687560768,0.5735302336011818,1.0,13.332970909696588,12.158932360061776,1.0,-0.5571134648451049,1.1740385496348118,r,
hcp,chcp,age,32,25,1.0,0.5073046588956261,0.5735302336011818,1.0,13.402452815561022,12.158932360061776,1.0,-0.0662255747055556,1.2435204554992456,r,
hcp,chcp,age,32,32,0.0,0.0021487305073187,0.5735302336011818,1.0,13.625193791349975,12.158932360061776,1.0,-0.571381503093863,1.466261431288201,r,
hcp,chcp,age,32,32,1.0,0.4847364578941481,0.5735302336011818,1.0,13.809507156620478,12.158932360061776,1.0,-0.0887937757070336,1.6505747965587023,r,
hcp,chcp,age,32,41,0.0,-0.0210835784975041,0.5735302336011818,1.0,13.636994410093106,12.158932360061776,1.0,-0.594613812098686,1.4780620500313295,r,
hcp,chcp,age,32,41,1.0,0.4552809240490856,0.5735302336011818,1.0,13.495099005216703,12.158932360061776,1.0,-0.1182493095520962,1.336166645154929,r,
hcp,chcp,age,32,52,0.0,-0.0442206497106303,0.5735302336011818,1.0,13.56897495475124,12.158932360061776,1.0,-0.6177508833118122,1.4100425946894628,r,
hcp,chcp,age,32,52,1.0,0.4357879553379832,0.5735302336011818,1.0,13.345787712411283,12.158932360061776,1.0,-0.1377422782631985,1.1868553523495071,r,
hcp,chcp,age,32,67,0.0,-0.0587132765956513,0.5735302336011818,1.0,13.729986600716169,12.158932360061776,1.0,-0.6322435101968331,1.5710542406543926,r,
hcp,chcp,age,32,67,1.0,0.4280802900390585,0.5735302336011818,1.0,13.416084404936546,12.158932360061776,1.0,-0.1454499435621233,1.2571520448747702,r,
hcp,chcp,age,32,85,0.0,-0.0731975178942311,0.5735302336011818,1.0,13.654384859364344,12.158932360061776,1.0,-0.646727751495413,1.4954524993025693,r,
hcp,chcp,age,32,85,1.0,0.41910151298166,0.5735302336011818,1.0,13.273237425674203,12.158932360061776,1.0,-0.1544287206195218,1.1143050656124274,r,
hcp,chcp,age,32,108,0.0,-0.0826234260749575,0.5735302336011818,1.0,13.62745694144198,12.158932360061776,1.0,-0.6561536596761394,1.468524581380203,r,
hcp,chcp,age,32,108,1.0,0.411825244891955,0.5735302336011818,1.0,13.22378968709702,12.158932360061776,1.0,-0.1617049887092267,1.064857327035245,r,
hcp,chcp,age,32,137,0.0,-0.0948437476484965,0.5735302336011818,1.0,13.71195557561138,12.158932360061776,1.0,-0.6683739812496784,1.5530232155496029,r,
hcp,chcp,age,32,137,1.0,0.4060377189080128,0.5735302336011818,1.0,13.297950666453051,12.158932360061776,1.0,-0.167492514693169,1.1390183063912769,r,
hcp,chcp,age,32,174,0.0,-0.1050443820830555,0.5735302336011818,1.0,13.672438408621831,12.158932360061776,1.0,-0.6785746156842374,1.5135060485600569,r,
hcp,chcp,age,32,174,1.0,0.3999612024229838,0.5735302336011818,1.0,13.273125645058633,12.158932360061776,1.0,-0.173569031178198,1.1141932849968563,r,
hcp,chcp,age,32,221,0.0,-0.1160100212860193,0.5735302336011818,1.0,13.639413521778987,12.158932360061776,1.0,-0.6895402548872012,1.4804811617172111,r,
hcp,chcp,age,32,221,1.0,0.3947238980547556,0.5735302336011818,1.0,13.2172804519302,12.158932360061776,1.0,-0.1788063355464262,1.0583480918684245,r,
hcp,chcp,age,32,281,0.0,-0.1323191284373699,0.5735302336011818,1.0,13.66837302028692,12.158932360061776,1.0,-0.7058493620385518,1.5094406602251436,r,
hcp,chcp,age,32,281,1.0,0.3897526788169241,0.5735302336011818,1.0,13.24214614991584,12.158932360061776,1.0,-0.1837775547842576,1.0832137898540637,r,
hcp,chcp,age,32,348,0.0,-0.1377528881662786,0.5735302336011818,1.0,13.696205677612753,12.158932360061776,1.0,-0.7112831217674604,1.5372733175509763,r,
hcp,chcp,age,32,348,1.0,0.388317119741108,0.5735302336011818,1.0,13.2459731843556,12.158932360061776,1.0,-0.1852131138600738,1.0870408242938243,r,
hcp,chcp,age,41,20,0.0,0.0612965395958041,0.5735302336011818,1.0,13.021388044238922,12.158932360061776,1.0,-0.5122336940053777,0.8624556841771458,r,
hcp,chcp,age,41,20,1.0,0.5471635599925156,0.5735302336011818,1.0,13.197147512678242,12.158932360061776,1.0,-0.0263666736086661,1.0382151526164662,r,
hcp,chcp,age,41,25,0.0,0.0471601021833483,0.5735302336011818,1.0,13.282249444413363,12.158932360061776,1.0,-0.5263701314178335,1.1233170843515872,r,
hcp,chcp,age,41,25,1.0,0.5118051554374661,0.5735302336011818,1.0,13.308576688660835,12.158932360061776,1.0,-0.0617250781637157,1.1496443285990612,r,
hcp,chcp,age,41,32,0.0,0.014782417563741,0.5735302336011818,1.0,13.539011930170922,12.158932360061776,1.0,-0.5587478160374407,1.380079570109146,r,
hcp,chcp,age,41,32,1.0,0.4847368950333328,0.5735302336011818,1.0,13.709658130185982,12.158932360061776,1.0,-0.0887933385678489,1.550725770124206,r,
hcp,chcp,age,41,41,0.0,-0.0073568335460628,0.5735302336011818,1.0,13.626723037707352,12.158932360061776,1.0,-0.5808870671472447,1.467790677645576,r,
hcp,chcp,age,41,41,1.0,0.4588691554378343,0.5735302336011818,1.0,13.403375613958888,12.158932360061776,1.0,-0.1146610781633474,1.2444432538971115,r,
hcp,chcp,age,41,52,0.0,-0.0296209016926202,0.5735302336011818,1.0,13.528026225338817,12.158932360061776,1.0,-0.6031511352938022,1.3690938652770406,r,
hcp,chcp,age,41,52,1.0,0.4417131964155141,0.5735302336011818,1.0,13.27041551851664,12.158932360061776,1.0,-0.1318170371856677,1.1114831584548632,r,
hcp,chcp,age,41,67,0.0,-0.0530368247921174,0.5735302336011818,1.0,13.718735926749634,12.158932360061776,1.0,-0.6265670583932993,1.559803566687858,r,
hcp,chcp,age,41,67,1.0,0.4321133271642702,0.5735302336011818,1.0,13.333888253778069,12.158932360061776,1.0,-0.1414169064369116,1.174955893716291,r,
hcp,chcp,age,41,85,0.0,-0.074659895246077,0.5735302336011818,1.0,13.6585767019068,12.158932360061776,1.0,-0.6481901288472589,1.4996443418450234,r,
hcp,chcp,age,41,85,1.0,0.4236670519421056,0.5735302336011818,1.0,13.19918498674508,12.158932360061776,1.0,-0.1498631816590762,1.0402526266833032,r,
hcp,chcp,age,41,108,0.0,-0.0903459429823524,0.5735302336011818,1.0,13.63665284399845,12.158932360061776,1.0,-0.6638761765835343,1.4777204839366735,r,
hcp,chcp,age,41,108,1.0,0.4170253896437505,0.5735302336011818,1.0,13.150846640760774,12.158932360061776,1.0,-0.1565048439574313,0.9919142806989978,r,
hcp,chcp,age,41,137,0.0,-0.1131444201128528,0.5735302336011818,1.0,13.714994349216264,12.158932360061776,1.0,-0.6866746537140347,1.5560619891544878,r,
hcp,chcp,age,41,137,1.0,0.4099588639421845,0.5735302336011818,1.0,13.23648447660171,12.158932360061776,1.0,-0.1635713696589973,1.077552116539934,r,
hcp,chcp,age,41,174,0.0,-0.1303061944989547,0.5735302336011818,1.0,13.688076317803937,12.158932360061776,1.0,-0.7038364281001366,1.5291439577421588,r,
hcp,chcp,age,41,174,1.0,0.4063510641129703,0.5735302336011818,1.0,13.188594762897822,12.158932360061776,1.0,-0.1671791694882115,1.0296624028360457,r,
hcp,chcp,age,41,221,0.0,-0.1475809390080411,0.5735302336011818,1.0,13.637804086430195,12.158932360061776,1.0,-0.721111172609223,1.4788717263684212,r,
hcp,chcp,age,41,221,1.0,0.4015254147413494,0.5735302336011818,1.0,13.150725888856336,12.158932360061776,1.0,-0.1720048188598324,0.9917935287945614,r,
hcp,chcp,age,41,281,0.0,-0.1673063421996127,0.5735302336011818,1.0,13.662742793291878,12.158932360061776,1.0,-0.7408365758007945,1.503810433230102,r,
hcp,chcp,age,41,281,1.0,0.3973937627913166,0.5735302336011818,1.0,13.16709074824745,12.158932360061776,1.0,-0.1761364708098651,1.0081583881856735,r,
hcp,chcp,age,41,348,0.0,-0.1773550820409633,0.5735302336011818,1.0,13.676878748883222,12.158932360061776,1.0,-0.7508853156421451,1.5179463888214464,r,
hcp,chcp,age,41,348,1.0,0.3944972010040065,0.5735302336011818,1.0,13.204290290176356,12.158932360061776,1.0,-0.1790330325971753,1.04535793011458,r,
hcp,chcp,age,52,20,0.0,0.0788141773480919,0.5735302336011818,1.0,13.028088165438165,12.158932360061776,1.0,-0.4947160562530899,0.869155805376387,r,
hcp,chcp,age,52,20,1.0,0.5524913044580468,0.5735302336011818,1.0,12.991631204494247,12.158932360061776,1.0,-0.0210389291431349,0.832698844432473,r,
hcp,chcp,age,52,25,0.0,0.0696642007745887,0.5735302336011818,1.0,13.287430639125176,12.158932360061776,1.0,-0.5038660328265931,1.1284982790633986,r,
hcp,chcp,age,52,25,1.0,0.513175606645334,0.5735302336011818,1.0,13.107897393440869,12.158932360061776,1.0,-0.0603546269558478,0.9489650333790928,r,
hcp,chcp,age,52,32,0.0,0.0475331499009854,0.5735302336011818,1.0,13.492881899315789,12.158932360061776,1.0,-0.5259970837001964,1.3339495392540108,r,
hcp,chcp,age,52,32,1.0,0.4896001340304589,0.5735302336011818,1.0,13.604274223007671,12.158932360061776,1.0,-0.0839300995707229,1.4453418629458952,r,
hcp,chcp,age,52,41,0.0,0.028992076412342,0.5735302336011818,1.0,13.597200579747408,12.158932360061776,1.0,-0.5445381571888398,1.4382682196856322,r,
hcp,chcp,age,52,41,1.0,0.4618777421803802,0.5735302336011818,1.0,13.299721809764934,12.158932360061776,1.0,-0.1116524914208015,1.140789449703158,r,
hcp,chcp,age,52,52,0.0,0.0125007927368977,0.5735302336011818,1.0,13.45963742531484,12.158932360061776,1.0,-0.5610294408642841,1.300705065253064,r,
hcp,chcp,age,52,52,1.0,0.4460996589339274,0.5735302336011818,1.0,13.186166557778389,12.158932360061776,1.0,-0.1274305746672543,1.0272341977166128,r,
hcp,chcp,age,52,67,0.0,-0.0067267134889295,0.5735302336011818,1.0,13.68765071051739,12.158932360061776,1.0,-0.5802569470901113,1.5287183504556143,r,
hcp,chcp,age,52,67,1.0,0.4374665968246273,0.5735302336011818,1.0,13.230933144055346,12.158932360061776,1.0,-0.1360636367765545,1.0720007839935697,r,
hcp,chcp,age,52,85,0.0,-0.0190634176443281,0.5735302336011818,1.0,13.624093838919862,12.158932360061776,1.0,-0.59259365124551,1.4651614788580858,r,
hcp,chcp,age,52,85,1.0,0.4285451172966243,0.5735302336011818,1.0,13.111416550647249,12.158932360061776,1.0,-0.1449851163045574,0.9524841905854728,r,
hcp,chcp,age,52,108,0.0,-0.0290317071579501,0.5735302336011818,1.0,13.614956181452358,12.158932360061776,1.0,-0.6025619407591319,1.4560238213905825,r,
hcp,chcp,age,52,108,1.0,0.4220732276523389,0.5735302336011818,1.0,13.050178365902134,12.158932360061776,1.0,-0.1514570059488429,0.8912460058403582,r,
hcp,chcp,age,52,137,0.0,-0.037087332241443,0.5735302336011818,1.0,13.698988201943507,12.158932360061776,1.0,-0.6106175658426248,1.5400558418817312,r,
hcp,chcp,age,52,137,1.0,0.4161615861271552,0.5735302336011818,1.0,13.152842184935176,12.158932360061776,1.0,-0.1573686474740266,0.9939098248734002,r,
hcp,chcp,age,52,174,0.0,-0.049836105625622,0.5735302336011818,1.0,13.683114059151272,12.158932360061776,1.0,-0.623366339226804,1.524181699089496,r,
hcp,chcp,age,52,174,1.0,0.409255832614349,0.5735302336011818,1.0,13.105372232845738,12.158932360061776,1.0,-0.1642744009868327,0.9464398727839622,r,
hcp,chcp,age,52,221,0.0,-0.06041361552309,0.5735302336011818,1.0,13.654273111684674,12.158932360061776,1.0,-0.6339438491242719,1.4953407516228978,r,
hcp,chcp,age,52,221,1.0,0.4040920951516581,0.5735302336011818,1.0,13.064543878649502,12.158932360061776,1.0,-0.1694381384495236,0.905611518587726,r,
hcp,chcp,age,52,281,0.0,-0.0690668686107045,0.5735302336011818,1.0,13.699364211313933,12.158932360061776,1.0,-0.6425971022118864,1.5404318512521549,r,
hcp,chcp,age,52,281,1.0,0.4047682333639287,0.5735302336011818,1.0,13.07352453496696,12.158932360061776,1.0,-0.1687620002372531,0.9145921749051844,r,
hcp,chcp,age,52,348,0.0,-0.0705322438595375,0.5735302336011818,1.0,13.713382187003022,12.158932360061776,1.0,-0.6440624774607193,1.554449826941246,r,
hcp,chcp,age,52,348,1.0,0.4064597491363226,0.5735302336011818,1.0,13.145568698461092,12.158932360061776,1.0,-0.1670704844648591,0.9866363383993164,r,
hcp,chcp,age,67,20,0.0,0.1028228778841811,0.5735302336011818,1.0,12.938999843998698,12.158932360061776,1.0,-0.4707073557170007,0.7800674839369215,r,
hcp,chcp,age,67,20,1.0,0.5453946193310555,0.5735302336011818,1.0,12.83889280648653,12.158932360061776,1.0,-0.0281356142701263,0.6799604464247544,r,
hcp,chcp,age,67,25,0.0,0.0954223600372283,0.5735302336011818,1.0,13.181764775893312,12.158932360061776,1.0,-0.4781078735639534,1.0228324158315356,r,
hcp,chcp,age,67,25,1.0,0.5093374718978757,0.5735302336011818,1.0,12.98891258585522,12.158932360061776,1.0,-0.0641927617033061,0.8299802257934434,r,
hcp,chcp,age,67,32,0.0,0.0767113395296492,0.5735302336011818,1.0,13.446611501996111,12.158932360061776,1.0,-0.4968188940715325,1.287679141934337,r,
hcp,chcp,age,67,32,1.0,0.482693725719396,0.5735302336011818,1.0,13.422325586090036,12.158932360061776,1.0,-0.0908365078817857,1.26339322602826,r,
hcp,chcp,age,67,41,0.0,0.0585709863072044,0.5735302336011818,1.0,13.49874688797354,12.158932360061776,1.0,-0.5149592472939774,1.3398145279117628,r,
hcp,chcp,age,67,41,1.0,0.4551981233561126,0.5735302336011818,1.0,13.143669290331523,12.158932360061776,1.0,-0.1183321102450691,0.9847369302697472,r,
hcp,chcp,age,67,52,0.0,0.044537879375152,0.5735302336011818,1.0,13.39375798503163,12.158932360061776,1.0,-0.5289923542260297,1.2348256249698544,r,
hcp,chcp,age,67,52,1.0,0.435291609626131,0.5735302336011818,1.0,13.032696070327784,12.158932360061776,1.0,-0.1382386239750508,0.8737637102660081,r,
hcp,chcp,age,67,67,0.0,0.0257377336082992,0.5735302336011818,1.0,13.614826480841511,12.158932360061776,1.0,-0.5477924999928826,1.4558941207797351,r,
hcp,chcp,age,67,67,1.0,0.4229947888526768,0.5735302336011818,1.0,13.093495431669355,12.158932360061776,1.0,-0.150535444748505,0.9345630716075792,r,
hcp,chcp,age,67,85,0.0,0.0093193055589689,0.5735302336011818,1.0,13.59533140967039,12.158932360061776,1.0,-0.5642109280422128,1.436399049608614,r,
hcp,chcp,age,67,85,1.0,0.4121616158870633,0.5735302336011818,1.0,12.96921838905758,12.158932360061776,1.0,-0.1613686177141185,0.8102860289958045,r,
hcp,chcp,age,67,108,0.0,-0.0019530939262707,0.5735302336011818,1.0,13.592672952925597,12.158932360061776,1.0,-0.5754833275274526,1.4337405928638205,r,
hcp,chcp,age,67,108,1.0,0.4022028735376771,0.5735302336011818,1.0,12.902801304571462,12.158932360061776,1.0,-0.1713273600635046,0.7438689445096855,r,
hcp,chcp,age,67,137,0.0,-0.0141600865791622,0.5735302336011818,1.0,13.670639445936606,12.158932360061776,1.0,-0.5876903201803441,1.5117070858748305,r,
hcp,chcp,age,67,137,1.0,0.3957945524275515,0.5735302336011818,1.0,13.003614264771551,12.158932360061776,1.0,-0.1777356811736302,0.8446819047097751,r,
hcp,chcp,age,67,174,0.0,-0.0193033120607015,0.5735302336011818,1.0,13.665494981829852,12.158932360061776,1.0,-0.5928335456618833,1.506562621768076,r,
hcp,chcp,age,67,174,1.0,0.3895727481743216,0.5735302336011818,1.0,12.970932431936406,12.158932360061776,1.0,-0.1839574854268602,0.8120000718746301,r,
hcp,chcp,age,67,221,0.0,-0.0251875671614957,0.5735302336011818,1.0,13.624423527044806,12.158932360061776,1.0,-0.5987178007626776,1.4654911669830302,r,
hcp,chcp,age,67,221,1.0,0.3838107351771169,0.5735302336011818,1.0,12.928136790543167,12.158932360061776,1.0,-0.1897194984240649,0.7692044304813912,r,
hcp,chcp,age,67,281,0.0,-0.0254092649973087,0.5735302336011818,1.0,13.680796550032913,12.158932360061776,1.0,-0.5989394985984906,1.5218641899711365,r,
hcp,chcp,age,67,281,1.0,0.3790571984453812,0.5735302336011818,1.0,12.949128778763068,12.158932360061776,1.0,-0.1944730351558006,0.7901964187012922,r,
hcp,chcp,age,67,348,0.0,-0.0254440485933937,0.5735302336011818,1.0,13.675931750100595,12.158932360061776,1.0,-0.5989742821945756,1.5169993900388192,r,
hcp,chcp,age,67,348,1.0,0.3753411175326836,0.5735302336011818,1.0,12.982968082758145,12.158932360061776,1.0,-0.1981891160684982,0.8240357226963688,r,
hcp,chcp,age,85,20,0.0,0.1373960348472764,0.5735302336011818,1.0,12.71243098772339,12.158932360061776,1.0,-0.4361341987539053,0.5534986276616145,r,
hcp,chcp,age,85,20,1.0,0.55012517687798,0.5735302336011818,1.0,12.724681760234423,12.158932360061776,1.0,-0.0234050567232018,0.5657494001726491,r,
hcp,chcp,age,85,25,0.0,0.1264403286264674,0.5735302336011818,1.0,12.960333909837615,12.158932360061776,1.0,-0.4470899049747144,0.8014015497758411,r,
hcp,chcp,age,85,25,1.0,0.520673984857849,0.5735302336011818,1.0,12.917953386721102,12.158932360061776,1.0,-0.0528562487433328,0.759021026659326,r,
hcp,chcp,age,85,32,0.0,0.1101435532075953,0.5735302336011818,1.0,13.254093962152703,12.158932360061776,1.0,-0.4633866803935865,1.0951616020909292,r,
hcp,chcp,age,85,32,1.0,0.494517429363801,0.5735302336011818,1.0,13.29357271366264,12.158932360061776,1.0,-0.0790128042373808,1.1346403536008651,r,
hcp,chcp,age,85,41,0.0,0.0903279031117368,0.5735302336011818,1.0,13.325987729140923,12.158932360061776,1.0,-0.4832023304894449,1.167055369079149,r,
hcp,chcp,age,85,41,1.0,0.4627115730334605,0.5735302336011818,1.0,13.05583316996877,12.158932360061776,1.0,-0.1108186605677212,0.8969008099069935,r,
hcp,chcp,age,85,52,0.0,0.0683772505613595,0.5735302336011818,1.0,13.221566808365091,12.158932360061776,1.0,-0.5051529830398223,1.0626344483033172,r,
hcp,chcp,age,85,52,1.0,0.4428583373895849,0.5735302336011818,1.0,12.913317742468358,12.158932360061776,1.0,-0.1306718962115969,0.754385382406582,r,
hcp,chcp,age,85,67,0.0,0.0511122456757348,0.5735302336011818,1.0,13.484550033804418,12.158932360061776,1.0,-0.5224179879254469,1.3256176737426415,r,
