train_dataset,test_dataset,pheno,num_train,num_test,r_med,r_lower,r_upper,mae_med,mae_lower,mae_upper,r_gt,mae_gt,r_pos_rate,mae_pos_rate,r_sig_ground_truth,mae_sig_ground_truth,r_ground_truth,mae_ground_truth
chcp,hcp,age,85,32,0.1081201312938397,-0.2139030046189031,0.3894398022455479,15.731255904788467,10.187529421679985,21.538680334931787,0.1100296159134671,17.38703447511619,0.1517,0.3385,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,41,0.106142557433523,-0.1753879679238717,0.3609160846361112,15.692212215887508,10.17233479893845,21.25678643679788,0.1100296159134671,17.38703447511619,0.1582,0.2566,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,52,0.1128474901643998,-0.1681724834963665,0.3505357508039931,15.730367684789416,10.338121737332555,21.10704988748161,0.1100296159134671,17.38703447511619,0.2045,0.1945,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,67,0.1094387410191167,-0.1287494094447177,0.3285205151010034,15.756404747610226,10.43108129548976,21.054980669689414,0.1100296159134671,17.38703447511619,0.2127,0.1658,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,85,0.1052733780497073,-0.1336619709395431,0.2940719265290462,15.71961505252703,10.475953532641842,20.814331800141,0.1100296159134671,17.38703447511619,0.2402,0.161,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,108,0.1032746155995358,-0.1148173975239154,0.2930768511011332,15.726474233684108,10.499260973246576,20.65692600045504,0.1100296159134671,17.38703447511619,0.306,0.1667,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,137,0.0975752506741958,-0.0830808322323204,0.2742144157323603,15.701937294261182,10.52608964481004,20.563497268611435,0.1100296159134671,17.38703447511619,0.3323,0.1764,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,174,0.1013487651723487,-0.0515720383529781,0.2653253001676962,15.710003920722995,10.533804012960596,20.539204040080957,0.1100296159134671,17.38703447511619,0.3942,0.175,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,221,0.1014576859198161,-0.0201207664983991,0.2563606974102406,15.679875270647935,10.57336872075112,20.4295449728092,0.1100296159134671,17.38703447511619,0.4507,0.187,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,281,0.1026747590088704,-0.0210665190746702,0.2284497395460315,15.688062523788073,10.59266198700469,20.42272283621406,0.1100296159134671,17.38703447511619,0.5246,0.1919,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,358,0.1048560164846065,0.005910776668831,0.2218476806493118,15.694434639491847,10.6682390191744,20.385649278935457,0.1100296159134671,17.38703447511619,0.6287,0.2249,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,455,0.1021239857482779,0.0212018836483723,0.202328407783764,15.689788596634672,10.737296908569984,20.332258697731,0.1100296159134671,17.38703447511619,0.7206,0.259,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,578,0.1027854866132998,0.0321335872796215,0.1860067832641135,15.639081343927064,10.768394279080011,20.285853564770253,0.1100296159134671,17.38703447511619,0.8233,0.306,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,735,0.1040548401584606,0.0431572770330004,0.1830230678631934,15.62570679861712,10.762552593779311,20.260766813588766,0.1100296159134671,17.38703447511619,0.9104,0.3692,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,935,0.1013319032899824,0.0480067404941164,0.1786606754605971,15.588027000886443,10.792394953341253,20.224515121664503,0.1100296159134671,17.38703447511619,0.9601,0.4559,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,85,1089,0.1004845992848613,0.0515663354651434,0.1759072376651695,15.542585275427324,10.794097373676484,20.160541179528305,0.1100296159134671,17.38703447511619,0.98,0.5614,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,20,0.0657055682091125,-0.309018168293137,0.5072823147865364,16.04830541471142,10.796480513591233,21.760886088853333,0.1100296159134671,17.38703447511619,0.1107,0.2672,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,25,0.1159681078586467,-0.2887271448053209,0.4848373067067693,16.220930727826932,11.097899227826115,21.775883593157616,0.1100296159134671,17.38703447511619,0.1283,0.3328,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,32,0.1046659025363086,-0.2187179074910567,0.3826013320444701,16.312137205344165,11.484584368356186,21.451951468809664,0.1100296159134671,17.38703447511619,0.1428,0.3406,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,41,0.1046650330204361,-0.1772874564327502,0.3563178501066464,16.314995994107747,11.38546418628989,21.095906889211665,0.1100296159134671,17.38703447511619,0.1502,0.2619,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,52,0.1094417674245828,-0.1702764905117457,0.340614601762882,16.37993957789954,11.57462608340174,20.856326747222464,0.1100296159134671,17.38703447511619,0.1945,0.2056,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,67,0.1051652621888324,-0.1328461882340974,0.3223516279482162,16.38806704630115,11.74321489687232,20.80048628356247,0.1100296159134671,17.38703447511619,0.2005,0.1687,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,85,0.1023249996766227,-0.1334698139165596,0.2866218954990534,16.32858061494927,11.768550860805258,20.539060813061067,0.1100296159134671,17.38703447511619,0.2252,0.1603,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,108,0.1001108339832435,-0.1147020500930661,0.2853845908296626,16.346982521957045,11.91625572538848,20.401416468973903,0.1100296159134671,17.38703447511619,0.2926,0.1632,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,137,0.0940906103474269,-0.0836986024046889,0.2691097474601724,16.291922906071754,11.929636621421556,20.25354084736213,0.1100296159134671,17.38703447511619,0.3166,0.1774,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,174,0.0986608455487166,-0.0524999587017546,0.2579484842225512,16.312757303253708,11.998615544578014,20.233484957085597,0.1100296159134671,17.38703447511619,0.3781,0.1721,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,221,0.0985184022851553,-0.0188868933507761,0.2508106376799353,16.296861202438627,12.070693384656696,20.083725541607304,0.1100296159134671,17.38703447511619,0.4325,0.1871,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,281,0.1003915675141204,-0.0195610750974528,0.2191720393590902,16.295480781689722,12.104411554005084,20.02069387357382,0.1100296159134671,17.38703447511619,0.5122,0.1916,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,358,0.10237668632057,0.0070652068277387,0.2143817765005771,16.307404278060396,12.16023238164234,19.995877276319337,0.1100296159134671,17.38703447511619,0.6212,0.2325,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,455,0.1007277106920276,0.0244653507967028,0.1903586630775993,16.313273162702565,12.184149439268296,19.91812053611743,0.1100296159134671,17.38703447511619,0.7217,0.2651,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,578,0.1014444414793238,0.0344459338100352,0.1702007772951259,16.27839657592158,12.204249274447202,19.848797823345347,0.1100296159134671,17.38703447511619,0.8283,0.3123,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,735,0.1031186351747383,0.0459071164082269,0.1653242171330092,16.25751644470717,12.20525754655777,19.80834998148746,0.1100296159134671,17.38703447511619,0.9188,0.3783,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,935,0.1017389058710518,0.0519145250778579,0.1594803328347494,16.231983678573172,12.17957191460148,19.76073369498916,0.1100296159134671,17.38703447511619,0.9702,0.4764,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,108,1089,0.101825864435211,0.0568432791256666,0.1551307466842917,16.19726485311772,12.199814609321752,19.77060707945653,0.1100296159134671,17.38703447511619,1.0,0.5704,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,20,0.0667613104914762,-0.3097954928918169,0.507056296105583,16.456437143857293,11.756259515112772,21.90471361032424,0.1100296159134671,17.38703447511619,0.1077,0.2728,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,25,0.1158250938952318,-0.287745332409363,0.4872153634261106,16.611538600997857,12.18354024815834,21.921450102496355,0.1100296159134671,17.38703447511619,0.1305,0.3536,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,32,0.1060684254096067,-0.2192356325676694,0.3808805184323426,16.706770607003396,12.544928416421527,21.57717543376296,0.1100296159134671,17.38703447511619,0.1458,0.35,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,41,0.1064896783424241,-0.1777246791616975,0.3560526720031051,16.685696620330802,12.546110366551652,21.100320346557968,0.1100296159134671,17.38703447511619,0.1528,0.2721,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,52,0.1117735918833348,-0.1680901790045363,0.3365223124728198,16.72686862145514,12.80969674872447,20.86145464005232,0.1100296159134671,17.38703447511619,0.1941,0.2128,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,67,0.1056914068618393,-0.1331651450788002,0.3228234858598325,16.741987284342205,12.977455560337186,20.838501151706545,0.1100296159134671,17.38703447511619,0.2051,0.1706,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,85,0.1019990541141246,-0.1296619469329616,0.2857285199806874,16.677773470159256,13.064396734545136,20.53729868870952,0.1100296159134671,17.38703447511619,0.2275,0.1655,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,108,0.1003153728278881,-0.1148443091676006,0.2808885218784493,16.708431694079373,13.22431233361591,20.3412105474996,0.1100296159134671,17.38703447511619,0.2979,0.1696,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,137,0.0955884110298481,-0.0802773766571785,0.2681251510248828,16.658876148083067,13.250643043627113,20.23067149056704,0.1100296159134671,17.38703447511619,0.3212,0.1784,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,174,0.0999542142957241,-0.0471112919231338,0.2535795376796763,16.702388921924502,13.31438583310224,20.191818286922423,0.1100296159134671,17.38703447511619,0.3824,0.1784,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,221,0.0999448743977274,-0.0117492022485132,0.2486365385486427,16.662650729275654,13.344469662414944,20.09099009323661,0.1100296159134671,17.38703447511619,0.4391,0.1937,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,281,0.1015232166261673,-0.013344178077758,0.2159457118124633,16.668480216304502,13.367868674596313,20.07977789194486,0.1100296159134671,17.38703447511619,0.5183,0.2051,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,358,0.1040161919233751,0.0151165795889607,0.2097537001428581,16.68930150989005,13.401914395811502,20.038695362318386,0.1100296159134671,17.38703447511619,0.6448,0.2458,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,455,0.1017107367524927,0.0309479864457527,0.1868195982812578,16.680948401609243,13.444431150458197,20.032851342750885,0.1100296159134671,17.38703447511619,0.762,0.2866,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,578,0.1029897952899574,0.043836485638023,0.1629361461740118,16.667768997392436,13.419246492999878,19.99705257847915,0.1100296159134671,17.38703447511619,0.8739,0.3448,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,735,0.1050223081809814,0.0563581515054961,0.1565025707617121,16.655434184757453,13.391179871766155,19.970366387827745,0.1100296159134671,17.38703447511619,0.9606,0.4304,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,935,0.1034111586537801,0.0642924369890253,0.1496965867478661,16.64464406447977,13.37071198235881,19.94482620210372,0.1100296159134671,17.38703447511619,0.9965,0.5526,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,137,1089,0.1035296703752169,0.071602758609729,0.1409988259705812,16.65025399392045,13.31374846349072,19.969923472407523,0.1100296159134671,17.38703447511619,1.0,0.7097,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,20,0.066578896609428,-0.3067398017922608,0.5214041048713415,16.95006507676321,12.828418929710503,21.71974843966717,0.1100296159134671,17.38703447511619,0.109,0.2867,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,25,0.1183271560710807,-0.2883250501983655,0.4898635553018901,17.065378835010655,13.290439561994535,21.89049128326953,0.1100296159134671,17.38703447511619,0.1289,0.3888,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,32,0.1095511762525562,-0.2147392749709555,0.3792109937112407,17.191624247804334,13.7420626091641,21.43019800295982,0.1100296159134671,17.38703447511619,0.1485,0.3843,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,41,0.1071264380285274,-0.1736794627484427,0.3531493923508614,17.20198431432378,13.702841358253568,20.996952514815284,0.1100296159134671,17.38703447511619,0.1524,0.2969,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,52,0.1110202681202126,-0.1657364308784005,0.3349971226012865,17.20012909922894,14.01239097496099,20.65646448010459,0.1100296159134671,17.38703447511619,0.1967,0.2376,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,67,0.1057842229938618,-0.1342054332599876,0.3214360177262764,17.21430768343933,14.239554492028576,20.61417213259668,0.1100296159134671,17.38703447511619,0.2071,0.1842,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,85,0.1027427116624075,-0.126581363082856,0.2869584154476456,17.14375317241356,14.362090192485676,20.266253041384093,0.1100296159134671,17.38703447511619,0.2265,0.1719,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,108,0.1007407299046727,-0.1134257263814447,0.2802564130287548,17.135386403360428,14.57424839491304,20.077569334205013,0.1100296159134671,17.38703447511619,0.302,0.1787,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,137,0.0967138269468445,-0.0814661934342788,0.2685096425568953,17.094321912186622,14.66227123948701,19.943543158187047,0.1100296159134671,17.38703447511619,0.3254,0.1857,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,174,0.1015408689020384,-0.0448190463527225,0.2512184853977203,17.124849165778933,14.719447162796776,19.899319484276077,0.1100296159134671,17.38703447511619,0.3878,0.1858,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,221,0.1012650925736528,-0.0082071665517158,0.2456662351597977,17.09617513181711,14.789845897484517,19.787773880706897,0.1100296159134671,17.38703447511619,0.4437,0.2139,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,281,0.102173377143696,-0.0109003588594486,0.2152600452512506,17.1035946330451,14.863240655478393,19.731197796970985,0.1100296159134671,17.38703447511619,0.5235,0.2304,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,358,0.1049419138209701,0.0199000099985504,0.2091889256205739,17.129911200746395,14.954826371620284,19.68117647628177,0.1100296159134671,17.38703447511619,0.6602,0.2761,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,455,0.1028008445489799,0.0335140266876033,0.1857396998688923,17.12473975315405,15.01507215193663,19.62728873438133,0.1100296159134671,17.38703447511619,0.781,0.3188,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,578,0.1042775981071394,0.0452229664763685,0.1589927421898443,17.099786054600024,15.047055449188983,19.545217947623215,0.1100296159134671,17.38703447511619,0.8959,0.3962,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,735,0.106703568721405,0.0594562878166157,0.1517597915262046,17.079217374959576,15.081723702839502,19.513784144743862,0.1100296159134671,17.38703447511619,0.9714,0.5012,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,935,0.1052739085103935,0.0660008728387221,0.1443686720339695,17.054394471433984,15.102242099438271,19.461860465902205,0.1100296159134671,17.38703447511619,0.9927,0.6621,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,174,1089,0.1068306698426829,0.0748657012407045,0.1385343320208626,17.013951826182222,15.163694672770578,19.3637147008206,0.1100296159134671,17.38703447511619,1.0,0.8519,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,20,0.0708572753204428,-0.3117884839005544,0.5276549079324412,17.094590127726413,13.138840898028048,21.452526025451903,0.1100296159134671,17.38703447511619,0.1103,0.293,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,25,0.1254907288232114,-0.2839401723248803,0.4951950509006479,17.213921382748076,13.365083085991024,21.585187218644315,0.1100296159134671,17.38703447511619,0.1331,0.4125,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,32,0.1178272772534501,-0.2144304906359416,0.3859744342667874,17.37379652403071,14.03007728633191,21.164480584773813,0.1100296159134671,17.38703447511619,0.1526,0.4135,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,41,0.1131285478165828,-0.1700687497154807,0.3563922532541346,17.40283428051181,14.072484320012324,20.65837855419549,0.1100296159134671,17.38703447511619,0.1557,0.3236,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,52,0.1157648513240476,-0.1643560857020443,0.337728219048256,17.437530211673934,14.375105806282257,20.29347518128989,0.1100296159134671,17.38703447511619,0.2089,0.2659,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,67,0.1100596262531091,-0.1335683157100157,0.3219571178846464,17.433581643906756,14.620735646250756,20.178472702797094,0.1100296159134671,17.38703447511619,0.2192,0.2093,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,85,0.1065702052389681,-0.1179125704261416,0.2933179431065562,17.383287006868493,14.63752921332628,19.846238693722476,0.1100296159134671,17.38703447511619,0.2418,0.1946,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,108,0.1061305375971904,-0.1096705063532191,0.283609539095082,17.37137949721599,14.8052891946239,19.63597437148923,0.1100296159134671,17.38703447511619,0.3241,0.202,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,137,0.1037288196036125,-0.0761790226168537,0.272129102308733,17.29706371566899,14.768289574325568,19.50653984478812,0.1100296159134671,17.38703447511619,0.3446,0.2033,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,174,0.1070779004263753,-0.0371596008383049,0.2561885510826709,17.33893552796797,14.84355354596175,19.431971497387263,0.1100296159134671,17.38703447511619,0.4152,0.2012,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,221,0.1067494841299717,-0.0023891373919945,0.2524997223263525,17.30413929139985,14.87624812461708,19.33020019760051,0.1100296159134671,17.38703447511619,0.4755,0.2327,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,281,0.1080368107352282,-0.0045443033845141,0.220933996601839,17.325921692353447,14.918679627671374,19.248851376399525,0.1100296159134671,17.38703447511619,0.5567,0.2539,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,358,0.1104526044217583,0.0280902726331634,0.2134370735952174,17.345677891972244,14.959075164740504,19.183128833081685,0.1100296159134671,17.38703447511619,0.7026,0.3024,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,455,0.1076569286848699,0.0423539712272192,0.1897765978402341,17.334186271871395,14.94950993984942,19.131906502179945,0.1100296159134671,17.38703447511619,0.8334,0.3531,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,578,0.1093415475543048,0.0547087672597966,0.162283015054141,17.310477196863154,14.953593633664156,19.07622430918582,0.1100296159134671,17.38703447511619,0.9353,0.428,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,735,0.1120749395128094,0.0692193040061423,0.1544546534795673,17.294443508222777,14.916027714342292,19.03934056139704,0.1100296159134671,17.38703447511619,0.9923,0.5654,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,935,0.1105568503018736,0.0777620858198299,0.1460543452854649,17.269283449672578,14.875078660496472,19.02031975332283,0.1100296159134671,17.38703447511619,1.0,0.7413,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,221,1089,0.1117890184540698,0.0857761702914043,0.1400692517630436,17.20985643723261,14.824496227222316,19.0215120623681,0.1100296159134671,17.38703447511619,1.0,0.9138,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,20,0.069726076255677,-0.3139605506708374,0.5295490220281741,17.278386484711053,13.644872162854709,21.305222313927835,0.1100296159134671,17.38703447511619,0.1089,0.3128,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,25,0.1292177774620684,-0.2847340049007176,0.5060554518841881,17.383383449872497,13.750372310097122,21.57292505892244,0.1100296159134671,17.38703447511619,0.126,0.4344,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,32,0.1189151185285251,-0.2133810223415347,0.3815671193554678,17.540386500589342,14.682609558554637,21.151189872755584,0.1100296159134671,17.38703447511619,0.153,0.4453,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,41,0.1130478880639742,-0.170750384093369,0.3539352772724652,17.600051460040376,14.573785326097283,20.539659620011225,0.1100296159134671,17.38703447511619,0.1508,0.3425,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,52,0.1151100809393185,-0.1654342366297254,0.3341751141809492,17.6168028775338,14.988607135910025,20.208923349937976,0.1100296159134671,17.38703447511619,0.207,0.2976,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,67,0.1090782568462304,-0.1339358384190818,0.3200652342148898,17.62837192422859,15.326491756160811,20.122142606170645,0.1100296159134671,17.38703447511619,0.2156,0.2275,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,85,0.1059514510672232,-0.1171768103634822,0.2976987411883107,17.55656219516142,15.456114753337678,19.7310773150151,0.1100296159134671,17.38703447511619,0.2386,0.2206,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,108,0.1060721707937896,-0.1085160876288564,0.2820042574468643,17.55306475838043,15.748118334929485,19.568028737614164,0.1100296159134671,17.38703447511619,0.3281,0.2192,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,137,0.1036744854764547,-0.0728845331560197,0.2734621609139362,17.452560502283482,15.831677270585296,19.464293588200544,0.1100296159134671,17.38703447511619,0.3451,0.2101,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,174,0.106874390043616,-0.0347917692524715,0.252650131554803,17.478286574632037,15.876360586417285,19.34769684326562,0.1100296159134671,17.38703447511619,0.4124,0.2064,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,221,0.1069069444959383,-0.0011765444003033,0.2498024292966315,17.454099600842305,15.974568661538813,19.21409071353381,0.1100296159134671,17.38703447511619,0.4766,0.2386,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,281,0.1080134943077803,-0.003482260918786,0.2193238086002869,17.450423851869616,16.043648913610365,19.13747871279013,0.1100296159134671,17.38703447511619,0.5496,0.2522,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,358,0.109799432162513,0.02911362640545,0.2095071409803023,17.457722272083615,16.202886713414077,19.058922420201224,0.1100296159134671,17.38703447511619,0.7131,0.3046,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,455,0.1075536192219874,0.0448953651563882,0.1878865428074991,17.446924398206416,16.272432835888427,19.012354299628957,0.1100296159134671,17.38703447511619,0.8467,0.3573,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,578,0.1096623278622225,0.0574303650499742,0.1603856641631396,17.430661870284993,16.333049757948327,18.97585801389356,0.1100296159134671,17.38703447511619,0.9474,0.4356,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,735,0.1124045307651782,0.0731446913965777,0.1505914928899221,17.415837916605923,16.365706786277048,18.916271751659227,0.1100296159134671,17.38703447511619,0.9978,0.5851,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,935,0.1110318599142314,0.0824252002546907,0.1406144805816152,17.39747720479682,16.40489258771489,18.896019450127085,0.1100296159134671,17.38703447511619,1.0,0.791,1.0,1.0,0.1100296159134671,17.38703447511619
chcp,hcp,age,273,1089,0.1100296159134671,0.0928047832226199,0.1305923045388182,17.38703447511619,16.469087695358944,18.93128153080117,0.1100296159134671,17.38703447511619,1.0,0.9646,1.0,1.0,0.1100296159134671,17.38703447511619
hcp,chcp,rel,20,20,0.0154480781488376,-0.423077015056479,0.446963546410302,15.558525808211929,10.466450608803298,23.02082521657656,0.1112267582173866,14.080983638071814,0.0572,0.0528,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,25,0.0181400004051603,-0.3834177527350291,0.4180326921219626,15.486642967802908,10.954124557821473,22.861418543965936,0.1112267582173866,14.080983638071814,0.0655,0.055,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,32,0.0226988260225543,-0.3368522573489353,0.3760364524863427,15.49639620335787,11.678201605680426,22.613344410663007,0.1112267582173866,14.080983638071814,0.0704,0.0571,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,41,0.0207621305211922,-0.3086503316629656,0.3387633208701253,15.474739181386049,11.92942207825817,22.375752249570628,0.1112267582173866,14.080983638071814,0.0778,0.0611,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,52,0.0220908799087294,-0.2721533608187659,0.3086600506730286,15.460647954244568,12.197517850251684,22.14767625658552,0.1112267582173866,14.080983638071814,0.0819,0.07,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,67,0.0223910346543909,-0.2446520752955754,0.278802721399043,15.365486036264992,12.267689497626204,22.156474321655278,0.1112267582173866,14.080983638071814,0.0904,0.0721,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,85,0.0212749042373359,-0.2182527945945016,0.249938795189074,15.438955681605252,12.741372750352744,22.21081999915446,0.1112267582173866,14.080983638071814,0.0987,0.0802,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,108,0.024153468907532,-0.20603160674839,0.2338392795051224,15.349841803423374,12.975405597463858,21.981178941043737,0.1112267582173866,14.080983638071814,0.1145,0.091,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,137,0.024768733114572,-0.1885405218055937,0.2073719004380051,15.33767884818839,13.23814018782193,21.97099312730167,0.1112267582173866,14.080983638071814,0.1155,0.0885,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,174,0.0267369359532821,-0.1672576408271826,0.1855696182654167,15.36866834966196,13.303883788008957,21.899180093636023,0.1112267582173866,14.080983638071814,0.1279,0.093,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,221,0.0327690444319432,-0.1523235382898787,0.1660814828830715,15.352514916440104,13.547522729130137,21.74984635801085,0.1112267582173866,14.080983638071814,0.1547,0.0966,1.0,0.0,0.1112267582173866,14.080983638071814
hcp,chcp,rel,20,234,0.0384903769063746,-0.1423951668264143,0.1652833598911798,15.361225370041492,13.597452688092648,21.630353911473385,0.1112267582173866,14.080983638071814,0.16,0.091,1.0,0.0,0.1112267582173866,14.080983638071814
