train_dataset,pheno,num_train,r_med,r_lower,r_upper,mae_med,mae_lower,mae_upper,p_mae_gt
hcp,rel,455,0.1684450851534303,0.0338468596209507,0.2992312933242806,15.083919929136965,13.330926955666952,16.74245719473708,0.0027
hcp,rel,578,0.1883536657573654,0.0524620329503158,0.2982288670589836,14.925622478114752,13.320441081979578,15.99826219634374,0.0027
hcp,rel,735,0.2130311266888827,0.1071620579131995,0.3153376557900066,14.67179613945451,13.214492376759504,15.841803980341467,0.0027
hcp,rel,839,0.2247221899019733,0.1299875689217079,0.3540610068332849,14.509243199616678,13.005413103824525,15.658683518169273,0.0027
chcp,rel,20,0.0604285229988534,-0.2277860813305013,0.2634733544227923,13.932762034993376,12.16868921634385,16.53800716923681,0.366
chcp,rel,25,0.0597782028958144,-0.2409029707928486,0.2928826322684918,13.90568012401882,12.19596189294904,16.26722869275866,0.366
chcp,rel,32,0.0614569564244335,-0.2128263195035466,0.2794636688923373,13.754363492421836,12.191179874380436,16.226240543867366,0.366
chcp,rel,41,0.0415585872958764,-0.176294491095497,0.3310524663124445,13.83496410068314,12.231250320842776,16.04861428447826,0.366
chcp,rel,52,0.0421531897887992,-0.1998947479800716,0.2928447670219159,13.957720581322562,12.078068669312264,15.940132396661223,0.366
chcp,rel,67,0.0334752786277028,-0.1734425947175618,0.2850119995918463,14.148863326999928,12.313141871082866,15.740122376238848,0.366
chcp,rel,85,0.0336917420946377,-0.1297677176284571,0.2817744439562183,14.314823934279891,12.541215740501409,16.317938942024483,0.366
chcp,rel,108,0.0518833225872381,-0.1214480050569973,0.2040575501890199,14.505983741237229,12.49852791504954,16.331935285813408,0.366
chcp,rel,137,0.0347141715758733,-0.155333617477987,0.1963489876300529,14.579059380899585,12.74321287508248,16.56028623445413,0.366
chcp,rel,159,0.0308016803023674,-0.1641581801926186,0.199481793484442,14.799555700830066,12.965584845457242,16.583270904894107,0.366
hcp,shape,20,-0.0059173688540013,-0.1673181097136965,0.1448100090616204,2.832218740269024,2.2387084670436663,4.606160066168355,0.28195
hcp,shape,25,0.0008454551570165,-0.1770002679479972,0.15429395123377,2.750769617129774,2.256573811056183,4.114276858774615,0.28195
hcp,shape,32,0.0123935485162344,-0.1417435732670053,0.153618722727207,2.757394580947816,2.251991710628899,3.5647103256752337,0.28195
hcp,shape,41,0.016862735390221,-0.1625282552711201,0.151360194118359,2.7653146602846967,2.2138539610095487,3.728135307609661,0.28195
hcp,shape,52,0.0148136258860023,-0.1675383239500581,0.1485221526148324,2.8273172468687484,2.2432622572338405,3.60697996273394,0.28195
hcp,shape,67,0.013182482351001,-0.1566048030849782,0.1398634696260771,2.8582782992729925,2.265072419419192,3.691224627779408,0.28195
hcp,shape,85,0.0221512031137491,-0.1421781940711894,0.1561309956805734,2.930359535369402,2.341886582841326,3.88567876146278,0.28195
hcp,shape,108,0.0162940735513721,-0.1486822526109197,0.1214719998098354,2.992817143986822,2.381165576544272,3.7285670587807647,0.28195
hcp,shape,137,0.0098707862537553,-0.1326830533892984,0.1355465420603247,2.993286507592784,2.4089350066664768,3.656060074703091,0.28195
hcp,shape,174,0.0019928795480765,-0.1295106938953145,0.142787241998383,3.045766877208702,2.5406351253981425,3.6835437810908527,0.28195
hcp,shape,221,0.0011174201999564,-0.142278368591932,0.129656492459096,3.073409767918038,2.521762842120169,3.707058823121512,0.28195
hcp,shape,281,-0.0011516058937346,-0.1450202798489453,0.1297590394684087,3.1076912442482474,2.599768962306012,3.668654361866144,0.28195
hcp,shape,358,0.0028860947222027,-0.1383835473584841,0.1267179367564692,3.2269863199363344,2.6798986379643663,3.6697122372977895,0.28195
hcp,shape,455,0.0209992134762682,-0.16040517640604,0.1425153940319325,3.197522689012913,2.6675112858208854,3.617291495694432,0.28195
hcp,shape,578,0.0305563737369382,-0.1038580797598679,0.1394172002326357,3.183498043975966,2.678806400612132,3.6289047960553513,0.28195
hcp,shape,735,0.036447424344484,-0.1076384762584812,0.1309897501129285,3.076020565830937,2.5625193261897263,3.588221382273108,0.28195
hcp,shape,843,0.0502630538245984,-0.0738525472739658,0.1529209664061036,2.952380135099173,2.4789219441853265,3.5075683575748853,0.28195
chcp,shape,20,-0.0063132858840493,-0.2742508398896229,0.2866542523813832,4.663553134249118,3.216691045580512,7.137350666105911,0.45125
chcp,shape,25,-0.0238827749367528,-0.2898727021090114,0.2884432821676631,4.656283664524927,3.3139420681254785,6.836008554432056,0.45125
chcp,shape,32,-0.0196683432333429,-0.2621866402190272,0.2642771044354093,4.707951087867203,3.4821462779759065,6.698774642179368,0.45125
chcp,shape,41,-0.008473875184722,-0.2212001849139992,0.2055773646468512,4.671839061663999,3.34257908536781,6.489386250639011,0.45125
chcp,shape,52,-0.022022178144292,-0.2413700965584348,0.1848163751648583,4.775192331449586,3.36396083661266,6.188985106107072,0.45125
chcp,shape,67,-0.0151929965245754,-0.2485740792800378,0.2273665773843413,4.849420741389848,3.5445793189807757,6.0909099330717416,0.45125
chcp,shape,85,-0.0206257208688376,-0.2056901135638423,0.1921683153365535,4.91200592085705,3.697485332953265,6.196315045348971,0.45125
chcp,shape,108,-0.0104517484310934,-0.2426560669768735,0.1850319342639413,4.9572290640376,3.8179914354103817,6.057273209376237,0.45125
chcp,shape,137,-0.0297367105145381,-0.2324988555776614,0.1791976073886287,4.954084592473227,3.94688578526235,6.163271683082171,0.45125
chcp,shape,174,-0.0045146548730622,-0.22166143043348,0.2380423735223249,4.975913840131751,3.8690746088288375,5.849069302188779,0.45125
chcp,shape,190,-0.0001846413605644,-0.1932274407291571,0.2208841460148325,4.938237708868138,3.8618320182206194,5.85644785834447,0.45125
